Account,AccountType,Computer,EventSourceName,Channel,Task,Level,EventData,EventID,Activity,SourceComputerId,EventOriginId,TimeCollected [UTC],AccessList,AccessMask,AdditionalInfo,AdditionalInfo2,AuthenticationPackageName,CallerProcessId,RelativeTargetName
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,8d3474a6-51cc-4103-91ae-4ce7c3d99a52,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2852d37f-d263-4645-bf1b-9326c597bae6,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f6e3229d-bbc4-4c52-b956-62a6778600d2,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,7fd6f8ee-96dc-491a-a4e7-f070b7119ed7,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,f64b0d22-a9b2-4c56-89f5-be95cf21e012,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,9b0cebc2-1d72-40e6-8013-b127f09879f3,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,7c0c0867-5b70-496b-ba8d-f1ebbfbf3896,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,552ce773-d1f6-4931-9a20-edf00c4b5e55,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,fb8528cc-32df-46cf-99d0-77939af935ff,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,35e24c90-ab23-49af-ad13-1923ebb6cf63,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,df370d58-d321-4e48-ad2d-25abcb80cd6e,"4/16/2021, 8:35:02.121 AM",,,,,NTLM,,
,,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,13824,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">SHIR-Hive$</Data>
  <Data Name=""SubjectDomainName"">WORKGROUP</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""TargetName"">SQLADS:*</Data>
  <Data Name=""Type"">0</Data>
  <Data Name=""CountOfCredentialsReturned"">0</Data>
  <Data Name=""ReadOperation"">%%8100</Data>
  <Data Name=""ReturnCode"">3221226021</Data>
  <Data Name=""ProcessCreationTime"">2021-03-29T15:51:56.5253075Z</Data>
  <Data Name=""ClientProcessId"">2884</Data>
</EventData>",5379,5379,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a86fed51-ec67-4f3e-a09c-da9ea3104a8e,"4/16/2021, 8:35:05.572 AM",,,,,,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,905c7fb6-4240-4121-a4f3-bd5962a89d2e,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,e88c831b-9b34-4800-b54e-4f4042d7915a,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,4b61a7d4-2974-4de5-89e9-858d16cb4c49,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
WORKGROUP\SHIR-Hive$,Machine,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,1e8475f0-9d60-4074-8323-84192b879f06,"4/16/2021, 8:35:05.572 AM",,,,,,,
WORKGROUP\SHIR-Hive$,Machine,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,0e67c689-fd8f-490a-901f-e81bed4837d0,"4/16/2021, 8:35:05.572 AM",,,,,,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,f6bf0da9-2ecd-446f-a466-00e04fa2de6b,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,dd5ca925-3de1-47e1-b368-1b23b2a3039c,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,154c0356-3fa3-4f65-b20f-c1f4371ff72c,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,8b3744b3-c2f1-49a2-97b2-a6a7552e097f,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\BACKUP,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,26999255-939e-445d-8453-dfaefb7f9c11,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,2aea9b9a-4c3e-485b-912e-371e49abfe8c,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,b165901e-dd8c-436d-be7a-f54b3f930b2a,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
SHIR-Hive\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a3e42190-0572-46ac-aebc-2df5a75ba4ba,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,9f8def6d-d745-402b-9d3c-056c4d80f956,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,c59557cd-9861-441c-b610-e44ad099dfed,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a50a23df-2ff2-4b32-bb61-c992d48b2d43,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,a7f3db2b-500b-42da-b36b-512d134009d3,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
WORKGROUP\SHIR-Hive$,Machine,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,b44df869-5be1-473b-83f1-9d4b898f3b97,"4/16/2021, 8:35:05.572 AM",,,,,,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,c6fd67da-a527-4772-a34f-44c9cb2ddd3b,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,ef2c47b0-5fee-463b-abd1-e14f6d4b8929,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
SHIR-Hive\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,fe52b95d-7380-4882-b730-fb64b8cce635,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\admin,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,e126a790-4159-4e5a-8740-9abc8f2fae0f,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\administrator,User,SHIR-Hive,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,df6a58ab-e4d5-47e3-853f-26e261ec7efb,f8b13d7b-5f7a-4c6d-ae75-8c09ddcc1ce7,"4/16/2021, 8:35:05.572 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c2b318c5-303c-4d01-95f9-c6eb1d50c419,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMIN,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,e04dc041-3f40-4295-b953-c06c697e7db7,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,e4fbd8ae-459c-4313-8660-a168e725efe2,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,3eb3dfa2-2a11-479c-ac3f-10e7ab5d6bea,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,561ab4a0-18ed-4489-bfde-39ce82293f50,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRADOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,373cf2c3-b8d4-41dd-a2e7-af3e3062ecfd,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\USER,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,3a900a82-dfe1-46b4-92cf-d04a42a64802,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c443e46a-0b65-44da-ba72-347ba80f2660,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,1733970f-4969-4d5b-86a0-5e4468b57a78,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c4f85b7d-c5ce-4846-8b9c-c7cab4a32806,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,ead991e1-f5bd-4e74-bea8-4d3d38537669,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\SYMANTEC,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,c6881fa2-4b56-481b-a2af-847bf126ffba,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,a358b7f3-f289-4c6f-973d-98012e758a36,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,be64f6b8-fb95-43e9-92e3-93557bda0beb,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,2b17a836-3196-4aeb-9a39-be4b39d759fc,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,3c9e8334-e73a-4de8-bf93-68dff645e8be,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,49dd5ecb-c095-4e04-ae7d-9bae1969ea22,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\TEST,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,263e78b7-aa12-4996-a7ce-c7a72a9a300a,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,8ce2eaf2-d11f-4aa7-b7f0-e4ed07ba0a30,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,fb5237a6-2d59-427e-b027-29c11042f405,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,598e5efe-543c-4255-b177-4ecc09267dd5,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
\ADMINISTRATOR,User,SOC-FW-RDP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,41502da5-21b7-48ec-81c9-baeea8d7d669,fdcf6582-14f3-451e-ab00-3bae708c3cc9,"4/16/2021, 8:35:06.109 AM",,,,,NTLM,,
NT AUTHORITY\SYSTEM,User,VictimPc.Contoso.Azure,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{62747072-f4a5-4af7-a15f-a2def5ff577a}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>5912</TargetProcessId>
    <FilePathLength>48</FilePathLength>
    <FilePath>%SYSTEM32%\WINDOWSPOWERSHELL\V1.0\POWERSHELL.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>8542576A51D515DA19781689F9E5E561E4398C4DE19B14AF1E8EF1C7D2551843</FileHash>
    <FqbnLength>120</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\POWERSHELL.EXE\10.0.18362.01</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>57</FullFilePathLength>
    <FullFilePath>C:\windows\system32\WindowsPowerShell\v1.0\powershell.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,f6638b82-98a5-4542-8bec-6bc0977f793f,90c15c6a-9847-4429-a30e-cf9e8f0d6370,"4/16/2021, 8:35:06.516 AM",,,,,,,
NT AUTHORITY\SYSTEM,User,VictimPc.Contoso.Azure,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{62747072-f4a5-4af7-a15f-a2def5ff577a}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>9732</TargetProcessId>
    <FilePathLength>22</FilePathLength>
    <FilePath>%SYSTEM32%\CONHOST.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>4EBD055259246462DAC7548F383C8987FC48BBCD872386311C3DB85F2D165663</FileHash>
    <FqbnLength>117</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\CONHOST.EXE\10.0.18362.01</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>32</FullFilePathLength>
    <FullFilePath>\SystemRoot\System32\Conhost.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,f6638b82-98a5-4542-8bec-6bc0977f793f,f3f0e2c4-6648-4f4e-ad43-26df6791bc9e,"4/16/2021, 8:35:06.516 AM",,,,,,,
CONTOSO\VICTIMPC$,Machine,VictimPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,f6638b82-98a5-4542-8bec-6bc0977f793f,22355821-36e9-44f6-904f-cb17b0d62f40,"4/16/2021, 8:35:06.516 AM",,,,,,,
CONTOSO\VICTIMPC$,Machine,VictimPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,f6638b82-98a5-4542-8bec-6bc0977f793f,c8d582a5-9a67-449f-8aeb-ac52f90f5ad0,"4/16/2021, 8:35:06.516 AM",,,,,,,
,,VictimPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,13824,8,"<EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <Data Name=""SubjectUserSid"">S-1-5-18</Data>
  <Data Name=""SubjectUserName"">VICTIMPC$</Data>
  <Data Name=""SubjectDomainName"">CONTOSO</Data>
  <Data Name=""SubjectLogonId"">0x3e7</Data>
  <Data Name=""TargetName"">SQLADS:*</Data>
  <Data Name=""Type"">0</Data>
  <Data Name=""CountOfCredentialsReturned"">0</Data>
  <Data Name=""ReadOperation"">%%8100</Data>
  <Data Name=""ReturnCode"">3221226021</Data>
  <Data Name=""ProcessCreationTime"">2021-04-14T17:45:43.737462400Z</Data>
  <Data Name=""ClientProcessId"">2860</Data>
</EventData>",5379,5379,f6638b82-98a5-4542-8bec-6bc0977f793f,aee8cdcc-cb7f-424b-97dd-2c8fee81c65d,"4/16/2021, 8:35:06.516 AM",,,,,,,
CONTOSO\VICTIMPC$,Machine,VictimPc.Contoso.Azure,Microsoft-Windows-Security-Auditing,Security,13312,8,,4688,4688 - A new process has been created.,f6638b82-98a5-4542-8bec-6bc0977f793f,ef5b50b2-19b0-4aea-bdd8-e2fd13d66c58,"4/16/2021, 8:35:06.516 AM",,,,,,,
NT AUTHORITY\SYSTEM,User,VictimPc.Contoso.Azure,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker/EXE and DLL,0,4,"<UserData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <RuleAndFileData xmlns=""http://schemas.microsoft.com/schemas/event/Microsoft.Windows/1.0.0.0"">
    <PolicyNameLength>3</PolicyNameLength>
    <PolicyName>EXE</PolicyName>
    <RuleId>{62747072-f4a5-4af7-a15f-a2def5ff577a}</RuleId>
    <RuleNameLength>24</RuleNameLength>
    <RuleName>(Default Rule) All Exe's</RuleName>
    <RuleSddlLength>48</RuleSddlLength>
    <RuleSddl>D:(XA;;FX;;;S-1-1-0;(APPID://PATH Contains ""*""))</RuleSddl>
    <TargetUser>S-1-5-18</TargetUser>
    <TargetProcessId>10176</TargetProcessId>
    <FilePathLength>76</FilePathLength>
    <FilePath>%PROGRAMFILES%\WINDOWS DEFENDER ADVANCED THREAT PROTECTION\SENSECNCPROXY.EXE</FilePath>
    <FileHashLength>32</FileHashLength>
    <FileHash>F358FBE493C2EA488DC35942304599FBE52418128BDAD41BEA3D9CC7A14A633A</FileHash>
    <FqbnLength>128</FqbnLength>
    <Fqbn>O=MICROSOFT CORPORATION, L=REDMOND, S=WASHINGTON, C=US\MICROSOFT® WINDOWS® OPERATING SYSTEM\SENSECNCPROXY.EXE\10.7740.18362.1474</Fqbn>
    <TargetLogonId>0x3e7</TargetLogonId>
    <FullFilePathLength>78</FullFilePathLength>
    <FullFilePath>C:\Program Files\Windows Defender Advanced Threat Protection\SenseCncProxy.exe</FullFilePath>
  </RuleAndFileData>
</UserData>",8002,8002 - A process was allowed to run.,f6638b82-98a5-4542-8bec-6bc0977f793f,c3ea8969-a74e-4e2b-834e-bc2640c84ca9,"4/16/2021, 8:35:06.516 AM",,,,,,,
\,User,SHIR-SAP,Microsoft-Windows-Security-Auditing,Security,12544,16,,4625,4625 - An account failed to log on.,790738c2-d2df-4c61-b9ce-1fa1ba028f27,4f6d46f4-41d5-437e-94e0-2c7aecea0a21,"4/16/2021, 8:35:07.419 AM",,,,,NTLM,,
WORKGROUP\SHIR-SAP$,Machine,SHIR-SAP,Microsoft-Windows-Security-Auditing,Security,12804,8,,4662,4662 - An operation was performed on an object.,790738c2-d2df-4c61-b9ce-1fa1ba028f27,968e7ab1-713e-4ec9-940a-17758c653160,"4/16/2021, 8:35:07.419 AM","%%1552 				",0x1,Local Read (ConnectServer),root\cimv2\security\microsofttpm,,,
WORKGROUP\SHIR-SAP$,Machine,SHIR-SAP,Microsoft-Windows-Security-Auditing,Security,12804,8,,4662,4662 - An operation was performed on an object.,790738c2-d2df-4c61-b9ce-1fa1ba028f27,17b682cb-635c-4f7c-b18b-30095f3fac50,"4/16/2021, 8:35:07.419 AM","%%1552 				",0x1,Local Read (ExecQuery),root\cimv2\security\microsofttpm:SELECT * FROM Win32_TPM,,,
WORKGROUP\SHIR-SAP$,Machine,SHIR-SAP,Microsoft-Windows-Security-Auditing,Security,12804,8,,4662,4662 - An operation was performed on an object.,790738c2-d2df-4c61-b9ce-1fa1ba028f27,8c9606e4-7833-4f0b-91dd-861002e75bef,"4/16/2021, 8:35:07.419 AM","%%1552 				",0x1,Local Read (ExecQuery),root\cimv2\security\microsofttpm:Select * from __ClassProviderRegistration,,,
WORKGROUP\SHIR-SAP$,Machine,SHIR-SAP,Microsoft-Windows-Security-Auditing,Security,12804,8,,4662,4662 - An operation was performed on an object.,790738c2-d2df-4c61-b9ce-1fa1ba028f27,d9be8f05-e883-4ea1-af4d-59a3666c9d50,"4/16/2021, 8:35:07.419 AM","%%1552 				",0x1,Local Read (GetObject),"root\cimv2\security\microsofttpm:__Win32Provider.Name=""Win32_TpmProvider""",,,
WORKGROUP\SHIR-SAP$,Machine,SHIR-SAP,Microsoft-Windows-Security-Auditing,Security,12804,8,,4662,4662 - An operation was performed on an object.,790738c2-d2df-4c61-b9ce-1fa1ba028f27,a8596e97-fbd4-4705-b9f9-ef287dc497ec,"4/16/2021, 8:35:07.419 AM","%%1552 				",0x1,Local Read (ExecQuery),"root\cimv2\security\microsofttpm:references of {__Win32Provider.Name=""Win32_TpmProvider""}",,,
