Role,Name,Parameters,OrgM,Priority
View-Only Audit Logs,New-AdminAuditLogSearch,Cmdlets;Confirm;Debug;DomainController;EndDate;ErrorAction;ErrorVariable;ExternalAccess;Name;ObjectIds;OutBuffer;OutVariable;Parameters;StartDate;StatusMailRecipients;UserIds;Verbose;WarningAction;WarningVariable;WhatIf,0,35
View-Only Audit Logs,Get-UnifiedAuditSetting,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;WarningAction;WarningVariable,0,35
View-Only Audit Logs,Get-SecurityPrincipal,Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IncludeDomainLocalFrom;OrganizationalUnit;OutBuffer;OutVariable;ResultSize;RoleGroupAssignable;Types;Verbose;WarningAction;WarningVariable,0,35
View-Only Audit Logs,Get-MailboxAuditBypassAssociation,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable,0,35
View-Only Audit Logs,Get-Mailbox,Anr;Credential;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;OrganizationalUnit;OutBuffer;OutVariable;PublicFolder;ReadFromDomainController;RecipientTypeDetails;ResultSize;SortBy;Verbose;WarningAction;WarningVariable,0,35
View-Only Audit Logs,Get-DomainController,Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,35
View-Only Audit Logs,Get-AuditLogSearch,CreatedAfter;CreatedBefore;Debug;ErrorAction;ErrorVariable;Identity;ResultSize;Type;Verbose;WarningAction;WarningVariable,0,35
View-Only Audit Logs,Get-AdminAuditLogConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,35
View-Only Configuration,Get-TimeRange,Debug;End;ErrorAction;ErrorVariable;Span;Start;TimeZone;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ProcessInfo,TargetMachine,0,60
View-Only Configuration,Get-LAMResults,ComponentName;ComponentType;Debug;End;ErrorAction;ErrorVariable;HealthSet;ReturnOnlyFailedResults;Span;Start;TargetMachine;Team;TimeRange;TimeZone;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-LAMDefinitions,ComponentName;ComponentType;Debug;ErrorAction;ErrorVariable;HealthSet;ShowDisabled;TargetMachine;Team;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ExchangeDiagnosticInfo,Argument;AsJob;Component;Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Process;Server;Unlimited;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Test-OrganizationRelationship,Confirm;Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;UserIdentity;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Test-FederationTrustCertificate,Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Start-ContentIndexingProcess,Debug;FarmLabel;SearchFarmId;Verbose,0,60
View-Only Configuration,Set-SmimeConfig,Confirm;Debug;Identity;OWAAllowUserChoiceOfSigningCertificate;OWAAlwaysEncrypt;OWAAlwaysSign;OWABCCEncryptedEmailForking;OWACheckCRLOnSend;OWAClearSign;OWACopyRecipientHeaders;OWACRLConnectionTimeout;OWACRLRetrievalTimeout;OWADisableCRLCheck;OWADLExpansionTimeout;OWAEncryptionAlgorithms;OWAEncryptTemporaryBuffers;OWAForceSMIMEClientUpgrade;OWAIncludeCertificateChainAndRootCertificate;OWAIncludeCertificateChainWithoutRootCertificate;OWAIncludeSMIMECapabilitiesInMessage;OWAOnlyUseSmartCard;OWASenderCertificateAttributesToDisplay;OWASignedEmailCertificateInclusion;OWASigningAlgorithms;OWATripleWrapSignedEncryptedMail;OWAUseKeyIdentifier;OWAUseSecondaryProxiesWhenFindingCertificates;SMIMECertificateIssuingCA;WhatIf,0,60
View-Only Configuration,Set-ServerMonitor,Confirm;Debug;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Repairing;Server;TargetResource;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Set-SearchDocumentFormat,Debug;DomainController;Enabled;Server;Verbose,0,60
View-Only Configuration,Set-ProtectionServicePolicy,Debug,0,60
View-Only Configuration,Set-ProtectionAlert,Debug,0,60
View-Only Configuration,Set-OrganizationConfig,UMAvailableLanguages,0,60
View-Only Configuration,Set-ActivityAlert,Debug;DomainController,0,60
View-Only Configuration,Retry-Queue,Confirm;Debug;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;Resubmit;Server;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Resume-Queue,Confirm;Debug;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Remove-ServerMonitoringOverride,Confirm;Debug;ErrorAction;ErrorVariable;Identity;ItemType;OutBuffer;OutVariable;PropertyName;Server;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Remove-SearchDocumentFormat,Debug;DomainController;Server;Verbose,0,60
View-Only Configuration,Remove-GlobalMonitoringOverride,BuildRange;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;ItemType;OutBuffer;OutVariable;PropertyName;Roles;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,New-SearchDocumentFormat,Debug;DomainController;Enabled;Server;Verbose,0,60
View-Only Configuration,New-ProtectionServicePolicy,Debug,0,60
View-Only Configuration,New-ProtectionAlert,Debug,0,60
View-Only Configuration,New-ActivityAlert,Debug;DomainController,0,60
View-Only Configuration,Invoke-MonitoringProbe,Account;Debug;Endpoint;ErrorAction;ErrorVariable;Identity;ItemTargetExtension;OutBuffer;OutVariable;Password;PropertyOverride;SecondaryAccount;SecondaryEndpoint;SecondaryPassword;Server;TimeOutSeconds;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-X400AuthoritativeDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-WebServicesVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UserPrincipalNamesSuffix,Debug;ErrorAction;ErrorVariable;OrganizationalUnit;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;UMDialPlan;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMIPGateway,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeSimulator;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMHuntGroup,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;UMDialPlan;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMDialPlan,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMCallSummaryReport,Debug;DomainController;ErrorAction;ErrorVariable;GroupBy;OutBuffer;OutVariable;UMDialPlan;UMIPGateway;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMCallRouterSettings,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMAutoAttendant,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;UMDialPlan;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-UMActiveCalls,Debug;DialPlan;DomainController;ErrorAction;ErrorVariable;InstanceServer;IPGateway;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-Trust,Debug;DomainName;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportRulePredicate,Debug;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportRuleAction,Debug;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportRule,Debug;DlpPolicy;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;ResultSize;State;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportPipeline,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TransportAgent,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ThrottlingPolicyAssociation,Anr;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;SortBy;ThrottlingPolicy;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ThrottlingPolicy,Debug;Diagnostics;DomainController;ErrorAction;ErrorVariable;Explicit;Identity;OutBuffer;OutVariable;ThrottlingPolicyScope;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-TextMessagingAccount,Credential;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SystemMessage,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Original;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SyncConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SubmissionMalwareFilteringServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-StoreUsageStatistics,CopyOnServer;Database;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IncludePassive;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SmimeConfig,Debug;Identity,0,60
View-Only Configuration,Get-SiteMailboxProvisioningPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SiteMailboxDiagnostics,BypassOwnerCheck;Confirm;Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;SendMeEmail;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Get-SiteMailbox,Anr;BypassOwnerCheck;Debug;DeletedSiteMailbox;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SharingPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SettingOverride,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ServiceStatus,Debug;DomainController;ErrorAction;ErrorVariable;MaintenanceWindowDays;OutBuffer;OutVariable;ReportingDatabase;ReportingServer;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ServiceAvailabilityReport,DailyStatistics;Debug;DomainController;EndDate;ErrorAction;ErrorVariable;OutBuffer;OutVariable;ReportingDatabase;ReportingPeriod;ReportingServer;StartDate;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ServerMonitoringOverride,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Get-ServerHealth,Debug;ErrorAction;ErrorVariable;HaImpactingOnly;HealthSet;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ServerComponentState,Component;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SenderReputationConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SenderIdConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SenderFilterConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SendConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-SearchDocumentFormat,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RpcClientAccess,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RoleGroupMember,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RoleGroup,Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;OutBuffer;OutVariable;ReadFromDomainController;ResultSize;ShowPartnerLinked;SortBy;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RoleAssignmentPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RetentionPolicyTag,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeSystemTags;Mailbox;OptionalInMailbox;OutBuffer;OutVariable;Types;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RetentionPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ResubmitRequest,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RestVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ResourceConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RemoteDomain,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RecipientFilterConfig,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ReceiveConnector,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RbacDiagnosticInfo,Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;UserName;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-RMSTemplate,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-QueueDigest,Dag;Debug;DetailsLevel;ErrorAction;ErrorVariable;Filter;Forest;GroupBy;OutBuffer;OutVariable;ResultSize;Server;Site;Timeout;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-Queue,BookmarkIndex;BookmarkObject;Debug;ErrorAction;ErrorVariable;Exclude;Filter;Identity;Include;IncludeBookmark;OutBuffer;OutVariable;ResultSize;ReturnPageInfo;SearchForward;Server;SortOrder;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-PushNotificationSubscription,Debug;ErrorAction;ErrorVariable;ExpirationTimeInHours;Mailbox;OutBuffer;ResultSize;ShowAll;Verbose;WarningAction,0,60
View-Only Configuration,Get-PublicFolderDatabase,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeCorrupted;OutBuffer;OutVariable;Server;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ProtectionAlert,Debug,0,60
View-Only Configuration,Get-PowerShellVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-PopSettings,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-PolicyTipConfig,Action;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Locale;Original;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-PhysicalAvailabilityReport,DailyStatistics;Database;Debug;DomainController;EndDate;ErrorAction;ErrorVariable;ExchangeServer;OutBuffer;OutVariable;ReportingDatabase;ReportingPeriod;ReportingServer;StartDate;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-PendingFederatedDomain,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-PartnerApplication,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Organization;OutBuffer;OutVariable;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OwaVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OwaMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OutlookServiceVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OutlookProvider,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OutlookProtectionRule,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OutlookAnywhere,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OrganizationalUnit,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeContainers;OutBuffer;OutVariable;ResultSize;SearchText;SingleNodeOnly;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OrganizationRelationship,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OrganizationConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OfflineAddressBook,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-OabVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-Notification,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ProcessType;ResultSize;StartDate;Summary;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-NetworkConnectionInfo,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MonitoringItemIdentity,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MonitoringItemHelp,Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MobileDeviceMailboxPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MigrationUserStatistics,Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;Identity;IncludeReport;IncludeSkippedItems;LimitSkippedItemsTo;OutBuffer;OutVariable;SkipSubscription;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MigrationUser,BatchId;Debug;DomainController;ErrorAction;ErrorVariable;Identity;MailboxGuid;OutBuffer;OutVariable;ResultSize;Status;StatusSummary;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MigrationStatistics,Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MigrationEndpoint,BatchStatus;Confirm;ConnectionSettings;Debug;Diagnostic;DiagnosticArgument;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Type;Verbose;WarningAction;WarningVariable;WhatIf,0,60
View-Only Configuration,Get-MigrationConfig,Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MigrationBatch,Debug;Diagnostic;DiagnosticArgument;DomainController;Endpoint;ErrorAction;ErrorVariable;Identity;IncludeReport;LimitErrorsTo;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MessageClassification,Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeLocales;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MessageCategory,Debug;DomainController;ErrorAction;ErrorVariable;Identity;Mailbox;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-Message,BookmarkIndex;BookmarkObject;Debug;ErrorAction;ErrorVariable;Filter;Identity;IncludeBookmark;IncludeComponentLatencyInfo;IncludeRecipientInfo;OutBuffer;OutVariable;Queue;ResultSize;ReturnPageInfo;SearchForward;Server;SortOrder;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MapiVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ManagementScope,Debug;DomainController;ErrorAction;ErrorVariable;Exclusive;Identity;Orphan;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ManagementRoleEntry,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Parameters;PSSnapinName;Type;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-ManagementRoleAssignment,AssignmentMethod;ConfigWriteScope;CustomConfigWriteScope;CustomRecipientWriteScope;Debug;Delegating;DomainController;Enabled;ErrorAction;ErrorVariable;Exclusive;ExclusiveConfigWriteScope;ExclusiveRecipientWriteScope;GetEffectiveUsers;Identity;OutBuffer;OutVariable;RecipientAdministrativeUnitScope;RecipientOrganizationalUnitScope;RecipientWriteScope;Role;RoleAssignee;RoleAssigneeType;Verbose;WarningAction;WarningVariable;WritableDatabase;WritableRecipient;WritableServer,0,60
View-Only Configuration,Get-ManagementRole,Cmdlet;CmdletParameters;Debug;DomainController;ErrorAction;ErrorVariable;GetChildren;Identity;OutBuffer;OutVariable;Recurse;RoleType;Script;ScriptParameters;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MalwareFilteringServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MalwareFilterRule,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;State;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MalwareFilterPolicy,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxTransportService,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxServerRedundancy,DatabaseAvailabilityGroup;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ProxyToPam;ServerToContact;TimeoutInSeconds;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxServer,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxDeliveryVirtualDirectory,ADPropertiesOnly;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Server;ShowMailboxVirtualDirectories;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxDatabaseRedundancy,DatabaseAvailabilityGroup;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ProxyToPam;ServerToContact;TimeoutInSeconds;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxDatabaseCopyStatus,Active;ConnectionStatus;Debug;DomainController;ErrorAction;ErrorVariable;ExtendedErrorInfo;Identity;Local;OutBuffer;OutVariable;Server;UseServerCache;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxDatabase,Debug;DomainController;DumpsterStatistics;ErrorAction;ErrorVariable;Identity;IncludeCorrupted;IncludePreExchange2013;OutBuffer;OutVariable;Server;Status;Verbose;WarningAction;WarningVariable,0,60
View-Only Configuration,Get-MailboxAuditBypassAssociation,Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable,0,60
