Alert,Description,Tactic,Severity,Provider,Detection Service,DetectionURL,connectorId,dataTypes
Anonymity network activity(AzureDNS_DarkWeb),"Analysis of DNS transactions from %{CompromisedEntity} detected anonymity network activity. Such activity, while possibly legitimate user behavior, is frequently employed by attackers to evade tracking and fingerprinting of network communications. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Anonymity network activity using web proxy(AzureDNS_DarkWebProxy),"Analysis of DNS transactions from %{CompromisedEntity} detected anonymity network activity. Such activity, while possibly legitimate user behavior, is frequently employed by attackers to evade tracking and fingerprinting of network communications. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Attempted communication with suspicious sinkholed domain(AzureDNS_SinkholedDomain),"Analysis of DNS transactions from %{CompromisedEntity} detected request for sinkholed domain. Such activity, while possibly legitimate user behavior, is frequently an indication of the download or execution of malicious software. Typical related attacker activity is likely to include the download and execution of further malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Communication with possible phishing domain(AzureDNS_PhishingDomain),"Analysis of DNS transactions from %{CompromisedEntity} detected a request for a possible phishing domain. Such activity, while possibly benign, is frequently performed by attackers to harvest credentials to remote services. Typical related attacker activity is likely to include the exploitation of any credentials on the legitimate service.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Communication with suspicious algorithmically generated domain(AzureDNS_DomainGenerationAlgorithm),"Analysis of DNS transactions from %{CompromisedEntity} detected possible usage of a domain generation algorithm. Such activity, while possibly benign, is frequently performed by attackers to evade network monitoring and filtering. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Communication with suspicious domain identified by threat intelligence(AzureDNS_ThreatIntelSuspectDomain),Communication with suspicious domain was detected by analyzing DNS transactions from your resource and comparing against known malicious domains identified by threat intelligence feeds. Communication to malicious domains is frequently performed by attackers and could imply that your resource is compromised.,Initial Access,Medium,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Communication with suspicious random domain name(AzureDNS_RandomizedDomain),"Analysis of DNS transactions from %{CompromisedEntity} detected usage of a suspicious randomly generated domain name. Such activity, while possibly benign, is frequently performed by attackers to evade network monitoring and filtering. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Digital currency mining activity(AzureDNS_CurrencyMining),"Analysis of DNS transactions from %{CompromisedEntity} detected digital currency mining activity. Such activity, while possibly legitimate user behavior, is frequently performed by attackers following compromise of resources. Typical related attacker activity is likely to include the download and execution of common mining tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Network intrusion detection signature activation(AzureDNS_SuspiciousDomain),"Analysis of DNS transactions from %{CompromisedEntity} detected a known malicious network signature. Such activity, while possibly legitimate user behavior, is frequently an indication of the download or execution of malicious software. Typical related attacker activity is likely to include the download and execution of further malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible data download via DNS tunnel(AzureDNS_DataInfiltration),"Analysis of DNS transactions from %{CompromisedEntity} detected a possible DNS tunnel. Such activity, while possibly legitimate user behavior, is frequently performed by attackers to evade network monitoring and filtering. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible data exfiltration via DNS tunnel(AzureDNS_DataExfiltration),"Analysis of DNS transactions from %{CompromisedEntity} detected a possible DNS tunnel. Such activity, while possibly legitimate user behavior, is frequently performed by attackers to evade network monitoring and filtering. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible data transfer via DNS tunnel(AzureDNS_DataObfuscation),"Analysis of DNS transactions from %{CompromisedEntity} detected a possible DNS tunnel. Such activity, while possibly legitimate user behavior, is frequently performed by attackers to evade network monitoring and filtering. Typical related attacker activity is likely to include the download and execution of malicious software or remote administration tools.",Exfiltration,-,Azure DNS,Microsoft Defender for Azure DNS,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Access from a suspicious IP address(Storage.Blob_SuspiciousIpStorage.Files_SuspiciousIp),"Indicates that this storage account has been successfully accessed from an IP address that is considered suspicious. This alert is powered by Microsoft Threat Intelligence.Learn more about Microsoft's threat intelligence capabilities.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2",Initial Access,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW – Phishing content hosted on a storage account(Storage.Blob_PhishingContentStorage.Files_PhishingContent),"A URL used in a phishing attack points to your Azure Storage account. This URL was part of a phishing attack affecting users of Microsoft 365.Typically, content hosted on such pages is designed to trick visitors into entering their corporate credentials or financial information into a web form that looks legitimate.This alert is powered by Microsoft Threat Intelligence.Learn more about Microsoft's threat intelligence capabilities.Applies to: Azure Blob Storage, Azure Files",Collection,High,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Storage account identified as source for distribution of malware(Storage.Files_WidespreadeAm),"Antimalware alerts indicate that an infected file(s) is stored in an Azure file share that is mounted to multiple VMs. If attackers gain access to a VM with a mounted Azure file share, they can use it to spread malware to other VMs that mount the same share.Applies to: Azure Files","Lateral Movement, Execution",High,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Storage account with potentially sensitive data has been detected with a publicly exposed container(Storage.Blob_OpenACL),"The access policy of a container in your storage account was modified to allow anonymous access. This might lead to a data breach if the container holds any sensitive data. This alert is based on analysis of Azure activity log.Applies to: Azure Blob Storage, Azure Data Lake Storage Gen2",Privilege Escalation,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Authenticated access from a Tor exit node(Storage.Blob_TorAnomalyStorage.Files_TorAnomaly),"One or more storage container(s) / file share(s) in your storage account were successfully accessed from an IP address known to be an active exit node of Tor (an anonymizing proxy). Threat actors use Tor to make it difficult to trace the activity back to them. Authenticated access from a Tor exit node is a likely indication that a threat actor is trying to hide their identity.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2",Initial access,High/Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Access from an unusual location to a storage account(Storage.Blob_GeoAnomalyStorage.Files_GeoAnomaly),"Indicates that there was a change in the access pattern to an Azure Storage account. Someone has accessed this account from an IP address considered unfamiliar when compared with recent activity. Either an attacker has gained access to the account, or a legitimate user has connected from a new or unusual geographic location. An example of the latter is remote maintenance from a new application or developer.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2",Exploitation,Low,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual unauthenticated access to a storage container(Storage.Blob_AnonymousAccessAnomaly),"This storage account was accessed without authentication, which is a change in the common access pattern. Read access to this container is usually authenticated. This might indicate that a threat actor was able to exploit public read access to storage container(s) in this storage account(s).Applies to: Azure Blob Storage",Collection,Low,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Potential malware uploaded to a storage account(Storage.Blob_MalwareHashReputationStorage.Files_MalwareHashReputation),"Indicates that a blob containing potential malware has been uploaded to a blob container or a file share in a storage account. This alert is based on hash reputation analysis leveraging the power of Microsoft threat intelligence, which includes hashes for viruses, trojans, spyware and ransomware. Potential causes may include an intentional malware upload by an attacker, or an unintentional upload of a potentially malicious blob by a legitimate user.Applies to: Azure Blob Storage, Azure Files (Only for transactions over REST API)Learn more about Azure's hash reputation analysis for malware.Learn more about Microsoft's threat intelligence capabilities.",Lateral Movement,High,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Publicly accessible storage containers successfully discovered(Storage.Blob_OpenContainersScanning.SuccessfulDiscovery),"A successful discovery of publicly open storage container(s) in your storage account was performed in the last hour by a scanning script or tool. This usually indicates a reconnaissance attack, where the threat actor tries to list blobs by guessing container names, in the hope of finding misconfigured open storage containers with sensitive data in them. The threat actor may use their own script or use known scanning tools like Microburst to scan for publicly open containers. ✔ Azure Blob Storage ✖ Azure Files ✖ Azure Data Lake Storage Gen2",Collection,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Publicly accessible storage containers unsuccessfully scanned(Storage.Blob_OpenContainersScanning.FailedAttempt),"A series of failed attempts to scan for publicly open storage containers were performed in the last hour. This usually indicates a reconnaissance attack, where the threat actor tries to list blobs by guessing container names, in the hope of finding misconfigured open storage containers with sensitive data in them. The threat actor may use their own script or use known scanning tools like Microburst to scan for publicly open containers. ✔ Azure Blob Storage ✖ Azure Files ✖ Azure Data Lake Storage Gen2",Collection,Low,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual access inspection in a storage account(Storage.Blob_AccessInspectionAnomalyStorage.Files_AccessInspectionAnomaly),"Indicates that the access permissions of a storage account have been inspected in an unusual way, compared to recent activity on this account. A potential cause is that an attacker has performed reconnaissance for a future attack.Applies to: Azure Blob Storage, Azure Files",Collection,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual amount of data extracted from a storage account(Storage.Blob_DataExfiltration.AmountOfDataAnomalyStorage.Blob_DataExfiltration.NumberOfBlobsAnomalyStorage.Files_DataExfiltration.AmountOfDataAnomalyStorage.Files_DataExfiltration.NumberOfFilesAnomaly),"Indicates that an unusually large amount of data has been extracted compared to recent activity on this storage container. A potential cause is that an attacker has extracted a large amount of data from a container that holds blob storage.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2",Exfiltration,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual application accessed a storage account(Storage.Blob_ApplicationAnomalyStorage.Files_ApplicationAnomaly),"Indicates that an unusual application has accessed this storage account. A potential cause is that an attacker has accessed your storage account by using a new application.Applies to: Azure Blob Storage, Azure Files",Exploitation,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual change of access permissions in a storage account(Storage.Blob_PermissionsChangeAnomalyStorage.Files_PermissionsChangeAnomaly),"Indicates that the access permissions of this storage container have been changed in an unusual way. A potential cause is that an attacker has changed container permissions to weaken its security posture or to gain persistence.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2",Persistence,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual data exploration in a storage account(Storage.Blob_DataExplorationAnomalyStorage.Files_DataExplorationAnomaly),"Indicates that blobs or containers in a storage account have been enumerated in an abnormal way, compared to recent activity on this account. A potential cause is that an attacker has performed reconnaissance for a future attack.Applies to: Azure Blob Storage, Azure Files",Collection,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual deletion in a storage account(Storage.Blob_DeletionAnomalyStorage.Files_DeletionAnomaly),"Indicates that one or more unexpected delete operations has occurred in a storage account, compared to recent activity on this account. A potential cause is that an attacker has deleted data from your storage account.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2",Exfiltration,Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual upload of .cspkg to a storage account(Storage.Blob_CspkgUploadAnomaly),"Indicates that an Azure Cloud Services package (.cspkg file) has been uploaded to a storage account in an unusual way, compared to recent activity on this account. A potential cause is that an attacker has been preparing to deploy malicious code from your storage account to an Azure cloud service.Applies to: Azure Blob Storage, Azure Data Lake Storage Gen2","Lateral Movement, Execution",Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Unusual upload of .exe to a storage account(Storage.Blob_ExeUploadAnomalyStorage.Files_ExeUploadAnomaly),"Indicates that an .exe file has been uploaded to a storage account in an unusual way, compared to recent activity on this account. A potential cause is that an attacker has uploaded a malicious executable file to your storage account, or that a legitimate user has uploaded an executable file.Applies to: Azure Blob Storage, Azure Files, Azure Data Lake Storage Gen2","Lateral Movement, Execution",Medium,Azure Storage,Microsoft Defender for Azure Storage,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Access from a Tor exit node,"This Cosmos DB account was successfully accessed from an IP address known to be an active exit node of Tor, an anonymizing proxy. Authenticated access from a Tor exit node is a likely indication that a threat actor is trying to hide their identity.",Initial Access,High/Medium,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Access from a suspicious IP,This Cosmos DB account was successfully accessed from an IP address that was identified as a threat by Microsoft Threat Intelligence.,Initial Access,Medium,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Access from an unusual location,"This Cosmos DB account was accessed from a location considered unfamiliar, based on the usual access pattern. Either a threat actor has gained access to the account, or a legitimate user has connected from a new or unusual geographic location",Initial Access,Low,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Unusual volume of data extracted,An unusually large volume of data has been extracted from this Cosmos DB account. This might indicate that a threat actor exfiltrated data.,Exfiltration,Medium,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - Extraction of Cosmos DB accounts keys via a potentially malicious script,"A PowerShell script was run in your subscription and performed a suspicious pattern of key-listing operations to get the keys of Cosmos DB accounts in your subscription. Threat actors use automated scripts, like Microburst, to list keys and find Cosmos DB accounts they can access. This operation might indicate that an identity in your organization was breached, and that the threat actor is trying to compromise Cosmos DB accounts in your environment for malicious intentions. Alternatively, a malicious insider could be trying to access sensitive data and perform lateral movement.",Collection,High,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - SQL injection: potential data exfiltration,"A suspicious SQL statement was used to query a container in this Cosmos DB account. The injected statement might have succeeded in exfiltrating data that the threat actor isn’t authorized to access. Due to the structure and capabilities of Cosmos DB queries, many known SQL injection attacks on Cosmos DB accounts cannot work. However, the variation used in this attack may work and threat actors can exfiltrate data.",Exfiltration,Medium,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
PREVIEW - SQL injection: fuzzing attempt,"A suspicious SQL statement was used to query a container in this Cosmos DB account. Like other well-known SQL injection attacks, this attack won’t succeed in compromising the Cosmos DB account. Nevertheless, it’s an indication that a threat actor is trying to attack the resources in this account, and your application may be compromised. Some SQL injection attacks can succeed and be used to exfiltrate data. This means that if the attacker continues performing SQL injection attempts, they may be able to compromise your Cosmos DB account and exfiltrate data. You can prevent this threat by using parameterized queries.",Pre-attack,Low,Azure Cosmos DB (Preview),Microsoft Defender for Azure Cosmos DB (Preview),https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Network communication with a malicious machine detected(Network_CommunicationWithC2),"Network traffic analysis indicates that your machine (IP %{Victim IP}) has communicated with what is possibly a Command and Control center. When the compromised resource is a load balancer or an application gateway, the suspected activity might indicate that one or more of the resources in the backend pool (of the load balancer or application gateway) has communicated with what is possibly a Command and Control center.",Command and Control,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible compromised machine detected(Network_ResourceIpIndicatedAsMalicious),"Threat intelligence indicates that your machine (at IP %{Machine IP}) may have been compromised by a malware of type Conficker. Conficker was a computer worm that targets the Microsoft Windows operating system and was first detected in November 2008. Conficker infected millions of computers including government, business and home computers in over 200 countries/regions, making it the largest known computer worm infection since the 2003 Welchia worm.",Command and Control,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible incoming %{Service Name} brute force attempts detected(Generic_Incoming_BF_OneToOne),"Network traffic analysis detected incoming %{Service Name} communication to %{Victim IP}, associated with your resource %{Compromised Host} from %{Attacker IP}. When the compromised resource is a load balancer or an application gateway, the suspected incoming traffic has been forwarded to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows suspicious activity between %{Start Time} and %{End Time} on port %{Victim Port}. This activity is consistent with brute force attempts against %{Service Name} servers.",PreAttack,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible incoming SQL brute force attempts detected(SQL_Incoming_BF_OneToOne),"Network traffic analysis detected incoming SQL communication to %{Victim IP}, associated with your resource %{Compromised Host}, from %{Attacker IP}. When the compromised resource is a load balancer or an application gateway, the suspected incoming traffic has been forwarded to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows suspicious activity between %{Start Time} and %{End Time} on port %{Port Number} (%{SQL Service Type}). This activity is consistent with brute force attempts against SQL servers.",PreAttack,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Possible outgoing denial-of-service attack detected(DDOS),"Network traffic analysis detected anomalous outgoing activity originating from %{Compromised Host}, a resource in your deployment. This activity may indicate that your resource was compromised and is now engaged in denial-of-service attacks against external endpoints. When the compromised resource is a load balancer or an application gateway, the suspected activity might indicate that one or more of the resources in the backend pool (of the load balancer or application gateway) was compromised. Based on the volume of connections, we believe that the following IPs are possibly the targets of the DOS attack: %{Possible Victims}. Note that it is possible that the communication to some of these IPs is legitimate.",Impact,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious incoming RDP network activity from multiple sources(RDP_Incoming_BF_ManyToOne),"Network traffic analysis detected anomalous incoming Remote Desktop Protocol (RDP) communication to %{Victim IP}, associated with your resource %{Compromised Host}, from multiple sources. When the compromised resource is a load balancer or an application gateway, the suspected incoming traffic has been forwarded to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows %{Number of Attacking IPs} unique IPs connecting to your resource, which is considered abnormal for this environment. This activity may indicate an attempt to brute force your RDP end point from multiple hosts (Botnet)",PreAttack,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious incoming RDP network activity(RDP_Incoming_BF_OneToOne),"Network traffic analysis detected anomalous incoming Remote Desktop Protocol (RDP) communication to %{Victim IP}, associated with your resource %{Compromised Host}, from %{Attacker IP}. When the compromised resource is a load balancer or an application gateway, the suspected incoming traffic has been forwarded to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows %{Number of Connections} incoming connections to your resource, which is considered abnormal for this environment. This activity may indicate an attempt to brute force your RDP end point",PreAttack,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious incoming SSH network activity from multiple sources(SSH_Incoming_BF_ManyToOne),"Network traffic analysis detected anomalous incoming SSH communication to %{Victim IP}, associated with your resource %{Compromised Host}, from multiple sources. When the compromised resource is a load balancer or an application gateway, the suspected incoming traffic has been forwarded to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows %{Number of Attacking IPs} unique IPs connecting to your resource, which is considered abnormal for this environment. This activity may indicate an attempt to brute force your SSH end point from multiple hosts (Botnet)",PreAttack,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious incoming SSH network activity(SSH_Incoming_BF_OneToOne),"Network traffic analysis detected anomalous incoming SSH communication to %{Victim IP}, associated with your resource %{Compromised Host}, from %{Attacker IP}. When the compromised resource is a load balancer or an application gateway, the suspected incoming traffic has been forwarded to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows %{Number of Connections} incoming connections to your resource, which is considered abnormal for this environment. This activity may indicate an attempt to brute force your SSH end point",PreAttack,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious outgoing %{Attacked Protocol} traffic detected(PortScanning),"Network traffic analysis detected suspicious outgoing traffic from %{Compromised Host} to destination port %{Most Common Port}. When the compromised resource is a load balancer or an application gateway, the suspected outgoing traffic has been originated from to one or more of the resources in the backend pool (of the load balancer or application gateway). This behavior may indicate that your resource is taking part in %{Attacked Protocol} brute force attempts or port sweeping attacks.",Discovery,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious outgoing RDP network activity to multiple destinations(RDP_Outgoing_BF_OneToMany),"Network traffic analysis detected anomalous outgoing Remote Desktop Protocol (RDP) communication to multiple destinations originating from %{Compromised Host} (%{Attacker IP}), a resource in your deployment. When the compromised resource is a load balancer or an application gateway, the suspected outgoing traffic has been originated from to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows your machine connecting to %{Number of Attacked IPs} unique IPs, which is considered abnormal for this environment. This activity may indicate that your resource was compromised and is now used to brute force external RDP end points. Note that this type of activity could possibly cause your IP to be flagged as malicious by external entities.",Discovery,High,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious outgoing RDP network activity(RDP_Outgoing_BF_OneToOne),"Network traffic analysis detected anomalous outgoing Remote Desktop Protocol (RDP) communication to %{Victim IP} originating from %{Compromised Host} (%{Attacker IP}), a resource in your deployment. When the compromised resource is a load balancer or an application gateway, the suspected outgoing traffic has been originated from to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows %{Number of Connections} outgoing connections from your resource, which is considered abnormal for this environment. This activity may indicate that your machine was compromised and is now used to brute force external RDP end points. Note that this type of activity could possibly cause your IP to be flagged as malicious by external entities.",Lateral Movement,High,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious outgoing SSH network activity to multiple destinations(SSH_Outgoing_BF_OneToMany),"Network traffic analysis detected anomalous outgoing SSH communication to multiple destinations originating from %{Compromised Host} (%{Attacker IP}), a resource in your deployment. When the compromised resource is a load balancer or an application gateway, the suspected outgoing traffic has been originated from to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows your resource connecting to %{Number of Attacked IPs} unique IPs, which is considered abnormal for this environment. This activity may indicate that your resource was compromised and is now used to brute force external SSH end points. Note that this type of activity could possibly cause your IP to be flagged as malicious by external entities.",Discovery,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Suspicious outgoing SSH network activity(SSH_Outgoing_BF_OneToOne),"Network traffic analysis detected anomalous outgoing SSH communication to %{Victim IP} originating from %{Compromised Host} (%{Attacker IP}), a resource in your deployment. When the compromised resource is a load balancer or an application gateway, the suspected outgoing traffic has been originated from to one or more of the resources in the backend pool (of the load balancer or application gateway). Specifically, sampled network data shows %{Number of Connections} outgoing connections from your resource, which is considered abnormal for this environment. This activity may indicate that your resource was compromised and is now used to brute force external SSH end points. Note that this type of activity could possibly cause your IP to be flagged as malicious by external entities.",Lateral Movement,Medium,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Traffic detected from IP addresses recommended for blocking,"Microsoft Defender for Cloud detected inbound traffic from IP addresses that are recommended to be blocked. This typically occurs when this IP address doesn't communicate regularly with this resource. Alternatively, the IP address has been flagged as malicious by Defender for Cloud's threat intelligence sources.",Probing,Low,Azure Network Layer,Microsoft Defender for Azure Network Layer,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
Access from a suspicious IP address to a key vault(KV_SuspiciousIPAccess),A key vault has been successfully accessed by an IP that has been identified by Microsoft Threat Intelligence as a suspicious IP address. This may indicate that your infrastructure has been compromised. We recommend further investigation. Learn more about Microsoft's threat intelligence capabilities.,Credential Access,Medium,Azure Key Vault,Microsoft Defender for Azure Key Vault,https://docs.microsoft.com/azure/security-center/alerts-reference,AzureSecurityCenter,SecurityAlert (ASC)
