Schema,Field,InDoc,InCsv,DocClass,CsvClass,DocType,CsvType,CsvLogicalType,DocSource,Description,Example,Note,OriginalDescription
ProcessEvent,User,Yes,Yes,Alias,Alias,,string,Username,SchemaDoc,Alias to the [TargetUsername](#targetusername).,CONTOSO\dadmin,,Alias to the [TargetUsername](#targetusername). <br><br>Example: `CONTOSO\dadmin`
RegistryEvent,ActingProcessGuid,Yes,Yes,Optional,Optional,GUID (String),string,GUID,SchemaDoc,A generated unique identifier (GUID) of the acting process.,EF3BD0BD-2B74-60C5-AF5C-010000001E00,,A generated unique identifier (GUID) of the acting process.   <br><br> Example: `EF3BD0BD-2B74-60C5-AF5C-010000001E00`
RegistryEvent,ActingProcessId,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,The process ID (PID) of the acting process.,48610176,"The type is defined as *string* to support varying systems, but on Windows and Linux this value must be numeric. <br><br>If you are using a Windows or Linux machine and used a different type, make sure to convert the values. For example, if you used a hexadecimal value, convert it to a decimal value.","The process ID (PID) of the acting process.<br><br>Example:  `48610176`           <br><br>**Note**: The type is defined as *string* to support varying systems, but on Windows and Linux this value must be numeric. <br><br>If you are using a Windows or Linux machine and used a different type, make sure to convert the values. For example, if you used a hexadecimal value, convert it to a decimal value."
RegistryEvent,ActingProcessName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The file name of the acting process image file. This name is typically considered to be the process name.,C:\Windows\explorer.exe,,The file name of the acting process image file. This name is typically considered to be the process name.  <br><br>Example: `C:\Windows\explorer.exe`
RegistryEvent,ActorScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The scope, such as Microsoft Entra tenant, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md).",,,"The scope, such as Microsoft Entra tenant, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md)."
RegistryEvent,ActorSessionId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The unique ID of the login session of the Actor.,999,"The type is defined as *string* to support varying systems, but on Windows this value must be numeric. If you are using a Windows machine and the source sends a different type, make sure to convert the value. For example, if source sends a hexadecimal value, convert it to a decimal value.","The unique ID of the login session of the Actor.  <br><br>Example: `999`<br><br>**Note**: The type is defined as *string* to support varying systems, but on Windows this value must be numeric. If you are using a Windows machine and the source sends a different type, make sure to convert the value. For example, if source sends a hexadecimal value, convert it to a decimal value."
RegistryEvent,ActorUserId,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"A unique ID of the Actor. The specific ID depends on the system generating the event. For more information, see [The User entity](normalization-entity-user.md).",S-1-5-18,,"A unique ID of the Actor. The specific ID depends on the system generating the event. For more information, see [The User entity](normalization-entity-user.md).  <br><br>Example: `S-1-5-18`"
RegistryEvent,ActorUserIdType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"The type of the ID stored in the [ActorUserId](#actoruserid) field. For more information, see [The User entity](normalization-entity-user.md).",SID,,"The type of the ID stored in the [ActorUserId](#actoruserid) field. For more information, see [The User entity](normalization-entity-user.md). <br><br>Example: `SID`"
RegistryEvent,ActorUsername,Yes,Yes,Mandatory,Mandatory,Username (String),string,Username,SchemaDoc,The user name of the user who initiated the event.,CONTOSO\WIN-GG82ULGC9GO$,,The user name of the user who initiated the event. <br><br>Example: `CONTOSO\WIN-GG82ULGC9GO$`
RegistryEvent,ActorUsernameType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,SchemaDoc,"Specifies the type of the user name stored in the [ActorUsername](#actorusername) field. For more information, see [The User entity](normalization-entity-user.md).",Windows,,"Specifies the type of the user name stored in the [ActorUsername](#actorusername) field. For more information, see [The User entity](normalization-entity-user.md). <br><br>Example: `Windows`"
RegistryEvent,AdditionalFields,Yes,Yes,Optional,Optional,Dynamic,dynamic,,CommonFields,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs.",,,"If your source provides additional information worth preserving, either keep it with the original field names or create the dynamic **AdditionalFields** field, and add to it the extra information as key/value pairs."
RegistryEvent,Dvc,Yes,Yes,Alias,Mandatory,String,string,Hostname,CommonFields,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field.",,,"A unique identifier of the device on which the event occurred or which reported the event, depending on the schema. <br><br>This field might alias the [DvcFQDN](#dvcfqdn), [DvcId](#dvcid), [DvcHostname](#dvchostname), or [DvcIpAddr](#dvcipaddr) fields. For cloud sources, for which there is no apparent device, use the same value as the [Event Product](#eventproduct) field."
RegistryEvent,DvcAction,Yes,Yes,Optional,Optional,String,string,,CommonFields,"For reporting security systems, the action taken by the system, if applicable.",Blocked,,"For reporting security systems, the action taken by the system, if applicable. <br><br>Example: `Blocked`"
RegistryEvent,DvcDescription,Yes,Yes,Optional,Optional,String,string,,CommonFields,A descriptive text associated with the device. For,Primary Domain Controller.,,A descriptive text associated with the device. For example: `Primary Domain Controller`.
RegistryEvent,DvcDomain,Yes,Yes,Recommended,Recommended,Domain (String),string,Domain,CommonFields,"The domain of the device on which the event occurred or which reported the event, depending on the schema.",Contoso,,"The domain of the device on which the event occurred or which reported the event, depending on the schema.<br><br>Example: `Contoso`"
RegistryEvent,DvcDomainType,Yes,Yes,Conditional,Conditional,Enumerated,string,Enumerated,CommonFields,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).",,This field is required if the [DvcDomain](#dvcdomain) field is used.,"The type of  [DvcDomain](#dvcdomain). For a list of allowed values and further information, refer to [DomainType](normalization-entity-device.md#domaintype).<br><br>**Note**: This field is required if the [DvcDomain](#dvcdomain) field is used."
RegistryEvent,DvcFQDN,Yes,Yes,Optional,Optional,FQDN (String),string,FQDN,CommonFields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",Contoso\DESKTOP-1282V4D,This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used.,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br> Example: `Contoso\DESKTOP-1282V4D`<br><br>**Note**: This field supports both traditional FQDN format and Windows domain\hostname format. The  [DvcDomainType](#dvcdomaintype) field reflects the format used."
RegistryEvent,DvcHostname,Yes,Yes,Recommended,Recommended,Hostname,string,Hostname,CommonFields,"The hostname of the device on which the event occurred or which reported the event, depending on the schema.",ContosoDc,,"The hostname of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `ContosoDc`"
RegistryEvent,DvcId,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema.",41502da5-21b7-48ec-81c9-baeea8d7d669,,"The unique ID of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `41502da5-21b7-48ec-81c9-baeea8d7d669`"
RegistryEvent,DvcIdType,Yes,Yes,Conditional,Optional,Enumerated,string,Enumerated,CommonFields,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.",,This field is required if the [DvcId](#dvcid) field is used.,"The type of [DvcId](#dvcid). For a list of allowed values and further information, refer to [DvcIdType](#dvcidtype).<br>- `MDEid`<br><br>If multiple IDs are available, use the first one from the list, and store the others by using the field names **DvcAzureResourceId** and **DvcMDEid**, respectively.<br><br>**Note**: This field is required if the [DvcId](#dvcid) field is used."
RegistryEvent,DvcInterface,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device.",,,"The network interface on which data was captured. This field is  typically relevant to network related activity, which is captured by an intermediate or tap device."
RegistryEvent,DvcIpAddr,Yes,Yes,Recommended,Recommended,IP address,string,IP Address,CommonFields,"The IP address of the device on which the event occurred or which reported the event, depending on the schema.",45.21.42.12,,"The IP address of the device on which the event occurred or which reported the event, depending on the schema. <br><br>Example: `45.21.42.12`"
RegistryEvent,DvcMacAddr,Yes,Yes,Optional,Optional,MAC address,string,MAC address,CommonFields,The MAC address of the device on which the event occurred or which reported the event.,00:1B:44:11:3A:B7,,The MAC address of the device on which the event occurred or which reported the event.  <br><br>Example: `00:1B:44:11:3A:B7`
RegistryEvent,DvcOriginalAction,Yes,Yes,Optional,Optional,String,string,,CommonFields,The original [DvcAction](#dvcaction) as provided by the reporting device.,,,The original [DvcAction](#dvcaction) as provided by the reporting device.
RegistryEvent,DvcOs,Yes,Yes,Optional,Optional,String,string,,CommonFields,The operating system running on the device on which the event occurred or which reported the event.,Windows,,The operating system running on the device on which the event occurred or which reported the event.    <br><br>Example: `Windows`
RegistryEvent,DvcOsVersion,Yes,Yes,Optional,Optional,String,string,,CommonFields,The version of the operating system on the device on which the event occurred or which reported the event.,10,,The version of the operating system on the device on which the event occurred or which reported the event. <br><br>Example: `10`
RegistryEvent,DvcScope,Yes,Yes,Optional,Optional,String,string,,CommonFields,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope the device belongs to. **DvcScope** map to a subscription ID on Azure and to an account ID on AWS.
RegistryEvent,DvcScopeId,Yes,Yes,Optional,Optional,String,string,,CommonFields,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.,,,The cloud platform scope ID the device belongs to. **DvcScopeId** map to a subscription ID on Azure and to an account ID on AWS.
RegistryEvent,DvcZone,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.",Dmz,,"The network on which the event occurred or which reported the event, depending on the schema. The zone is defined by the reporting device.<br><br>Example: `Dmz`"
RegistryEvent,EventCount,Yes,Yes,Mandatory,Mandatory,Integer,int,,CommonFields,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`.",,,"The number of events described by the record. <br><br>This value is used when the source supports aggregation, and a single record might represent multiple events. <br><br>For other sources, set to `1`."
RegistryEvent,EventEndTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,CommonFields,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event ended. If the source supports aggregation and the record represents multiple events, the time that the last event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
RegistryEvent,EventMessage,Yes,Yes,Optional,Optional,String,string,,CommonFields,"A general message or description, either included in or generated from the record.",,,"A general message or description, either included in or generated from the record."
RegistryEvent,EventOriginalResultDetails,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema.",,,"The original result details provided by the source. This value is used to derive [EventResultDetails](#eventresultdetails), which should have only one of the values documented for each schema."
RegistryEvent,EventOriginalSeverity,Yes,Yes,Optional,Optional,String,string,,CommonFields,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).,,,The original severity as provided by the reporting device. This value is used to derive [EventSeverity](#eventseverity).
RegistryEvent,EventOriginalSubType,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.",2,,"The original event subtype or ID, if provided by the source. For example, this field is used to store the original Windows logon type. This value is used to derive [EventSubType](#eventsubtype), which should have only one of the values documented for each schema.<br><br>Example: `2`"
RegistryEvent,EventOriginalType,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.",4624,,"The original event type or ID, if provided by the source. For example, this field is used to store the original Windows event ID. This value is used to derive [EventType](#eventtype), which should have only one of the values documented for each schema.<br><br>Example: `4624`"
RegistryEvent,EventOriginalUid,Yes,Yes,Optional,Optional,String,string,,CommonFields,"A unique ID of the original record, if provided by the source.",69f37748-ddcd-4331-bf0f-b137f1ea83b,,"A unique ID of the original record, if provided by the source.<br><br>Example: `69f37748-ddcd-4331-bf0f-b137f1ea83b`"
RegistryEvent,EventOwner,Yes,Yes,Optional,Optional,String,string,,CommonFields,"The owner of the event, which is usually the department or subsidiary in which it was generated.",,,"The owner of the event, which is usually the department or subsidiary in which it was generated."
RegistryEvent,EventProduct,Yes,Yes,Mandatory,Mandatory,String,string,Enumerated,CommonFields,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,Sysmon,,The product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Sysmon`
RegistryEvent,EventProductVersion,Yes,Yes,Optional,Optional,String,string,,CommonFields,The version of the product generating the event.,12.1,,The version of the product generating the event. <br><br>Example: `12.1`
RegistryEvent,EventReportUrl,Yes,Yes,Optional,Optional,URL (String),string,URL,CommonFields,A URL provided in the event for a resource that provides more information about the event.,,,A URL provided in the event for a resource that provides more information about the event.
RegistryEvent,EventResult,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,CommonFields,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.",Success,,"One of the following values: **Success**, **Partial**, **Failure**, **NA** (Not Applicable).<br> <br>The value might be provided in the source record by using different terms, which should be normalized to these values. Alternatively, the source might provide only the [EventResultDetails](#eventresultdetails) field, which should be analyzed to derive the EventResult value.<br><br>Example: `Success`"
RegistryEvent,EventResultDetails,Yes,Yes,Recommended,Optional,Enumerated,string,,CommonFields,"Reason or details for the result reported in the [EventResult](#eventresult) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalResultDetails](#eventoriginalresultdetails) field.",NXDOMAIN,,"Reason or details for the result reported in the [EventResult](#eventresult) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalResultDetails](#eventoriginalresultdetails) field.<br><br>Example: `NXDOMAIN`"
RegistryEvent,EventSchema,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,The name of the schema documented here is `RegistryEvent`.,,,The name of the schema documented here is `RegistryEvent`.
RegistryEvent,EventSchemaVersion,Yes,Yes,Mandatory,Mandatory,SchemaVersion (String),string,SchemaVersion,SchemaDoc,The version of the schema. The version of the schema documented here is `0.1.3`,,,The version of the schema. The version of the schema documented here is `0.1.3`
RegistryEvent,EventSeverity,Yes,Yes,Recommended,Recommended,Enumerated,string,Enumerated,CommonFields,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`.",,,"The severity of the event. Valid values are: `Informational`, `Low`, `Medium`, or `High`."
RegistryEvent,EventStartTime,Yes,Yes,Mandatory,Mandatory,Date/time,datetime,,CommonFields,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field.",,,"The time in which the event started. If the source supports aggregation and the record represents multiple events, the time that the first event was generated. If not provided by the source record, this field aliases the [TimeGenerated](#timegenerated) field."
RegistryEvent,EventSubType,Yes,Yes,Optional,Optional,Enumerated,string,,CommonFields,"Describes a subdivision of the operation reported in the [EventType](#eventtype) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalSubType](#eventoriginalsubtype) field.",,,"Describes a subdivision of the operation reported in the [EventType](#eventtype) field. Each schema documents the list of values valid for this field. The original, source specific, value is stored in the [EventOriginalSubType](#eventoriginalsubtype) field."
RegistryEvent,EventType,Yes,Yes,Mandatory,Mandatory,Enumerated,string,Enumerated,SchemaDoc,"Describes the operation reported by the record. <br><br>For Registry records, supported values include: <br>- `RegistryKeyCreated` <br>- `RegistryKeyDeleted`<br>- `RegistryKeyRenamed` <br>- `RegistryValueDeleted` <br>- `RegistryValueSet`",,,"Describes the operation reported by the record. <br><br>For Registry records, supported values include: <br>- `RegistryKeyCreated` <br>- `RegistryKeyDeleted`<br>- `RegistryKeyRenamed` <br>- `RegistryValueDeleted` <br>- `RegistryValueSet`"
RegistryEvent,EventUid,Yes,Yes,Recommended,Recommended,String,string,,CommonFields,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field.",,,"The unique ID of the record, as assigned by Microsoft Sentinel. This field is typically mapped to the `_ItemId` Log Analytics field."
RegistryEvent,EventVendor,Yes,Yes,Mandatory,Mandatory,String,string,Enumerated,CommonFields,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).,"Microsoft ,",,The vendor of the product generating the event. The value should be one of the values listed in [Vendors and Products](#vendors-and-products).<br><br>Example: `Microsoft`  <br><br>
RegistryEvent,ParentProcessGuid,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,A generated unique identifier (GUID) of the parent process.,EF3BD0BD-2B74-60C5-AF5C-010000001E00,,A generated unique identifier (GUID) of the parent process.     <br><br> Example: `EF3BD0BD-2B74-60C5-AF5C-010000001E00`
RegistryEvent,ParentProcessId,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,The process ID (PID) of the parent process.,48610176,,The process ID (PID) of the parent process.   <br><br>     Example:  `48610176`
RegistryEvent,ParentProcessName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The file name of the parent process image file. This value is typically considered to be the process name.,C:\Windows\explorer.exe,,The file name of the parent process image file. This value is typically considered to be the process name.    <br><br>Example: `C:\Windows\explorer.exe`
RegistryEvent,Process,Yes,Yes,Alias,Alias,,string,,SchemaDoc,Alias to the [ActingProcessName](#actingprocessname) field.,C:\Windows\System32\rundll32.exe,,Alias to the [ActingProcessName](#actingprocessname) field.<br><br>Example: `C:\Windows\System32\rundll32.exe`
RegistryEvent,RegistryKey,Yes,Yes,Mandatory,Mandatory,String,string,,SchemaDoc,"The registry key associated with the operation, normalized to standard root key naming conventions. For more information, see [Root Keys](#root-keys).<br><br>Registry keys are similar to folders in file systems. <br><br>For",HKEY_LOCAL_MACHINE\SOFTWARE\MTG,,"The registry key associated with the operation, normalized to standard root key naming conventions. For more information, see [Root Keys](#root-keys).<br><br>Registry keys are similar to folders in file systems. <br><br>For example: `HKEY_LOCAL_MACHINE\SOFTWARE\MTG`"
RegistryEvent,RegistryPreviousKey,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"For operations that modify the registry, the original registry key, normalized to standard root key naming. For more information, see [Root Keys](#root-keys).",HKEY_LOCAL_MACHINE\SOFTWARE\MTG,"If the operation changed other fields, such as the value, but the key remains the same, the [RegistryPreviousKey](#registrypreviouskey) will have the same value as [RegistryKey](#registrykey).","For operations that modify the registry, the original registry key, normalized to standard root key naming. For more information, see [Root Keys](#root-keys). <br><br>**Note**: If the operation changed other fields, such as the value, but the key remains the same, the [RegistryPreviousKey](#registrypreviouskey) will have the same value as [RegistryKey](#registrykey).<br><br>Example: `HKEY_LOCAL_MACHINE\SOFTWARE\MTG`"
RegistryEvent,RegistryPreviousValue,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"For operations that modify the registry, the original value type, normalized to the standard form. For more information, see [Value Types](#value-types). <br><br>If the type was not changed, this field has the same value as the [RegistryValueType](#registryvaluetype) field.",Path,,"For operations that modify the registry, the original value type, normalized to the standard form. For more information, see [Value Types](#value-types). <br><br>If the type was not changed, this field has the same value as the [RegistryValueType](#registryvaluetype) field.  <br><br>Example: `Path`"
RegistryEvent,RegistryPreviousValueData,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"The original registry data, for operations that modify the registry.",C:\Windows\system32;C:\Windows;,,"The original registry data, for operations that modify the registry. <br><br>Example:  `C:\Windows\system32;C:\Windows;`"
RegistryEvent,RegistryPreviousValueType,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"For operations that modify the registry, the original value type. <br><br>If the type was not changed, this field will have the same value as the [RegistryValueType](#registryvaluetype) field, normalized to the standard form. For more information, see [Value types](#value-types).",Reg_Expand_Sz,,"For operations that modify the registry, the original value type. <br><br>If the type was not changed, this field will have the same value as the [RegistryValueType](#registryvaluetype) field, normalized to the standard form. For more information, see [Value types](#value-types).<br><br>Example: `Reg_Expand_Sz`"
RegistryEvent,RegistryValue,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,The registry value associated with the operation. Registry values are similar to files in file systems. <br><br>For,Path,,The registry value associated with the operation. Registry values are similar to files in file systems. <br><br>For example: `Path`
RegistryEvent,RegistryValueData,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,The data stored in the registry value.,C:\Windows\system32;C:\Windows;,,The data stored in the registry value. <br><br>Example: `C:\Windows\system32;C:\Windows;`
RegistryEvent,RegistryValueType,Yes,Yes,Recommended,Recommended,String,string,,SchemaDoc,"The type of registry value, normalized to standard form. For more information, see [Value Types](#value-types).<br><br>For",Reg_Expand_Sz,,"The type of registry value, normalized to standard form. For more information, see [Value Types](#value-types).<br><br>For example: `Reg_Expand_Sz`"
RegistryEvent,Rule,Yes,Yes,Conditional,Alias,String,string,,SchemaDoc,"Either the value of [kRuleName](#rulename) or the value of [RuleNumber](#rulenumber). If the value of [RuleNumber](#rulenumber) is used, the type should be converted to string.",,,"Either the value of [kRuleName](#rulename) or the value of [RuleNumber](#rulenumber). If the value of [RuleNumber](#rulenumber) is used, the type should be converted to string."
RegistryEvent,RuleName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The name or ID of the rule by associated with the inspection results.,,,The name or ID of the rule by associated with the inspection results.
RegistryEvent,RuleNumber,Yes,Yes,Optional,Optional,Integer,int,,SchemaDoc,The number of the rule associated with the inspection results.,,,The number of the rule associated with the inspection results.
RegistryEvent,ThreatCategory,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The category of the threat or malware identified in the file activity.,Trojan,,The category of the threat or malware identified in the file activity.<br><br>Example: `Trojan`
RegistryEvent,ThreatConfidence,Yes,Yes,Optional,Optional,ConfidenceLevel (Integer),int,ConfidenceLevel,SchemaDoc,"The confidence level of the threat identified, normalized to a value between 0 and a 100.",,,"The confidence level of the threat identified, normalized to a value between 0 and a 100."
RegistryEvent,ThreatField,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The field for which a threat was identified.,,,The field for which a threat was identified.
RegistryEvent,ThreatFirstReportedTime,Yes,Yes,Optional,Optional,datetime,datetime,,SchemaDoc,The first time the IP address or domain were identified as a threat.,,,The first time the IP address or domain were identified as a threat.
RegistryEvent,ThreatId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The ID of the threat or malware identified in the file activity.,,,The ID of the threat or malware identified in the file activity.
RegistryEvent,ThreatIsActive,Yes,Yes,Optional,Optional,Boolean,bool,,SchemaDoc,True if the threat identified is considered an active threat.,,,True if the threat identified is considered an active threat.
RegistryEvent,ThreatLastReportedTime,Yes,Yes,Optional,Optional,datetime,datetime,,SchemaDoc,The last time the IP address or domain were identified as a threat.,,,The last time the IP address or domain were identified as a threat.
RegistryEvent,ThreatName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The name of the threat or malware identified in the file activity.,EICAR Test File,,The name of the threat or malware identified in the file activity.<br><br>Example: `EICAR Test File`
RegistryEvent,ThreatOriginalConfidence,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The original confidence level of the threat identified, as reported by the reporting device.",,,"The original confidence level of the threat identified, as reported by the reporting device."
RegistryEvent,ThreatOriginalRiskLevel,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The risk level as reported by the reporting device.,,,The risk level as reported by the reporting device.
RegistryEvent,ThreatRiskLevel,Yes,Yes,Optional,Optional,RiskLevel (Integer),int,RiskLevel,SchemaDoc,The risk level associated with the identified threat. The level should be a number between **0** and **100**.,,"The value might be provided in the source record by using a different scale, which should be normalized to this scale. The original value should be stored in [ThreatOriginalRiskLevel](#threatoriginalrisklevel).","The risk level associated with the identified threat. The level should be a number between **0** and **100**.<br><br>**Note**: The value might be provided in the source record by using a different scale, which should be normalized to this scale. The original value should be stored in [ThreatOriginalRiskLevel](#threatoriginalrisklevel)."
RegistryEvent,TimeGenerated,Yes,Yes,Mandatory,Mandatory,datetime,datetime,,CommonFieldsImplicit,The time the event was generated by the reporting device.,,,The time the event was generated by the reporting device.
RegistryEvent,Type,Yes,Yes,Mandatory,Mandatory,string,string,,CommonFieldsImplicit,"The original table from which the record was fetched. This field is useful when the same event can be received through multiple channels to different tables, and have the same [EventVendor](#eventvendor) and [EventProduct](#eventproduct) values.<br><br>For example, a Sysmon event can be collected either to the `Event` table or to the `WindowsEvent` table.",,,"The original table from which the record was fetched. This field is useful when the same event can be received through multiple channels to different tables, and have the same [EventVendor](#eventvendor) and [EventProduct](#eventproduct) values.<br><br>For example, a Sysmon event can be collected either to the `Event` table or to the `WindowsEvent` table."
RegistryEvent,User,Yes,Yes,Alias,Alias,,string,Username,SchemaDoc,Alias to the [ActorUsername](#actorusername) field.,CONTOSO\ dadmin,,Alias to the [ActorUsername](#actorusername) field. <br><br>Example: `CONTOSO\ dadmin`
UserManagement,ActingAppId,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The ID of the application used by the actor to perform the activity, including a process, browser, or service. <br><br>For",0x12ae8,,"The ID of the application used by the actor to perform the activity, including a process, browser, or service. <br><br>For example: `0x12ae8`"
UserManagement,ActingAppName,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The name of the application used by the actor to perform the activity, including a process, browser, or service. <br><br>For",C:\Windows\System32\svchost.exe,,"The name of the application used by the actor to perform the activity, including a process, browser, or service. <br><br>For example: `C:\Windows\System32\svchost.exe`"
UserManagement,ActingAppType,Yes,Yes,Optional,Optional,Enumerated,string,Enumerated,SchemaDoc,The type of acting application. Supported values include: <br>- `Process` <br>- `Browser` <br>- `Resource` <br>- `Other`,,,The type of acting application. Supported values include: <br>- `Process` <br>- `Browser` <br>- `Resource` <br>- `Other`
UserManagement,ActingOriginalAppType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,The type of the application that initiated the activity as reported by the reporting device.,,,The type of the application that initiated the activity as reported by the reporting device.
UserManagement,ActorOriginalUserType,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The original destination user type, if provided by the reporting device.",,,"The original destination user type, if provided by the reporting device."
UserManagement,ActorScope,Yes,Yes,Optional,Optional,String,string,,SchemaDoc,"The scope, such as Microsoft Entra tenant, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md).",,,"The scope, such as Microsoft Entra tenant, in which [ActorUserId](#actoruserid) and [ActorUsername](#actorusername) are defined. or more information and list of allowed values, see [UserScope](normalization-entity-user.md#userscope) in the [Schema Overview article](normalization-about-schemas.md)."
