Entity,Pattern,Field,Value,Comment
Connector,NetwrixAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""Netwrix""",
Connector,NetwrixAmaIntegration,tables,CommonSecurityLog,
Connector,NetwrixAmaIntegration,additional_information,📖 **Related Documentation:** [Netwrix Auditor (formerly Stealthbits Privileged Activity Manager)](https://www.netwrix.com/auditor.html),
Connector,NetwrixAmaIntegration,additional_information,📖 **Related Documentation:** [Netwrix documentation](https://helpcenter.netwrix.com/),
Connector,NozomiNetworksN2OSIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Nozomi Networks N2OS via Legacy Agent
Connector,NozomiNetworksN2OSIntegration,name,Nozomi Networks N2OS via Legacy Agent Integration,
Connector,NozomiNetworksN2OSIntegration,description,The [Nozomi Networks](https://www.nozominetworks.com/) integration provides the capability to ingest Nozomi Networks Events into Microsoft Sentinel. Refer to the Nozomi Networks [PDF documentation](https://www.nozominetworks.com/resources/data-sheets-brochures-learning-guides/) for more information.,
Connector,NozomiNetworksN2OSIntegration,collection_method,MMA,
Connector,NozomiNetworksN2OSIntegration,tables,CommonSecurityLog,
Connector,NozomiNetworksN2OSIntegration,additional_information,📖 **Related Documentation:** [Nozomi Networks](https://www.nozominetworks.com/),
Connector,NozomiNetworksN2OSIntegration,additional_information,📖 **Related Documentation:** [PDF documentation](https://www.nozominetworks.com/resources/data-sheets-brochures-learning-guides/),
Connector,NozomiNetworksN2OSAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Nozomi Networks N2OS via AMA
Connector,NozomiNetworksN2OSAmaIntegration,name,Nozomi Networks N2OS via AMA Integration,
Connector,NozomiNetworksN2OSAmaIntegration,description,The [Nozomi Networks](https://www.nozominetworks.com/) integration provides the capability to ingest Nozomi Networks Events into Microsoft Sentinel. Refer to the Nozomi Networks [PDF documentation](https://www.nozominetworks.com/resources/data-sheets-brochures-learning-guides/) for more information.,
Connector,NozomiNetworksN2OSAmaIntegration,collection_method,AMA,
Connector,NozomiNetworksN2OSAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor has ""Nozomi""",
Connector,NozomiNetworksN2OSAmaIntegration,tables,CommonSecurityLog,
Connector,NozomiNetworksN2OSAmaIntegration,additional_information,📖 **Related Documentation:** [Nozomi Networks](https://www.nozominetworks.com/),
Connector,NozomiNetworksN2OSAmaIntegration,additional_information,📖 **Related Documentation:** [PDF documentation](https://www.nozominetworks.com/resources/data-sheets-brochures-learning-guides/),
Connector,OSSECIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] OSSEC via Legacy Agent
Connector,OSSECIntegration,name,OSSEC via Legacy Agent Integration,
Connector,OSSECIntegration,description,OSSEC integration provides the capability to ingest [OSSEC](https://www.ossec.net/) events into Microsoft Sentinel. Refer to [OSSEC documentation](https://www.ossec.net/docs) for more information.,
Connector,OSSECIntegration,collection_method,MMA,
Connector,OSSECIntegration,tables,CommonSecurityLog,
Connector,OSSECIntegration,additional_information,📖 **Related Documentation:** [OSSEC](https://www.ossec.net/),
Connector,OSSECIntegration,additional_information,📖 **Related Documentation:** [OSSEC documentation](https://www.ossec.net/docs),
Connector,OSSECAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] OSSEC via AMA
Connector,OSSECAmaIntegration,name,OSSEC via AMA Integration,
Connector,OSSECAmaIntegration,description,OSSEC integration provides the capability to ingest [OSSEC](https://www.ossec.net/) events into Microsoft Sentinel. Refer to [OSSEC documentation](https://www.ossec.net/docs) for more information.,
Connector,OSSECAmaIntegration,collection_method,AMA,
Connector,OSSECAmaIntegration,event_vendor,OSSEC,
Connector,OSSECAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""OSSEC""], ""product"": []}}",
Connector,OSSECAmaIntegration,filter_fields,"CommonSecurityLog.DeviceVendor =~ ""OSSEC""",
Connector,OSSECAmaIntegration,tables,CommonSecurityLog,
Connector,OSSECAmaIntegration,additional_information,📖 **Related Documentation:** [OSSEC](https://www.ossec.net/),
Connector,OSSECAmaIntegration,additional_information,📖 **Related Documentation:** [OSSEC documentation](https://www.ossec.net/docs),
Connector,OnapsisPlatformIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Onapsis Platform
Connector,OnapsisPlatformIntegration,name,Onapsis Platform Integration,
Connector,OnapsisPlatformIntegration,description,"The Onapsis integration allows you to export the alarms triggered in the Onapsis Platform into Microsoft Sentinel in real-time. This gives you the ability to monitor the activity on your SAP systems, identify incidents and respond to them quickly.",
Connector,OnapsisPlatformIntegration,collection_method,MMA,
Connector,OnapsisPlatformIntegration,event_vendor,Onapsis,
Connector,OnapsisPlatformIntegration,event_product,OSP,
Connector,OnapsisPlatformIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Onapsis""], ""product"": [""OSP""]}}",
Connector,OnapsisPlatformIntegration,filter_fields,"CommonSecurityLog.DeviceProduct == ""OSP"" | CommonSecurityLog.DeviceVendor == ""Onapsis""",
Connector,OnapsisPlatformIntegration,tables,CommonSecurityLog,
Connector,OneLoginIntegration,entity_type,additional_connector,Based on deprecated connector: [DEPRECATED] OneLogin IAM Platform
Connector,OneLoginIntegration,name,[DEPRECATED] OneLogin IAM Platform Integration,
Connector,OneLoginIntegration,description,"The [OneLogin](https://www.onelogin.com/) integration provides the capability to ingest common OneLogin IAM Platform events into Microsoft Sentinel through Webhooks. The OneLogin Event Webhook API which is also known as the Event Broadcaster will send batches of events in near real-time to an endpoint that you specify. When a change occurs in the OneLogin, an HTTPS POST request with event information is sent to a callback integration URL.  Refer to [Webhooks documentation](https://developers.onelogin.com/api-docs/1/events/webhooks) for more information. The integration provides ability to get events which helps to examine potential security risks, analyze your team's use of collaboration, diagnose configuration problems and more.<br><br><p><span style='color:red; font-weight:bold;'>NOTE</span>: microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>",
Connector,OneLoginIntegration,collection_method,Azure Function,
Connector,OneLoginIntegration,tables,OneLoginEventsV2_CL; OneLoginUsersV2_CL; OneLogin_CL,
Connector,OneLoginIntegration,additional_information,📖 **Related Documentation:** [OneLogin](https://www.onelogin.com/),
Connector,OneLoginIntegration,additional_information,📖 **Related Documentation:** [Webhooks documentation](https://developers.onelogin.com/api-docs/1/events/webhooks),
Connector,OneLoginIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,OpenVPNIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] OpenVPN Server
Connector,OpenVPNIntegration,name,OpenVPN Server Integration,
Connector,OpenVPNIntegration,description,The [OpenVPN](https://github.com/OpenVPN) integration provides the capability to ingest OpenVPN Server logs into Microsoft Sentinel.,
Connector,OpenVPNIntegration,collection_method,MMA,
Connector,OpenVPNIntegration,tables,Syslog,
Connector,OpenVPNIntegration,additional_information,📖 **Related Documentation:** [OpenVPN](https://github.com/OpenVPN),
Connector,OracleCloudInfrastructureLogsConnectorIntegration,entity_type,additional_connector,Based on deprecated connector: [DEPRECATED] Oracle Cloud Infrastructure
Connector,OracleCloudInfrastructureLogsConnectorIntegration,name,[DEPRECATED] Oracle Cloud Infrastructure Integration,
Connector,OracleCloudInfrastructureLogsConnectorIntegration,description,The Oracle Cloud Infrastructure (OCI) integration provides the capability to ingest OCI Logs from [OCI Stream](https://docs.oracle.com/iaas/Content/Streaming/Concepts/streamingoverview.htm) into Microsoft Sentinel using the [OCI Streaming REST API](https://docs.oracle.com/iaas/api/#/streaming/streaming/20180418).<br><br><p><span style='color:red; font-weight:bold;'>NOTE</span>: microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>,
Connector,OracleCloudInfrastructureLogsConnectorIntegration,collection_method,Azure Function,
Connector,OracleCloudInfrastructureLogsConnectorIntegration,tables,OCI_Logs_CL,
Connector,OracleCloudInfrastructureLogsConnectorIntegration,additional_information,📖 **Related Documentation:** [OCI Stream](https://docs.oracle.com/iaas/Content/Streaming/Concepts/streamingoverview.htm),
Connector,OracleCloudInfrastructureLogsConnectorIntegration,additional_information,📖 **Related Documentation:** [OCI Streaming REST API](https://docs.oracle.com/iaas/api/#/streaming/streaming/20180418),
Connector,OracleCloudInfrastructureLogsConnectorIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,OracleDatabaseAuditIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Oracle Database Audit
Connector,OracleDatabaseAuditIntegration,name,Oracle Database Audit Integration,
Connector,OracleDatabaseAuditIntegration,description,The Oracle DB Audit integration provides the capability to ingest [Oracle Database](https://www.oracle.com/database/technologies/) audit events into Microsoft Sentinel through the syslog. Refer to [documentation](https://docs.oracle.com/en/database/oracle/oracle-database/21/dbseg/introduction-to-auditing.html#GUID-94381464-53A3-421B-8F13-BD171C867405) for more information.,
Connector,OracleDatabaseAuditIntegration,collection_method,MMA,
Connector,OracleDatabaseAuditIntegration,tables,Syslog,
Connector,OracleDatabaseAuditIntegration,additional_information,📖 **Related Documentation:** [Oracle Database](https://www.oracle.com/database/technologies/),
Connector,OracleDatabaseAuditIntegration,additional_information,📖 **Related Documentation:** [documentation](https://docs.oracle.com/en/database/oracle/oracle-database/21/dbseg/introduction-to-auditing.html#GUID-94381464-53A3-421B-8F13-BD171C867405),
Connector,OracleWebLogicServerIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Oracle WebLogic Server
Connector,OracleWebLogicServerIntegration,name,Oracle WebLogic Server Integration,
Connector,OracleWebLogicServerIntegration,description,OracleWebLogicServer integration provides the capability to ingest [OracleWebLogicServer](https://docs.oracle.com/en/middleware/standalone/weblogic-server/index.html) events into Microsoft Sentinel. Refer to [OracleWebLogicServer documentation](https://docs.oracle.com/en/middleware/standalone/weblogic-server/14.1.1.0/index.html) for more information.,
Connector,OracleWebLogicServerIntegration,collection_method,MMA,
Connector,OracleWebLogicServerIntegration,tables,OracleWebLogicServer_CL,
Connector,OracleWebLogicServerIntegration,additional_information,📖 **Related Documentation:** [OracleWebLogicServer](https://docs.oracle.com/en/middleware/standalone/weblogic-server/index.html),
Connector,OracleWebLogicServerIntegration,additional_information,📖 **Related Documentation:** [OracleWebLogicServer documentation](https://docs.oracle.com/en/middleware/standalone/weblogic-server/14.1.1.0/index.html),
Connector,OracleWebLogicServerIntegration,additional_information,"🛠️ **Device Configuration:** Table: `OracleWebLogicServer_CL`. Log locations: Windows: `{DOMAIN_NAME}\Servers\{SERVER_NAME}\logs*.log`, Linux: `{DOMAIN_HOME}/servers/{SERVER_NAME}/logs/*.log`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#oracle-weblogic-server).",Copied from OracleWebLogicServer
Connector,PaloAltoCDLIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Palo Alto Networks Cortex Data Lake (CDL) via Legacy Agent
Connector,PaloAltoCDLIntegration,name,Palo Alto Networks Cortex Data Lake (CDL) via Legacy Agent Integration,
Connector,PaloAltoCDLIntegration,description,The [Palo Alto Networks CDL](https://www.paloaltonetworks.com/cortex/cortex-data-lake) integration provides the capability to ingest [CDL logs](https://docs.paloaltonetworks.com/strata-logging-service/log-reference/log-forwarding-schema-overview) into Microsoft Sentinel.,
Connector,PaloAltoCDLIntegration,collection_method,MMA,
Connector,PaloAltoCDLIntegration,tables,CommonSecurityLog,
Connector,PaloAltoCDLIntegration,additional_information,📖 **Related Documentation:** [Palo Alto Networks CDL](https://www.paloaltonetworks.com/cortex/cortex-data-lake),
Connector,PaloAltoCDLIntegration,additional_information,📖 **Related Documentation:** [CDL logs](https://docs.paloaltonetworks.com/strata-logging-service/log-reference/log-forwarding-schema-overview),
Connector,PaloAltoCDLIntegration,additional_information,"📖 **Vendor Documentation:** [PAN-OS Syslog Field Descriptions](https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/monitoring/use-syslog-for-monitoring/syslog-field-descriptions) - Traffic, Threat, URL, and other log field definitions",Copied from PaloAltoCDL
Connector,PaloAltoCDLIntegration,additional_information,📖 **Vendor Documentation:** [Palo Alto Common Event Format (CEF) Configuration Guides](https://docs.paloaltonetworks.com/resources/cef),Copied from PaloAltoCDL
Connector,PaloAltoCDLAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Palo Alto Networks Cortex Data Lake (CDL) via AMA
Connector,PaloAltoCDLAmaIntegration,name,Palo Alto Networks Cortex Data Lake (CDL) via AMA Integration,
Connector,PaloAltoCDLAmaIntegration,description,The [Palo Alto Networks CDL](https://www.paloaltonetworks.com/cortex/cortex-data-lake) integration provides the capability to ingest [CDL logs](https://docs.paloaltonetworks.com/strata-logging-service/log-reference/log-forwarding-schema-overview) into Microsoft Sentinel.,
Connector,PaloAltoCDLAmaIntegration,collection_method,AMA,
Connector,PaloAltoCDLAmaIntegration,event_vendor,Palo Alto Networks,
Connector,PaloAltoCDLAmaIntegration,event_product,LF,
Connector,PaloAltoCDLAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Palo Alto Networks""], ""product"": [""LF""]}}",
Connector,PaloAltoCDLAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct =~ ""LF"" | CommonSecurityLog.DeviceVendor =~ ""Palo Alto Networks""",
Connector,PaloAltoCDLAmaIntegration,tables,CommonSecurityLog,
Connector,PaloAltoCDLAmaIntegration,additional_information,📖 **Related Documentation:** [Palo Alto Networks CDL](https://www.paloaltonetworks.com/cortex/cortex-data-lake),
Connector,PaloAltoCDLAmaIntegration,additional_information,📖 **Related Documentation:** [CDL logs](https://docs.paloaltonetworks.com/strata-logging-service/log-reference/log-forwarding-schema-overview),
Connector,PaloAltoCDLAmaIntegration,additional_information,"📖 **Vendor Documentation:** [PAN-OS Syslog Field Descriptions](https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/monitoring/use-syslog-for-monitoring/syslog-field-descriptions) - Traffic, Threat, URL, and other log field definitions",Copied from PaloAltoCDLAma
Connector,PaloAltoCDLAmaIntegration,additional_information,📖 **Vendor Documentation:** [Palo Alto Common Event Format (CEF) Configuration Guides](https://docs.paloaltonetworks.com/resources/cef),Copied from PaloAltoCDLAma
Connector,PaloAltoNetworksIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Palo Alto Networks (Firewall) via Legacy Agent
Connector,PaloAltoNetworksIntegration,name,Palo Alto Networks (Firewall) via Legacy Agent Integration,
Connector,PaloAltoNetworksIntegration,description,"The Palo Alto Networks firewall integration allows you to easily connect your Palo Alto Networks logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization's network and improves your security operation capabilities.",
Connector,PaloAltoNetworksIntegration,collection_method,MMA,
Connector,PaloAltoNetworksIntegration,event_vendor,Palo Alto Networks,
Connector,PaloAltoNetworksIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Palo Alto Networks""], ""product"": []}}",
Connector,PaloAltoNetworksIntegration,filter_fields,"CommonSecurityLog.DeviceProduct has ""PAN-OS"" | CommonSecurityLog.DeviceVendor == ""Palo Alto Networks""",
Connector,PaloAltoNetworksIntegration,tables,CommonSecurityLog,
Connector,PaloAltoNetworksIntegration,additional_information,"📖 **Vendor Documentation:** [PAN-OS Syslog Field Descriptions](https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/monitoring/use-syslog-for-monitoring/syslog-field-descriptions) - Traffic, Threat, URL, and other log field definitions",Copied from PaloAltoNetworks
Connector,PaloAltoNetworksIntegration,additional_information,📖 **Vendor Documentation:** [Palo Alto Common Event Format (CEF) Configuration Guides](https://docs.paloaltonetworks.com/resources/cef),Copied from PaloAltoNetworks
Connector,PaloAltoNetworksAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Palo Alto Networks (Firewall) via AMA
Connector,PaloAltoNetworksAmaIntegration,name,Palo Alto Networks (Firewall) via AMA Integration,
Connector,PaloAltoNetworksAmaIntegration,description,"The Palo Alto Networks firewall integration allows you to easily connect your Palo Alto Networks logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigation. This gives you more insight into your organization's network and improves your security operation capabilities.",
Connector,PaloAltoNetworksAmaIntegration,collection_method,AMA,
Connector,PaloAltoNetworksAmaIntegration,event_vendor,Palo Alto Networks,
Connector,PaloAltoNetworksAmaIntegration,event_product,PAN-OS,
Connector,PaloAltoNetworksAmaIntegration,event_vendor_product_by_table,"{""CommonSecurityLog"": {""vendor"": [""Palo Alto Networks""], ""product"": [""PAN-OS""]}}",
Connector,PaloAltoNetworksAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct =~ ""PAN-OS"" | CommonSecurityLog.DeviceProduct has ""PAN-OS"" | CommonSecurityLog.DeviceVendor =~ ""Palo Alto Networks""",
Connector,PaloAltoNetworksAmaIntegration,tables,CommonSecurityLog,
Connector,PaloAltoNetworksAmaIntegration,additional_information,"📖 **Vendor Documentation:** [PAN-OS Syslog Field Descriptions](https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/monitoring/use-syslog-for-monitoring/syslog-field-descriptions) - Traffic, Threat, URL, and other log field definitions",Copied from PaloAltoNetworksAma
Connector,PaloAltoNetworksAmaIntegration,additional_information,📖 **Vendor Documentation:** [Palo Alto Common Event Format (CEF) Configuration Guides](https://docs.paloaltonetworks.com/resources/cef),Copied from PaloAltoNetworksAma
Connector,PaloAltoPrismaCloudIntegration,entity_type,additional_connector,Based on deprecated connector: [DEPRECATED] Palo Alto Prisma Cloud CSPM
Connector,PaloAltoPrismaCloudIntegration,name,[DEPRECATED] Palo Alto Prisma Cloud CSPM Integration,
Connector,PaloAltoPrismaCloudIntegration,description,The Palo Alto Prisma Cloud CSPM integration provides the capability to ingest [Prisma Cloud CSPM alerts](https://prisma.pan.dev/api/cloud/cspm/alerts#operation/get-alerts) and [audit logs](https://prisma.pan.dev/api/cloud/cspm/audit-logs#operation/rl-audit-logs) into Microsoft sentinel using the Prisma Cloud CSPM API. Refer to [Prisma Cloud CSPM API documentation](https://prisma.pan.dev/api/cloud/cspm) for more information.<br><br><p><span style='color:red; font-weight:bold;'>NOTE</span>: microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>,
Connector,PaloAltoPrismaCloudIntegration,collection_method,Azure Function,
Connector,PaloAltoPrismaCloudIntegration,tables,PaloAltoPrismaCloudAlert_CL; PaloAltoPrismaCloudAudit_CL,
Connector,PaloAltoPrismaCloudIntegration,additional_information,📖 **Related Documentation:** [Prisma Cloud CSPM alerts](https://prisma.pan.dev/api/cloud/cspm/alerts#operation/get-alerts),
Connector,PaloAltoPrismaCloudIntegration,additional_information,📖 **Related Documentation:** [audit logs](https://prisma.pan.dev/api/cloud/cspm/audit-logs#operation/rl-audit-logs),
Connector,PaloAltoPrismaCloudIntegration,additional_information,📖 **Related Documentation:** [Prisma Cloud CSPM API documentation](https://prisma.pan.dev/api/cloud/cspm),
Connector,PaloAltoPrismaCloudIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,PingFederateIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] PingFederate via Legacy Agent
Connector,PingFederateIntegration,name,PingFederate via Legacy Agent Integration,
Connector,PingFederateIntegration,description,The [PingFederate](https://www.pingidentity.com/en/software/pingfederate.html) integration provides the capability to ingest [PingFederate events](https://docs.pingidentity.com/bundle/pingfederate-102/page/lly1564002980532.html) into Microsoft Sentinel. Refer to [PingFederate documentation](https://docs.pingidentity.com/bundle/pingfederate-102/page/tle1564002955874.html) for more information.,
Connector,PingFederateIntegration,collection_method,MMA,
Connector,PingFederateIntegration,tables,CommonSecurityLog,
Connector,PingFederateIntegration,additional_information,📖 **Related Documentation:** [PingFederate](https://www.pingidentity.com/en/software/pingfederate.html),
Connector,PingFederateIntegration,additional_information,📖 **Related Documentation:** [PingFederate events](https://docs.pingidentity.com/bundle/pingfederate-102/page/lly1564002980532.html),
Connector,PingFederateIntegration,additional_information,📖 **Related Documentation:** [PingFederate documentation](https://docs.pingidentity.com/bundle/pingfederate-102/page/tle1564002955874.html),
Connector,PingFederateAmaIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] PingFederate via AMA
Connector,PingFederateAmaIntegration,name,PingFederate via AMA Integration,
Connector,PingFederateAmaIntegration,description,The [PingFederate](https://www.pingidentity.com/en/software/pingfederate.html) integration provides the capability to ingest [PingFederate events](https://docs.pingidentity.com/bundle/pingfederate-102/page/lly1564002980532.html) into Microsoft Sentinel. Refer to [PingFederate documentation](https://docs.pingidentity.com/bundle/pingfederate-102/page/tle1564002955874.html) for more information.,
Connector,PingFederateAmaIntegration,collection_method,AMA,
Connector,PingFederateAmaIntegration,filter_fields,"CommonSecurityLog.DeviceProduct has ""PingFederate""",
Connector,PingFederateAmaIntegration,tables,CommonSecurityLog,
Connector,PingFederateAmaIntegration,additional_information,📖 **Related Documentation:** [PingFederate](https://www.pingidentity.com/en/software/pingfederate.html),
Connector,PingFederateAmaIntegration,additional_information,📖 **Related Documentation:** [PingFederate events](https://docs.pingidentity.com/bundle/pingfederate-102/page/lly1564002980532.html),
Connector,PingFederateAmaIntegration,additional_information,📖 **Related Documentation:** [PingFederate documentation](https://docs.pingidentity.com/bundle/pingfederate-102/page/tle1564002955874.html),
Connector,PostgreSQLIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] PostgreSQL Events
Connector,PostgreSQLIntegration,name,PostgreSQL Events Integration,
Connector,PostgreSQLIntegration,description,PostgreSQL integration provides the capability to ingest [PostgreSQL](https://www.postgresql.org/) events into Microsoft Sentinel. Refer to [PostgreSQL documentation](https://www.postgresql.org/docs/current/index.html) for more information.,
Connector,PostgreSQLIntegration,collection_method,MMA,
Connector,PostgreSQLIntegration,tables,PostgreSQL_CL,
Connector,PostgreSQLIntegration,additional_information,📖 **Related Documentation:** [PostgreSQL](https://www.postgresql.org/),
Connector,PostgreSQLIntegration,additional_information,📖 **Related Documentation:** [PostgreSQL documentation](https://www.postgresql.org/docs/current/index.html),
Connector,PostgreSQLIntegration,additional_information,"🛠️ **Device Configuration:** Table: `PostgreSQL_CL`. Log locations: Windows: `C:\*.log`, Linux: `/var/log/*.log`. Configure `log_destination='stderr'` and `logging_collector=on`. See [Custom Logs via AMA configuration](https://learn.microsoft.com/azure/sentinel/unified-connector-custom-device#postgresql-events) and [PostgreSQL logging docs](https://www.postgresql.org/docs/current/runtime-config-logging.html).",Copied from PostgreSQL
Connector,ProofpointPODIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Proofpoint On Demand Email Security
Connector,ProofpointPODIntegration,name,Proofpoint On Demand Email Security Integration,
Connector,ProofpointPODIntegration,description,"Proofpoint On Demand Email Security integration provides the capability to get Proofpoint on Demand Email Protection data, allows users to check message traceability, monitoring into email activity, threats,and data exfiltration by attackers and malicious insiders. The integration provides ability to review events in your org on an accelerated basis, get event log files in hourly increments for recent activity.<p><span style='color:red; font-weight:bold;'>NOTE</span>: microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>",
Connector,ProofpointPODIntegration,collection_method,Azure Function,
Connector,ProofpointPODIntegration,tables,ProofpointPODMailLog_CL; ProofpointPODMessage_CL; ProofpointPOD_maillog_CL; ProofpointPOD_message_CL; maillog_CL; message_CL,
Connector,ProofpointPODIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,ProofpointTAPIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Proofpoint TAP
Connector,ProofpointTAPIntegration,name,Proofpoint TAP Integration,
Connector,ProofpointTAPIntegration,description,"The [Proofpoint Targeted Attack Protection (TAP)](https://www.proofpoint.com/us/products/advanced-threat-protection/targeted-attack-protection) integration provides the capability to ingest Proofpoint TAP logs and events into Microsoft Sentinel. The integration provides visibility into Message and Click events in Microsoft Sentinel to view dashboards, create custom alerts, and to improve monitoring and investigation capabilities.<p><span style='color:red; font-weight:bold;'>NOTE</span>: microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>",
Connector,ProofpointTAPIntegration,collection_method,Azure Function,
Connector,ProofpointTAPIntegration,tables,ProofPointTAPClicksBlocked_CL; ProofPointTAPClicksPermitted_CL; ProofPointTAPMessagesBlocked_CL; ProofPointTAPMessagesDelivered_CL,
Connector,ProofpointTAPIntegration,additional_information,📖 **Related Documentation:** [Proofpoint Targeted Attack Protection (TAP)](https://www.proofpoint.com/us/products/advanced-threat-protection/targeted-attack-protection),
Connector,ProofpointTAPIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,PulseConnectSecureIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] Pulse Connect Secure
Connector,PulseConnectSecureIntegration,name,Pulse Connect Secure Integration,
Connector,PulseConnectSecureIntegration,description,"The [Pulse Connect Secure](https://www.pulsesecure.net/products/pulse-connect-secure/) integration allows you to easily connect your Pulse Connect Secure logs with Microsoft Sentinel, to view dashboards, create custom alerts, and improve investigations. Integrating Pulse Connect Secure with Microsoft Sentinel provides more insight into your organization's network and improves your security operation capabilities.",
Connector,PulseConnectSecureIntegration,collection_method,MMA,
Connector,PulseConnectSecureIntegration,tables,Syslog,
Connector,PulseConnectSecureIntegration,additional_information,📖 **Related Documentation:** [Pulse Connect Secure](https://www.pulsesecure.net/products/pulse-connect-secure/),
Connector,QualysVulnerabilityManagementIntegration,entity_type,additional_connector,Based on deprecated connector: [DEPRECATED] Qualys Vulnerability Management
Connector,QualysVulnerabilityManagementIntegration,name,[DEPRECATED] Qualys Vulnerability Management Integration,
Connector,QualysVulnerabilityManagementIntegration,description,"The [Qualys Vulnerability Management (VM)](https://www.qualys.com/apps/vulnerability-management/) integration provides the capability to ingest vulnerability host detection data into Microsoft Sentinel through the Qualys API. The integration provides visibility into host detection data from vulerability scans. This integration provides Microsoft Sentinel the capability to view dashboards, create custom alerts, and improve investigation <br><br><p><span style='color:red; font-weight:bold;'>NOTE</span>: microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate' style='color:#1890F1;'></p>",
Connector,QualysVulnerabilityManagementIntegration,collection_method,Azure Function,
Connector,QualysVulnerabilityManagementIntegration,tables,QualysHostDetectionV2_CL; QualysHostDetection_CL,
Connector,QualysVulnerabilityManagementIntegration,additional_information,📖 **Related Documentation:** [Qualys Vulnerability Management (VM)](https://www.qualys.com/apps/vulnerability-management/),
Connector,QualysVulnerabilityManagementIntegration,additional_information,📖 **Related Documentation:** https://learn.microsoft.com/en-us/azure/azure-monitor/logs/custom-logs-migrate',
Connector,RSASecurIDAMIntegration,entity_type,additional_connector,Based on deprecated connector: [Deprecated] RSA® SecurID (Authentication Manager)
Connector,RSASecurIDAMIntegration,name,RSA® SecurID (Authentication Manager) Integration,
Connector,RSASecurIDAMIntegration,description,The [RSA® SecurID Authentication Manager](https://www.securid.com/) integration provides the capability to ingest [RSA® SecurID Authentication Manager events](https://community.rsa.com/t5/rsa-authentication-manager/rsa-authentication-manager-log-messages/ta-p/630160) into Microsoft Sentinel. Refer to [RSA® SecurID Authentication Manager documentation](https://community.rsa.com/t5/rsa-authentication-manager/getting-started-with-rsa-authentication-manager/ta-p/569582) for more information.,
Connector,RSASecurIDAMIntegration,collection_method,MMA,
Connector,RSASecurIDAMIntegration,tables,Syslog,
