"table_name","description","category","category_primary","category_source","category_candidates","support_tier","collection_method","collection_method_source","collection_method_candidates","feeding_connector_ids","source_vendor","source_product","collector_vendor","collector_product","source_vendor_basis","collector_vendor_basis","resource_types","source_azure_monitor","source_defender_xdr","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","is_clv1"
"OpenAIAuditLogs","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","No","No",""
"OpenAIAuditLogs_CL","","","3rd Party (SaaS)","cl_vendor;collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector","CCF","OpenAIConnector","OpenAI","OpenAI API Platform","","","projected","","","","","","","","","Yes",""
"OpenSystemsAuthenticationLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","OpenSystems","Open Systems","","","","projected","","","No","No","","","","No","Yes","true"
"OpenSystemsFirewallLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","OpenSystems","Open Systems","","","","projected","","","No","No","","","","No","Yes","true"
"OpenSystemsProxyLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","OpenSystems","Open Systems","","","","projected","","","No","No","","","","No","Yes","true"
"OpenSystemsZtnaLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","OpenSystems","Open Systems","","","","projected","","","No","No","","","","Yes","Yes","true"
"Open_Ports_Data_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"Operation","Reference for Operation table in Azure Monitor Logs.","Azure Monitor","Cloud","category=Azure Monitor","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/operation","","No","","No",""
"OracleCloudDatabase","Reference for OracleCloudDatabase table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","oracle.database/cloudvmclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oracleclouddatabase","","Yes","","No",""
"OracleWebLogicServer_CL","","","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","Microsoft","AMA","connector","AMA","CustomlogsviaAMA,OracleWebLogicServer","Microsoft;Oracle","WebLogic Server","","","projected","","","No","No","","","","Yes","Yes",""
"OrcaAlerts_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","No","No","","","","Yes","Yes","true"
"PDNSBlockData_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","PDNSBlockDataConnector","Nominet","","","","projected","","","","","","","","","Yes","true"
"PDNS_Data_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"PFTitleAuditLogs","Reference for PFTitleAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.playfab/titles","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pftitleauditlogs","","No","Yes","No",""
"PGSQLAutovacuumStats","Reference for PGSQLAutovacuumStats table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlautovacuumstats","","Yes","Yes","No",""
"PGSQLDbTransactionsStats","Reference for PGSQLDbTransactionsStats table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqldbtransactionsstats","","Yes","Yes","No",""
"PGSQLPgBouncer","Reference for PGSQLPgBouncer table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlpgbouncer","","No","","No",""
"PGSQLPgStatActivitySessions","Reference for PGSQLPgStatActivitySessions table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlpgstatactivitysessions","","Yes","Yes","No",""
"PGSQLQueryStoreQueryText","Reference for PGSQLQueryStoreQueryText table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlquerystorequerytext","","Yes","","No",""
"PGSQLQueryStoreRuntime","Reference for PGSQLQueryStoreRuntime table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlquerystoreruntime","","Yes","Yes","No",""
"PGSQLQueryStoreWaits","Reference for PGSQLQueryStoreWaits table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlquerystorewaits","","Yes","Yes","No",""
"PGSQLServerLogs","Reference for PGSQLServerLogs table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.dbforpostgresql/flexibleservers","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlserverlogs","","Yes","Yes","No",""
"PaloAltoCortexXDR_Alerts_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","CortexXDRDataConnector","Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes",""
"PaloAltoCortexXDR_Audit_Agent_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","CortexXDRDataConnector","Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes",""
"PaloAltoCortexXDR_Audit_Management_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","CortexXDRDataConnector","Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes",""
"PaloAltoCortexXDR_Endpoints_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","CortexXDRDataConnector","Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes",""
"PaloAltoCortexXDR_Incidents_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","CortexXDRDataConnector,CortexXDRIncidents","DEFEND;Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes",""
"PaloAltoPrismaCloudAlertV2_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","PaloAltoPrismaCloudCSPMCCPDefinition","Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes",""
"PaloAltoPrismaCloudAlert_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","PaloAltoPrismaCloud","Palo Alto Networks","","","","projected","","","","","","","","","Yes","true"
"PaloAltoPrismaCloudAuditV2_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","PaloAltoPrismaCloudCSPMCCPDefinition","Palo Alto Networks","","","","projected","","","","","","","","","Yes",""
"PaloAltoPrismaCloudAudit_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","PaloAltoPrismaCloud","Palo Alto Networks","","","","projected","","","","","","","","","Yes","true"
"Pathlock_TDnR_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF Push","3rd Party (SaaS)","Partner","CCF Push","connector","CCF Push","Pathlock_TDnR","SAP","","Pathlock","Threat Detection and Response","projected","projected","","","","","","","","Yes",""
"Perf","Reference for Perf table in Azure Monitor Logs.","Low value","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","Microsoft","AMA","tables_reference","","","","","","","","","microsoft.operationalinsights/workspaces, microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets, microsoft.azurestackhci/clusters, microsoft.hybridcontainerservice/provisionedclusters","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perf","","No","Yes","No",""
"PerfInsightsFindings","Reference for PerfInsightsFindings table in Azure Monitor Logs.","Azure Resources, Virtual Machines","Cloud","category=Azure Resources;category=Virtual Machines","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.azuremonitordiagnosticsagents/datacollection, microsoft.compute/virtualmachines, microsoft.compute/virtualmachinescalesets","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perfinsightsfindings","","Yes","Yes","No",""
"PerfInsightsImpactedResources","Reference for PerfInsightsImpactedResources table in Azure Monitor Logs.","Azure Resources, Virtual Machines","Cloud","category=Azure Resources;category=Virtual Machines","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.azuremonitordiagnosticsagents/datacollection, microsoft.compute/virtualmachines, microsoft.compute/virtualmachinescalesets","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perfinsightsimpactedresources","","Yes","Yes","No",""
"PerfInsightsRun","Reference for PerfInsightsRun table in Azure Monitor Logs.","Azure Resources, Virtual Machines","Cloud","category=Azure Resources;category=Virtual Machines","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.azuremonitordiagnosticsagents/datacollection, microsoft.compute/virtualmachines, microsoft.compute/virtualmachinescalesets","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perfinsightsrun","","Yes","Yes","No",""
"Perimeter81_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","Partner","Custom","cl_table_fallback","","","","","","","","","","No","No","","","","No","Yes","true"
"Phosphorus_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","Phosphorus_Polling","Phosphorus","Devices","","","projected","","","No","No","","","","No","Yes",""
"PingOne_AuditActivitiesV2_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","PingOneAuditLogsCCPDefinition","Microsoft","","","","projected","","","No","No","","","","Yes","Yes",""
"PipelineTestVehicles","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"PipelineTestVehiclesInternalUseOnly","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"PostgreSQL_CL","","","Syslog/CEF","collection_method=AMA","Syslog/CEF,Cloud","Microsoft","AMA","connector","AMA","CustomlogsviaAMA,PostgreSQL","Microsoft;PostgreSQL","","","","projected","","","No","No","","","","Yes","Yes",""
"PowerAppsActivity","Reference for PowerAppsActivity table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerappsactivity","","Yes","Yes","No",""
"PowerAutomateActivity","Reference for PowerAutomateActivity table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Azure Diagnostics","Cloud","Microsoft","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerautomateactivity","","Yes","Yes","No",""
"PowerBIActivity","Reference for PowerBIActivity table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Native","Cloud","Microsoft","Native","connector","Native","OfficePowerBI","Microsoft","PowerBI","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerbiactivity","","Yes","Yes","No",""
"PowerBIDatasetsTenant","Reference for PowerBIDatasetsTenant table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.powerbi/tenants","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerbidatasetstenant","","Yes","Yes","No",""
"PowerBIDatasetsWorkspace","Reference for PowerBIDatasetsWorkspace table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.powerbi/tenants/workspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerbidatasetsworkspace","","Yes","Yes","No",""
"PowerPlatformAdminActivity","Reference for PowerPlatformAdminActivity table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Azure Diagnostics","Cloud","Microsoft","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerplatformadminactivity","","Yes","Yes","No",""
"PowerPlatformConnectorActivity","Reference for PowerPlatformConnectorActivity table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerplatformconnectoractivity","","Yes","Yes","No",""
"PowerPlatformDlpActivity","Reference for PowerPlatformDlpActivity table in Azure Monitor Logs.","Audit, Security","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerplatformdlpactivity","","Yes","Yes","No",""
"PrismaCloudCompute_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector_published_only","CCF,REST Pull API","PaloAltoPrismaCloudCWPP,PrismaCloudComputeNativePoller","Palo Alto Networks","","","","projected","","","No","No","","","","Yes","Yes","true"
"Prisma_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"ProcessInvestigator","","","Unknown","default","","","","","","","","","","","","","","No","No","","","","Yes","No",""
"ProjectActivity","Reference for ProjectActivity table in Azure Monitor Logs.","Security","Cloud","collection_method=Native","Cloud","Microsoft","Native","connector","Native","Office365Project","Microsoft","Project","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/projectactivity","","Yes","Yes","No",""
"ProofPointTAPClicksBlockedV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","ProofpointTAPv2","Proofpoint","TAP","","","projected","","","No","No","","","","Yes","Yes",""
"ProofPointTAPClicksBlocked_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ProofpointTAP","Proofpoint","TAP","","","projected","","","","","","","","","Yes","true"
"ProofPointTAPClicksPermittedV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","ProofpointTAPv2","Proofpoint","TAP","","","projected","","","No","No","","","","Yes","Yes",""
"ProofPointTAPClicksPermitted_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ProofpointTAP","Proofpoint","TAP","","","projected","","","","","","","","","Yes","true"
"ProofPointTAPMessagesBlockedV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","ProofpointTAPv2","Proofpoint","TAP","","","projected","","","No","No","","","","Yes","Yes",""
"ProofPointTAPMessagesBlocked_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ProofpointTAP","Proofpoint","TAP","","","projected","","","","","","","","","Yes","true"
"ProofPointTAPMessagesDeliveredV2_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","ProofpointTAPv2","Proofpoint","TAP","","","projected","","","No","No","","","","Yes","Yes",""
"ProofPointTAPMessagesDelivered_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ProofpointTAP","Proofpoint","TAP","","","projected","","","","","","","","","Yes","true"
"ProofpointPODMailLog_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector_published_only","Azure Function,CCF","ProofpointCCPDefinition,ProofpointPOD","Proofpoint","On Demand Email Security","","","projected","","","No","No","","","","Yes","Yes",""
"ProofpointPODMessage_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector_published_only","Azure Function,CCF","ProofpointCCPDefinition,ProofpointPOD","Proofpoint","On Demand Email Security","","","projected","","","No","No","","","","Yes","Yes",""
"ProofpointPOD_maillog_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ProofpointPOD","Proofpoint","On Demand Email Security","","","projected","","","","","","","","","Yes","true"
"ProofpointPOD_message_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=Azure Function","3rd Party (SaaS)","Partner","Azure Function","connector","Azure Function","ProofpointPOD","Proofpoint","On Demand Email Security","","","projected","","","","","","","","","Yes","true"
"ProtectionStatus","Reference for ProtectionStatus table in Azure Monitor Logs.","Security","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/protectionstatus","","No","Yes","No",""
"Proto_By_IP_Data_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes","true"
"PurviewDataSensitivityLogs","Reference for PurviewDataSensitivityLogs table in Azure Monitor Logs.","Azure Resources, Security","Cloud","category=Azure Resources","Cloud","Microsoft","Azure Diagnostics","connector","Azure Diagnostics","MicrosoftAzurePurview","Microsoft","Purview","","","projected","","microsoft.securityinsights/purview, microsoft.purview/accounts","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/purviewdatasensitivitylogs","","No","Yes","No",""
"PurviewScanStatusLogs","Reference for PurviewScanStatusLogs table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.purview/accounts","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/purviewscanstatuslogs","","No","Yes","No",""
"PurviewSecurityLogs","Reference for PurviewSecurityLogs table in Azure Monitor Logs.","Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.purview/accounts","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/purviewsecuritylogs","","No","Yes","No",""
"QscoutAppEvents_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","QscoutAppEventsCCFDefinition","Quokka","","","","projected","","","No","No","","","","No","Yes",""
"QualysHostDetectionV2_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","QualysVulnerabilityManagement","Qualys","Vulnerability Management","","","projected","","","","","","","","","Yes","true"
"QualysHostDetectionV3_CL","","","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS),Cloud","Microsoft","CCF","connector","CCF","QualysVMLogsCCPDefinition","Qualys","Vulnerability Management","","","projected","","","No","No","","","","Yes","Yes",""
"QualysHostDetection_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","QualysVulnerabilityManagement","Qualys","Vulnerability Management","","","projected","","","","","","","","","Yes","true"
"QualysKB_CL","","","3rd Party (SaaS)","collection_method=Azure Function","3rd Party (SaaS),Cloud","Microsoft","Azure Function","connector","Azure Function","QualysKB","Qualys","VM KnowledgeBase","","","projected","","","No","No","","","","Yes","Yes","true"
"QualysKnowledgeBase","Reference for QualysKnowledgeBase table in Azure Monitor Logs.","Security","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector_precedence({azure function,ccf}->CCF)","Azure Function,CCF","QualysKB,QualysKbConnector","Qualys","Knowledge Base;VM KnowledgeBase","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/qualysknowledgebase","","Yes","Yes","Yes",""
"QuantumProviderAccountJobAuditLogs","Reference for QuantumProviderAccountJobAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.quantum/provideraccounts","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccountjobauditlogs","","Yes","","No",""
"QuantumProviderAccountQueueAuditLogs","Reference for QuantumProviderAccountQueueAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.quantum/provideraccounts","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccountqueueauditlogs","","Yes","","No",""
"QuantumProviderAccountTargetAuditLogs","Reference for QuantumProviderAccountTargetAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.quantum/provideraccounts","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccounttargetauditlogs","","Yes","","No",""
"QuantumWorkspaceJobAuditLogs","Reference for QuantumWorkspaceJobAuditLogs table in Azure Monitor Logs.","Audit","Cloud","collection_method=Azure Diagnostics;resource_types","Cloud","","Azure Diagnostics","resource_types","","","","","","","","","microsoft.quantum/workspaces","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumworkspacejobauditlogs","","Yes","","No",""
"REDConnectionEvents","Reference for REDConnectionEvents table in Azure Monitor Logs.","Audit, Azure Resources","Cloud","category=Azure Resources","Cloud","","Azure Diagnostics","category=Azure Resources","","","","","","","","","microsoft.cache/redisenterprise","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/redconnectionevents","","Yes","Yes","No",""
"RLTiCloudQuotas_CL","","Internal","Internal","internal_table","Internal,3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"RSAIDPlus_AdminLogs_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF","3rd Party (SaaS)","Partner","CCF","connector","CCF","RSAIDPlus_AdmingLogs_Connector","RSA","ID Plus Admin","","","projected","","","No","No","","","","No","Yes",""
"Rapid7InsightVMCloudAssets","Reference for Rapid7InsightVMCloudAssets table in Azure Monitor Logs.","Security","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector","CCF","Rapid7InsightVMConnector","Rapid7","Insight Platform Vulnerability Management Reports","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/rapid7insightvmcloudassets","","Yes","Yes","Yes",""
"Rapid7InsightVMCloudVulnerabilities","Reference for Rapid7InsightVMCloudVulnerabilities table in Azure Monitor Logs.","Security","3rd Party (SaaS)","collection_method=CCF","3rd Party (SaaS)","Microsoft","CCF","connector","CCF","Rapid7InsightVMConnector","Rapid7","Insight Platform Vulnerability Management Reports","","","projected","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/rapid7insightvmcloudvulnerabilities","","Yes","Yes","Yes",""
"RecordedFutureIdentity_PlaybookAlertResults_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"RecordedFuturePlaybookAlerts_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"RecordedFuturePortalAlerts_CL","","","3rd Party (SaaS)","cl_default;collection_method=Custom","3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"RecordedFutureThreatMapMalware_CL","","Internal","Internal","internal_table","Internal,3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"RecordedFutureThreatMap_CL","","Internal","Internal","internal_table","Internal,3rd Party (SaaS)","","Custom","cl_table_fallback","","","","","","","","","","","","","","","","Yes",""
"RedCanaryDetections_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=REST Pull API","3rd Party (SaaS)","Partner","REST Pull API","connector","REST Pull API","RedCanaryDataConnector","Red Canary","Threat Detection","","","projected","","","","","","","","","Yes","true"
"RedSiftAuth_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF Push","3rd Party (SaaS)","Partner","CCF Push","connector","CCF Push","RedSiftPush","Red Sift","","","","projected","","","No","No","","","","No","Yes",""
"RedSiftEmailForensics_CL","","","3rd Party (SaaS)","cl_solution_partner;collection_method=CCF Push","3rd Party (SaaS)","Partner","CCF Push","connector","CCF Push","RedSiftPush","Red Sift","","","","projected","","","No","No","","","","No","Yes",""
"RemoteNetworkHealthLogs","Reference for RemoteNetworkHealthLogs table in Azure Monitor Logs.","IT & Management Tools, Network, Security","Cloud","collection_method=Azure Diagnostics","Cloud","","Azure Diagnostics","source_azure_monitor","","","","","","","","","-","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/remotenetworkhealthlogs","","Yes","Yes","No",""
