"table_name","description","category","support_tier","collection_method","solutions","resource_types","table_type","source_azure_monitor","source_defender_xdr","xdr_only","source_feature_support","source_ingestion_api","source_sentinel_tables","azure_monitor_doc_link","defender_xdr_doc_link","basic_logs_eligible","supports_transformations","ingestion_api_supported","lake_only_supported"
"OEWExperimentScorecardMetricPairs","Reference for OEWExperimentScorecardMetricPairs table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.onlineexperimentation/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oewexperimentscorecardmetricpairs","","No","Yes","No","No"
"OEWExperimentScorecards","Reference for OEWExperimentScorecards table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.onlineexperimentation/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oewexperimentscorecards","","No","Yes","No","No"
"OLPSupplyChainEntityOperations","Reference for OLPSupplyChainEntityOperations table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.openlogisticsplatform/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/olpsupplychainentityoperations","","No","Yes","No","No"
"OLPSupplyChainEvents","Reference for OLPSupplyChainEvents table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.openlogisticsplatform/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/olpsupplychainevents","","No","Yes","No","No"
"OTelEvents","Reference for OTelEvents table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.operationalinsights/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/otelevents","","Yes","Yes","No","Yes"
"OTelLogs","Reference for OTelLogs table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.operationalinsights/workspaces","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/otellogs","","Yes","Yes","Yes","Yes"
"OTelResources","Reference for OTelResources table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.operationalinsights/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/otelresources","","No","Yes","No","No"
"OTelSpans","Reference for OTelSpans table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.operationalinsights/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/otelspans","","Yes","Yes","No","Yes"
"OTelTraces","Reference for OTelTraces table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.operationalinsights/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oteltraces","","Yes","No","No","No"
"OTelTracesAgent","Reference for OTelTracesAgent table in Azure Monitor Logs.","Applications","","","LogManagement","microsoft.operationalinsights/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oteltracesagent","","Yes","No","No","No"
"ObsidianActivity_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"ObsidianThreat_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"OfficeActivity","Reference for OfficeActivity table in Azure Monitor Logs.","Office 365","Microsoft","Native","AzureSentinelPrivatePreview, SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/officeactivity","","No","Yes","No","Yes"
"OktaSSO","","","","","","","","No","No","No","No","No","Yes","","","","No","No","No"
"OktaSystemLogs","Reference for OktaSystemLogs table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oktasystemlogs","","Yes","Yes","No","Yes"
"Okta_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Onapsis_Defend_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"OneLoginEventsV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"OneLoginUsersV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"OnePasswordEventLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"OneTrustMetadataV3_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"OpenAIAuditLogs","","","","","","","","No","No","No","No","No","Yes","","","","No","No","No"
"OpenSystemsAuthenticationLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"OpenSystemsFirewallLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"OpenSystemsProxyLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"OpenSystemsZtnaLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Operation","Reference for Operation table in Azure Monitor Logs.","Azure Monitor","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/operation","","No","No","No","No"
"OracleCloudDatabase","Reference for OracleCloudDatabase table in Azure Monitor Logs.","Audit","","","LogManagement","oracle.database/cloudvmclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/oracleclouddatabase","","Yes","No","No","Yes"
"OracleWebLogicServer_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"OrcaAlerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PFTitleAuditLogs","Reference for PFTitleAuditLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.playfab/titles","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pftitleauditlogs","","No","Yes","No","No"
"PGSQLAutovacuumStats","Reference for PGSQLAutovacuumStats table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlautovacuumstats","","Yes","Yes","No","Yes"
"PGSQLDbTransactionsStats","Reference for PGSQLDbTransactionsStats table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqldbtransactionsstats","","Yes","Yes","No","Yes"
"PGSQLPgBouncer","Reference for PGSQLPgBouncer table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlpgbouncer","","No","Yes","No","Yes"
"PGSQLPgStatActivitySessions","Reference for PGSQLPgStatActivitySessions table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlpgstatactivitysessions","","Yes","Yes","No","Yes"
"PGSQLQueryStoreQueryText","Reference for PGSQLQueryStoreQueryText table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlquerystorequerytext","","Yes","Yes","No","Yes"
"PGSQLQueryStoreRuntime","Reference for PGSQLQueryStoreRuntime table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlquerystoreruntime","","Yes","Yes","No","Yes"
"PGSQLQueryStoreWaits","Reference for PGSQLQueryStoreWaits table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlquerystorewaits","","Yes","Yes","No","Yes"
"PGSQLServerLogs","Reference for PGSQLServerLogs table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.dbforpostgresql/flexibleservers","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/pgsqlserverlogs","","Yes","Yes","No","Yes"
"PaloAltoCortexXDR_Alerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PaloAltoCortexXDR_Audit_Agent_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PaloAltoCortexXDR_Audit_Management_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PaloAltoCortexXDR_Endpoints_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PaloAltoCortexXDR_Incidents_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PaloAltoPrismaCloudAlertV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Perf","Reference for Perf table in Azure Monitor Logs.","Low value","Microsoft","AMA","LogManagement","microsoft.operationalinsights/workspaces, microsoft.containerservice/managedclusters, microsoft.kubernetes/connectedclusters, microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets, microsoft.azurestackhci/clusters, microsoft.hybridcontainerservice/provisionedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perf","","Yes","Yes","No","No"
"PerfInsightsFindings","Reference for PerfInsightsFindings table in Azure Monitor Logs.","Azure Resources, Virtual Machines","","","LogManagement","microsoft.azuremonitordiagnosticsagents/datacollection, microsoft.compute/virtualmachines, microsoft.compute/virtualmachinescalesets","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perfinsightsfindings","","Yes","Yes","No","Yes"
"PerfInsightsImpactedResources","Reference for PerfInsightsImpactedResources table in Azure Monitor Logs.","Azure Resources, Virtual Machines","","","LogManagement","microsoft.azuremonitordiagnosticsagents/datacollection, microsoft.compute/virtualmachines, microsoft.compute/virtualmachinescalesets","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perfinsightsimpactedresources","","Yes","Yes","No","Yes"
"PerfInsightsRun","Reference for PerfInsightsRun table in Azure Monitor Logs.","Azure Resources, Virtual Machines","","","LogManagement","microsoft.azuremonitordiagnosticsagents/datacollection, microsoft.compute/virtualmachines, microsoft.compute/virtualmachinescalesets","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/perfinsightsrun","","Yes","Yes","No","Yes"
"Perimeter81_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"Phosphorus_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"PingOne_AuditActivitiesV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PostgreSQL_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"PowerAppsActivity","Reference for PowerAppsActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerappsactivity","","Yes","Yes","No","Yes"
"PowerAutomateActivity","Reference for PowerAutomateActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerautomateactivity","","Yes","Yes","No","Yes"
"PowerBIActivity","Reference for PowerBIActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerbiactivity","","Yes","Yes","No","Yes"
"PowerBIDatasetsTenant","Reference for PowerBIDatasetsTenant table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.powerbi/tenants","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerbidatasetstenant","","Yes","Yes","No","Yes"
"PowerBIDatasetsWorkspace","Reference for PowerBIDatasetsWorkspace table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.powerbi/tenants/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerbidatasetsworkspace","","Yes","Yes","No","Yes"
"PowerPlatformAdminActivity","Reference for PowerPlatformAdminActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerplatformadminactivity","","Yes","Yes","No","Yes"
"PowerPlatformConnectorActivity","Reference for PowerPlatformConnectorActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerplatformconnectoractivity","","Yes","Yes","No","Yes"
"PowerPlatformDlpActivity","Reference for PowerPlatformDlpActivity table in Azure Monitor Logs.","Audit, Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/powerplatformdlpactivity","","Yes","Yes","No","Yes"
"PreAuthenticationDiscoveryLogs","Reference for PreAuthenticationDiscoveryLogs table in Azure Monitor Logs.","-","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/preauthenticationdiscoverylogs","","Yes","No","No","Yes"
"PrismaCloudCompute_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProjectActivity","Reference for ProjectActivity table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/projectactivity","","Yes","Yes","No","Yes"
"ProofPointTAPClicksBlockedV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProofPointTAPClicksPermittedV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProofPointTAPMessagesBlockedV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProofPointTAPMessagesDeliveredV2_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProofpointPODMailLog_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProofpointPODMessage_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"ProtectionStatus","Reference for ProtectionStatus table in Azure Monitor Logs.","Security","","","AntiMalware, Security, SecurityCenter, SecurityCenterFree","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/protectionstatus","","No","Yes","No","No"
"PurviewDataSensitivityLogs","Reference for PurviewDataSensitivityLogs table in Azure Monitor Logs.","Azure Resources, Security","","","LogManagement","microsoft.securityinsights/purview, microsoft.purview/accounts","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/purviewdatasensitivitylogs","","No","Yes","No","Yes"
"PurviewScanStatusLogs","Reference for PurviewScanStatusLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.purview/accounts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/purviewscanstatuslogs","","No","Yes","No","No"
"PurviewSecurityLogs","Reference for PurviewSecurityLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.purview/accounts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/purviewsecuritylogs","","No","Yes","No","No"
"QscoutAppEvents_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"QualysHostDetectionV3_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"QualysKB_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"QualysKnowledgeBase","Reference for QualysKnowledgeBase table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","Yes","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/qualysknowledgebase","","Yes","Yes","Yes","Yes"
"QuantumProviderAccountDeviceOperationLogs","Reference for QuantumProviderAccountDeviceOperationLogs table in Azure Monitor Logs.","-","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccountdeviceoperationlogs","","No","No","No","Yes"
"QuantumProviderAccountJobAuditLogs","Reference for QuantumProviderAccountJobAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.quantum/provideraccounts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccountjobauditlogs","","Yes","No","No","Yes"
"QuantumProviderAccountQueueAuditLogs","Reference for QuantumProviderAccountQueueAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.quantum/provideraccounts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccountqueueauditlogs","","Yes","No","No","Yes"
"QuantumProviderAccountTargetAuditLogs","Reference for QuantumProviderAccountTargetAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.quantum/provideraccounts","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumprovideraccounttargetauditlogs","","Yes","No","No","Yes"
"QuantumWorkspaceJobAuditLogs","Reference for QuantumWorkspaceJobAuditLogs table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.quantum/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/quantumworkspacejobauditlogs","","Yes","No","No","Yes"
"REDConnectionEvents","Reference for REDConnectionEvents table in Azure Monitor Logs.","Audit, Azure Resources","","","LogManagement","microsoft.cache/redisenterprise","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/redconnectionevents","","Yes","Yes","No","Yes"
"RSAIDPlus_AdminLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"RadiflowEvent","","","","","","","","No","No","No","No","No","Yes","","","","No","No","No"
"Rapid7InsightVMCloudAssets","Reference for Rapid7InsightVMCloudAssets table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","Yes","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/rapid7insightvmcloudassets","","Yes","Yes","Yes","Yes"
"Rapid7InsightVMCloudVulnerabilities","Reference for Rapid7InsightVMCloudVulnerabilities table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","Yes","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/rapid7insightvmcloudvulnerabilities","","Yes","Yes","Yes","Yes"
"RedSiftAuth_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"RedSiftEmailForensics_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"RemoteNetworkHealthLogs","Reference for RemoteNetworkHealthLogs table in Azure Monitor Logs.","IT & Management Tools, Network, Security","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/remotenetworkhealthlogs","","Yes","Yes","No","Yes"
"ResourceManagementPublicAccessLogs","Reference for ResourceManagementPublicAccessLogs table in Azure Monitor Logs.","Azure Resources","","","LogManagement","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/resourcemanagementpublicaccesslogs","","No","Yes","No","No"
"RetinaNetworkFlowLogs","Reference for RetinaNetworkFlowLogs table in Azure Monitor Logs.","Containers","","","LogManagement","microsoft.containerservice/managedclusters","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/retinanetworkflowlogs","","Yes","Yes","No","No"
"Rubrik_Anomaly_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Rubrik_Events_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Rubrik_Ransomware_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"Rubrik_ThreatHunt_Data_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SAPBTPAuditLog_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SAPETDAlerts_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SAPETDInvestigations_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SAPLogServ_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SCCMAssessmentRecommendation","Reference for SCCMAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureResources, SCCMAssessmentPlus","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sccmassessmentrecommendation","","No","Yes","Yes","No"
"SCGPoolExecutionLog","Reference for SCGPoolExecutionLog table in Azure Monitor Logs.","Audit, Azure Monitor","","","LogManagement","microsoft.standbypool/standbycontainergrouppools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/scgpoolexecutionlog","","Yes","Yes","No","Yes"
"SCGPoolRequestLog","Reference for SCGPoolRequestLog table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.standbypool/standbycontainergrouppools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/scgpoolrequestlog","","Yes","Yes","No","Yes"
"SCOMAssessmentRecommendation","Reference for SCOMAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureResources, SCOMAssessment, SCOMAssessmentPlus","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/scomassessmentrecommendation","","No","Yes","Yes","No"
"SOCPrimeAuditLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SPAssessmentRecommendation","Reference for SPAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","","AzureResources, SPAssessment","-","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/spassessmentrecommendation","","No","Yes","Yes","No"
"SQLAssessmentRecommendation","Reference for SQLAssessmentRecommendation table in Azure Monitor Logs.","Workloads","","AMA","AzureResources, SQLAssessment, SQLAssessmentPlus","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","","Yes","No","No","Yes","Yes","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlassessmentrecommendation","","No","Yes","Yes","No"
"SQLSecurityAuditEvents","Reference for SQLSecurityAuditEvents table in Azure Monitor Logs.","Azure Resources","","","LogManagement","microsoft.synapse/workspaces","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/sqlsecurityauditevents","","No","Yes","No","No"
"SVMPoolExecutionLog","Reference for SVMPoolExecutionLog table in Azure Monitor Logs.","Audit, Azure Monitor","","","LogManagement","microsoft.standbypool/standbyvirtualmachinepools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/svmpoolexecutionlog","","Yes","Yes","No","No"
"SVMPoolRequestLog","Reference for SVMPoolRequestLog table in Azure Monitor Logs.","Audit","","","LogManagement","microsoft.standbypool/standbyvirtualmachinepools","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/svmpoolrequestlog","","Yes","Yes","No","No"
"SalesForceRealTimeEventMonitoring_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"SalesforceAuditTrail","Reference for SalesforceAuditTrail table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/salesforceaudittrail","","Yes","Yes","No","Yes"
"SalesforceLoginHistory","Reference for SalesforceLoginHistory table in Azure Monitor Logs.","Security","","","SecurityInsights","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/salesforceloginhistory","","Yes","Yes","No","Yes"
"SalesforceServiceCloudV3_CL","","","","","","","","No","No","No","No","No","Yes","","","","No","Yes","No"
"Samsung_Knox_Audit_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
"SecureScoreControls","Reference for SecureScoreControls table in Azure Monitor Logs.","-","","","Security, SecurityCenter, SecurityCenterFree","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securescorecontrols","","No","Yes","No","No"
"SecureScores","Reference for SecureScores table in Azure Monitor Logs.","-","","","Security, SecurityCenter, SecurityCenterFree","-","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securescores","","No","Yes","No","No"
"SecurityAlert","Reference for SecurityAlert table in Azure Monitor Logs.","Internal","Microsoft","Internal","AzureSecurityOfThings, Security, SecurityCenter, SecurityCenterFree, SecurityInsights","microsoft.securityinsights/securityinsights","","Yes","No","No","Yes","No","Yes","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityalert","","No","Yes","No","Yes"
"SecurityAlert​","","","","","","","","No","No","No","No","No","Yes","","","","No","No","No"
"SecurityAttackPathData","Reference for SecurityAttackPathData table in Azure Monitor Logs.","Security","","","Security, SecurityCenter, SecurityCenterFree","microsoft.security/security","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securityattackpathdata","","Yes","Yes","No","Yes"
"SecurityBaseline","Reference for SecurityBaseline table in Azure Monitor Logs.","Security","","","Security, SecurityCenter, SecurityCenterFree","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines, microsoft.compute/virtualmachinescalesets","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitybaseline","","No","Yes","No","No"
"SecurityBaselineSummary","Reference for SecurityBaselineSummary table in Azure Monitor Logs.","Security","","","Security, SecurityCenter, SecurityCenterFree","microsoft.compute/virtualmachines, microsoft.conenctedvmwarevsphere/virtualmachines, microsoft.azurestackhci/virtualmachines, microsoft.scvmm/virtualmachines","","Yes","No","No","Yes","No","No","https://learn.microsoft.com/en-us/azure/azure-monitor/reference/tables/securitybaselinesummary","","No","Yes","No","No"
"SecurityBridgeLogs_CL","","","","","","","","No","No","No","No","No","Yes","","","","Yes","Yes","Yes"
