solution_name,solution_folder,publisher,support_tier,categories,version,is_published,connector_count,connector_id,connector_title,collection_method,is_deprecated,tables,reason,solution_github_link,connector_github_link
Rapid7InsightVM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,InsightVMCloudAPI,Rapid7 Insight Platform Vulnerability Management Reports,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Rapid7InsightVM/Data%20Connectors/InsightVMCloud_API_FunctionApp.json
Red Canary,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Red%20Canary,Red Canary,Partner,domains,,true,1,RedCanaryDataConnector,Red Canary Threat Detection,REST API,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Red%20Canary,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Red%20Canary/Data%20Connectors/RedCanaryDataConnector.json
RidgeSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RidgeSecurity,RidgeSecurity,Partner,domains,3.0.1,true,1,RidgeBotDataConnector,[Deprecated] RIDGEBOT - data connector for Microsoft Sentinel,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RidgeSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RidgeSecurity/Data%20Connectors/RidgeSecurity.json
RSA SecurID,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RSA%20SecurID,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,RSASecurIDAM,[Deprecated] RSA® SecurID (Authentication Manager),MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RSA%20SecurID,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RSA%20SecurID/Data%20Connectors/RSASecurID.json
RSAIDPlus_AdminLogs_Connector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RSAIDPlus_AdminLogs_Connector,RSA Support Team,Partner,"domains,verticals",3.0.1,true,1,RSAIDPlus_AdmingLogs_Connector,RSA ID Plus Admin Logs Connector,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RSAIDPlus_AdminLogs_Connector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RSAIDPlus_AdminLogs_Connector/Data%20Connectors/RSIDPlus_AdminLogs_Connector_CCP/RSAIDPlus_AdminLogs_ConnectorDefinition.json
RubrikSecurityCloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RubrikSecurityCloud,Rubrik,Partner,domains,3.5.1,true,1,RubrikSecurityCloudAzureFunctions,Rubrik Security Cloud data connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RubrikSecurityCloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/RubrikSecurityCloud/Data%20Connectors/RubrikWebhookEvents/RubrikWebhookEvents_FunctionApp.json
SailPointIdentityNow,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SailPointIdentityNow,SailPoint,Partner,domains,3.0.0,true,1,SailPointIdentityNow,SailPoint IdentityNow,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SailPointIdentityNow,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SailPointIdentityNow/Data%20Connectors/SailPoint_IdentityNow_FunctionApp.json
Salesforce Service Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud,Microsoft Corporation,Microsoft,domains,3.0.9,true,2,SalesforceServiceCloud,[DEPRECATED] Salesforce Service Cloud,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud/Data%20Connectors/SalesforceServiceCloud_API_FunctionApp.json
Salesforce Service Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud,Microsoft Corporation,Microsoft,domains,3.0.9,true,2,SalesforceServiceCloudCCPDefinition,Salesforce Service Cloud (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Salesforce%20Service%20Cloud/Data%20Connectors/SalesforceSentinelConnector_CCP/SalesforceServiceCloud_DataConnectorDefinition.json
Samsung Knox Asset Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Samsung%20Knox%20Asset%20Intelligence,"Samsung Electronics Co., Ltd.",Partner,domains,3.0.3,true,1,SamsungDCDefinition,Samsung Knox Asset Intelligence,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Samsung%20Knox%20Asset%20Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Samsung%20Knox%20Asset%20Intelligence/Data%20Connectors/Template_Samsung.json
SAP BTP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20BTP,Microsoft Corporation,Microsoft,domains,3.0.10,true,1,SAPBTPAuditEvents,SAP BTP,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20BTP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20BTP/Data%20Connectors/SAPBTPPollerConnector/SAPBTP_DataConnectorDefinition.json
SAP ETD Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20ETD%20Cloud,SAP,Partner,domains,3.0.3,true,1,SAPETDAlerts,"SAP Enterprise Threat Detection, cloud edition",CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20ETD%20Cloud,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20ETD%20Cloud/Data%20Connectors/SAPETD_PUSH_CCP/SAPETD_connectorDefinition.json
SAP LogServ,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20LogServ,SAP,Partner,domains,3.0.3,true,1,SAPLogServ,"SAP LogServ (RISE), S/4HANA Cloud private edition",CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20LogServ,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20LogServ/Data%20Connectors/SAPLogServ.json;https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20LogServ/Data%20Connectors/SAPLogServ_PUSH_CCP/SAPLogServ_connectorDefinition.json
SAP S4 Cloud Public Edition,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20S4%20Cloud%20Public%20Edition,SAP,Partner,domains,3.0.2,true,1,SAPS4PublicAlerts,SAP S/4HANA Cloud Public Edition,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20S4%20Cloud%20Public%20Edition,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SAP%20S4%20Cloud%20Public%20Edition/Data%20Connectors/SAPS4PublicPollerConnector/SAPS4Public_connectorDefinition.json
SecurityBridge App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App,SecurityBridge,Partner,"domains,verticals",3.2.1,true,2,SecurityBridge,SecurityBridge Solution for SAP,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App/Data%20Connectors/SecurityBridge_PUSH_CCP/SecurityBridge_connectorDefinition.json
SecurityBridge App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App,SecurityBridge,Partner,"domains,verticals",3.2.1,true,2,SecurityBridgeSAP,SecurityBridge Threat Detection for SAP,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityBridge%20App/Data%20Connectors/Connector_SecurityBridge.json
SecurityScorecard Cybersecurity Ratings,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings,SecurityScorecard,Partner,domains,2.0.0,false,3,SecurityScorecardFactorAzureFunctions,SecurityScorecard Factor,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings/Data%20Connectors/SecurityScorecardFactor/SecurityScorecardFactor_API_FunctionApp.json
SecurityScorecard Cybersecurity Ratings,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings,SecurityScorecard,Partner,domains,2.0.0,false,3,SecurityScorecardIssueAzureFunctions,SecurityScorecard Issue,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings/Data%20Connectors/SecurityScorecardIssue/SecurityScorecardIssue_API_FunctionApp.json
SecurityScorecard Cybersecurity Ratings,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings,SecurityScorecard,Partner,domains,2.0.0,false,3,SecurityScorecardRatingsAzureFunctions,SecurityScorecard Cybersecurity Ratings,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SecurityScorecard%20Cybersecurity%20Ratings/Data%20Connectors/SecurityScorecardRatings/SecurityScorecardRatings_API_FunctionApp.json
Semperis Directory Services Protector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Semperis%20Directory%20Services%20Protector,Semperis,Partner,domains,3.0.2,false,1,SemperisDSP,Semperis Directory Services Protector,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Semperis%20Directory%20Services%20Protector,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Semperis%20Directory%20Services%20Protector/Data%20Connectors/SemperisDSP-connector.json
SenservaPro,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SenservaPro,Senserva,Partner,domains,2.0.2,false,1,SenservaPro,SenservaPro (Preview),Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SenservaPro,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SenservaPro/Data%20Connectors/SenservaPro.json
SentinelOne,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SentinelOne,Microsoft Corporation,Microsoft,domains,3.0.1,true,2,SentinelOne,SentinelOne,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SentinelOne,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SentinelOne/Data%20Connectors/SentinelOne_API_FunctionApp.json
SentinelOne,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SentinelOne,Microsoft Corporation,Microsoft,domains,3.0.1,true,2,SentinelOneCCP,SentinelOne,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SentinelOne,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SentinelOne/Data%20Connectors/SentinelOne_ccp/connectorDefinition.json
SeraphicSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SeraphicSecurity,Seraphic Security,Partner,domains,2.0.0,true,1,SeraphicWebSecurity,Seraphic Web Security,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SeraphicSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SeraphicSecurity/Data%20Connectors/SeraphicSecurityConnector.json
SevcoSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SevcoSecurity,Microsoft Corporation,Microsoft,domains,3.0.0,false,1,SevcoDevices,Sevco Platform - Devices,Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SevcoSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SevcoSecurity/Data%20Connectors/Connector_SevcoSecurity.json
SIGNL4,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SIGNL4,Derdack,Partner,domains,2.0.3,true,1,DerdackSIGNL4,Derdack SIGNL4,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SIGNL4,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SIGNL4/Data%20Connectors/DerdackSIGNL4.json
Silverfort,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Silverfort,Silverfort,Partner,domains,1.0.0,true,1,SilverfortAma,Silverfort Admin Console,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Silverfort,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Silverfort/Data%20Connectors/SilverfortAma.json
SINEC Security Guard,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SINEC%20Security%20Guard,Siemens AG,Partner,"domains,verticals",3.0.3,false,1,SSG,SINEC Security Guard,Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SINEC%20Security%20Guard,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SINEC%20Security%20Guard/Data%20Connectors/data_connector_GenericUI.json
SlackAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit,Microsoft Corporation,Microsoft,domains,3.0.5,true,3,SlackAudit,Slack,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit/Data%20Connectors/SlackNativePollerConnector/azuredeploy_Slack_native_poller_connector.json
SlackAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit,Microsoft Corporation,Microsoft,domains,3.0.5,true,3,SlackAuditAPI,[DEPRECATED] Slack Audit,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit/Data%20Connectors/SlackAudit_API_FunctionApp.json
SlackAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit,Microsoft Corporation,Microsoft,domains,3.0.5,true,3,SlackAuditLogsCCPDefinition,SlackAudit (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlackAudit/Data%20Connectors/SlackAuditLog_CCP/SlackAuditLog_ConnectorDefinition.json
SlashNext,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlashNext,SlashNext,Partner,domains,3.0.0,false,1,SlashNextFunctionApp,SlashNext Function App,Azure Function,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlashNext,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SlashNext/Data%20Connectors/SlashNext_FunctionApp.json
Snowflake,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake,Microsoft Corporation,Microsoft,domains,3.0.8,true,2,SnowflakeDataConnector,[DEPRECATED] Snowflake,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake/Data%20Connectors/Snowflake_API_FunctionApp.json
Snowflake,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake,Microsoft Corporation,Microsoft,domains,3.0.8,true,2,SnowflakeLogsCCPDefinition,Snowflake (via Codeless Connector Framework),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Snowflake/Data%20Connectors/SnowflakeLogs_ccp/SnowflakeLogs_ConnectorDefinition.json
SOC Prime CCF,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SOC%20Prime%20CCF,SOC Prime,Partner,domains,3.0.0,true,1,SOCPrimeAuditLogsDataConnector,SOC Prime Platform Audit Logs Data Connector,CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SOC%20Prime%20CCF,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SOC%20Prime%20CCF/Data%20Connectors/SOCPrime_ccp/SOCPrime_DataConnectorDefinition.json
SonicWall Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonicWall%20Firewall,SonicWall,Partner,domains,3.1.2,true,2,SonicWallFirewall,[Deprecated] SonicWall Firewall via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonicWall%20Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonicWall%20Firewall/Data%20Connectors/SonicwallFirewall.json
SonicWall Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonicWall%20Firewall,SonicWall,Partner,domains,3.1.2,true,2,SonicWallFirewallAma,[Deprecated] SonicWall Firewall via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonicWall%20Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonicWall%20Firewall/Data%20Connectors/template_SonicwallFirewallAMA.json
SonraiSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonraiSecurity,Sonrai,Partner,domains,3.0.0,true,1,SonraiDataConnector,Sonrai Data Connector,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonraiSecurity,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SonraiSecurity/Data%20Connectors/Connector_REST_API_Sonrai.json
Sophos Cloud Optix,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Cloud%20Optix,Sophos,Partner,domains,2.0.1,true,1,SophosCloudOptix,Sophos Cloud Optix,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Cloud%20Optix,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Cloud%20Optix/Data%20Connectors/Connector_REST_API_SophosCloudOptix.json
Sophos Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.0.5,true,2,SophosEP,Sophos Endpoint Protection,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Endpoint%20Protection/Data%20Connectors/SophosEP_API_FunctionApp.json
Sophos Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.0.5,true,2,SophosEndpointProtectionCCPDefinition,Sophos Endpoint Protection (using REST API),CCF,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20Endpoint%20Protection/Data%20Connectors/SophosEP_ccp/SophosEP_DataConnectorDefinition.json
Sophos XG Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20XG%20Firewall,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,SophosXGFirewall,[Deprecated] Sophos XG Firewall,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20XG%20Firewall,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Sophos%20XG%20Firewall/Data%20Connectors/Connector_Syslog_SophosXGFirewall.json
Squadra Technologies SecRmm,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Squadra%20Technologies%20SecRmm,Squadra Technologies,Partner,domains,3.0.0,false,1,SquadraTechnologiesSecRMM,Squadra Technologies secRMM,Unknown (Custom Log),false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Squadra%20Technologies%20SecRmm,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Squadra%20Technologies%20SecRmm/Data%20Connectors/SquadraTechnologiesSecRMM.json
SquidProxy,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SquidProxy,Microsoft Corporation,Microsoft,domains,3.0.1,true,1,SquidProxy,[Deprecated] Squid Proxy,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SquidProxy,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SquidProxy/Data%20Connectors/Connector_CustomLog_SquidProxy.json
Styx Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Styx%20Intelligence,Styx Intelligence,Partner,domains,3.0.0,false,1,StyxViewEndpointConnectorDefinition,StyxView Alerts (via Codeless Connector Platform),CCF,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Styx%20Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Styx%20Intelligence/Data%20Connectors/Alerts/StyxView%20Alerts_ConnectorDefinition.json
Symantec Endpoint Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20Endpoint%20Protection,Microsoft Corporation,Microsoft,domains,3.0.5,true,1,SymantecEndpointProtection,[Deprecated] Symantec Endpoint Protection,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20Endpoint%20Protection,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20Endpoint%20Protection/Data%20Connectors/Connector_Syslog_SymantecEndpointProtection.json
Symantec Integrated Cyber Defense,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20Integrated%20Cyber%20Defense,Microsoft Corporation,Microsoft,domains,2.0.0,true,1,Symantec,Symantec Integrated Cyber Defense Exchange,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20Integrated%20Cyber%20Defense,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20Integrated%20Cyber%20Defense/Data%20Connectors/SymantecICDX.JSON
Symantec VIP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20VIP,Microsoft Corporation,Microsoft,domains,3.0.2,true,1,SymantecVIP,[Deprecated] Symantec VIP,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20VIP,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Symantec%20VIP/Data%20Connectors/Connector_Syslog_SymantecVIP.json
SymantecProxySG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SymantecProxySG,Microsoft Corporation,Microsoft,domains,3.0.3,true,1,SymantecProxySG,[Deprecated] Symantec ProxySG,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SymantecProxySG,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/SymantecProxySG/Data%20Connectors/Connector_Syslog_SymantecProxySG.json
Syslog,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog,Microsoft Corporation,Microsoft,domains,3.0.6,true,2,Syslog,Syslog via Legacy Agent,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog/Data%20Connectors/template_Syslog.json
Syslog,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog,Microsoft Corporation,Microsoft,domains,3.0.6,true,2,SyslogAma,Syslog via AMA,AMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Syslog/Data%20Connectors/template_SyslogAma.json
Talon,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Talon,Talon Security,Partner,domains,2.0.0,true,1,TalonLogs,Talon Insights,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Talon,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Talon/Data%20Connectors/TalonLogs.json
Team Cymru Scout,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Team%20Cymru%20Scout,Team Cymru,Partner,domains,3.1.1,true,1,TeamCymruScout,Team Cymru Scout Data Connector,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Team%20Cymru%20Scout,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Team%20Cymru%20Scout/Data%20Connectors/TeamCymruScout/TeamCymruScout_API_FunctionApp.json
Tenable App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App,Tenable,Partner,domains,3.1.1,true,2,TenableIE,Tenable Identity Exposure,MMA,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App/Data%20Connectors/TenableIE/TenableIE.json
Tenable App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App,Tenable,Partner,domains,3.1.1,true,2,TenableVM,Tenable Vulnerability Management,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Tenable%20App/Data%20Connectors/TenableVM/TenableVM.json
TenableAD,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableAD,,,,,false,1,Tenable.ad,Tenable.ad,MMA,false,,Solution not published on Azure Marketplace,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableAD,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableAD/Data%20Connectors/Tenable.ad.json
TenableIO,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableIO,Tenable,Partner,domains,2.0.2,true,1,TenableIOAPI,Tenable.io Vulnerability Management,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableIO,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TenableIO/Data%20Connectors/TenableIO.json
TheHive,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TheHive,Microsoft Corporation,Microsoft,domains,3.0.0,true,1,TheHiveProjectTheHive,TheHive Project - TheHive,Azure Function,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TheHive,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/TheHive/Data%20Connectors/TheHive_Webhooks_FunctionApp.json
Theom,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Theom,Theom,Partner,domains,3.0.0,true,1,Theom,Theom,Unknown (Custom Log),false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Theom,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Theom/Data%20Connectors/Theom.json
Threat Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Threat%20Intelligence,Microsoft Corporation,Microsoft,domains,3.1.3,true,5,MicrosoftDefenderThreatIntelligence,Microsoft Defender Threat Intelligence,Native,false,,,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Threat%20Intelligence,https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Threat%20Intelligence/Data%20Connectors/template_MicrosoftDefenderThreatIntelligence.json
