"table_name","column_name","column_type","description"
"SigninLogs","FlaggedForReview","bool","During a failed sign in, a user may click a button in the Azure portal to mark the failed event for tenant admins. If a user clicked the button to flag the failed sign in, this value is true."
"SigninLogs","GlobalSecureAccessIpAddress","string","Global secure IP address that user signed in from."
"SigninLogs","HomeTenantId","string","The tenant identifier of the user initiating the sign in. Not applicable in Managed Identity or service principal sign ins."
"SigninLogs","HomeTenantName","string","The tenant name of the external tenant who homes the entitity taking action in the customer's tenant."
"SigninLogs","Id","string","The identifier representing the sign-in activity."
"SigninLogs","Identity","string","The display name of the actor identified in the signin."
"SigninLogs","IncomingTokenType","string","The type of token utilized to signIn (examples: primary refresh token, saml assertion)."
"SigninLogs","IPAddress","string","The IP address of the client from where the sign-in occurred."
"SigninLogs","IPAddressFromResourceProvider","string","The IP address a user used to reach a resource provider, used to determine Conditional Access compliance for some policies. For example, when a user interacts with Exchange Online, the IP address Exchange receives from the user may be recorded here. This value is often null."
"SigninLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"SigninLogs","IsInteractive","bool","Indicates whether a user sign in is interactive. In interactive sign in, the user provides an authentication factor to Azure AD. These factors include passwords, responses to MFA challenges, biometric factors, or QR codes that a user provides to Azure AD or an associated app. In non-interactive sign in, the user doesn't provide an authentication factor. Instead, the client app uses a token or code to authenticate or access a resource on behalf of a user. Non-interactive sign ins are commonly used for a client to sign in on a user's behalf in a process transparent to the user."
"SigninLogs","IsRisky","bool",""
"SigninLogs","IsTenantRestricted","bool","Indicates if a signIn is under a tenant restrictions policy or not."
"SigninLogs","IsThroughGlobalSecureAccess","bool","Displays whether or not a user came through Global Secure Access service or not."
"SigninLogs","Level","string",""
"SigninLogs","Location","string","The 2 letter country code from where the sign-in occurred. Depending on IP address provided, this value may not always resolve to a city or region level of detail."
"SigninLogs","LocationDetails","dynamic","Provides the city, state, country/region and latitude and longitude from where the sign-in happened."
"SigninLogs","MfaDetail","dynamic","This property is deprecated."
"SigninLogs","NetworkLocationDetails","string","The network location details including the type of network used and its names."
"SigninLogs","OperationName","string",""
"SigninLogs","OperationVersion","string",""
"SigninLogs","OriginalRequestId","string","The request identifier of the first request in the authentication sequence."
"SigninLogs","OriginalTransferMethod","string","Transfer method used to initiate a session throughout all subsequent requests."
"SigninLogs","ProcessingTimeInMilliseconds","string",""
"SigninLogs","Resource","string",""
"SigninLogs","ResourceDisplayName","string","The name of the resource that the user signed in to."
"SigninLogs","ResourceGroup","string",""
"SigninLogs","ResourceId","string","The identifier of the resource that the user signed in to."
"SigninLogs","ResourceIdentity","string","The resource that the user signed in to."
"SigninLogs","ResourceOwnerTenantId","string","The tenant identifier of the owner of the resource referenced in the sign in."
"SigninLogs","ResourceProvider","string",""
"SigninLogs","ResourceServicePrincipalId","string","The identifier of the service principal representing the target resource in the sign-in event."
"SigninLogs","ResourceTenantId","string","The tenant identifier of the resource referenced in the sign in."
"SigninLogs","ResultDescription","string","Provides the error message or the reason for failure for the corresponding sign-in activity."
"SigninLogs","ResultSignature","string",""
"SigninLogs","ResultType","string","Provides the 5-6 digit error code that's generated during a sign-in event. 0 indicates success; other values are failures. You can find more information using the Azure AD Error Codes documentation orhttps://login.microsoftonline.com/error."
"SigninLogs","RiskDetail","string","The reason behind a specific state of a risky user, sign-in, or a risk event. Possible values: none, adminGeneratedTemporaryPassword, userPerformedSecuredPasswordChange, userPerformedSecuredPasswordReset, adminConfirmedSigninSafe, aiConfirmedSigninSafe, userPassedMFADrivenByRiskBasedPolicy, adminDismissedAllRiskForUser, or adminConfirmedSigninCompromised. The value none means that no action has been performed on the user or sign-in so far. Note: Details for this property are only available for Azure AD Premium P2 customers. All other customers are returned hidden."
"SigninLogs","RiskEventTypes","string","This property is deprecated."
"SigninLogs","RiskEventTypes_V2","string","The list of risk event types associated with the sign-in. Possible values: unlikelyTravel, anonymizedIPAddress, maliciousIPAddress, unfamiliarFeatures, malwareInfectedIPAddress, suspiciousIPAddress, leakedCredentials, investigationsThreatIntelligence, or generic."
"SigninLogs","RiskLevel","string",""
"SigninLogs","RiskLevelAggregated","string","The aggregated risk level. Possible values: none, low, medium, high, or hidden. The value hidden means the user or sign-in was not enabled for Azure AD Identity Protection. Note: Details for this property are only available for Azure AD Premium P2 customers. All other customers are returned hidden."
"SigninLogs","RiskLevelDuringSignIn","string","The risk level during sign-in. Possible values: none, low, medium, high, or hidden. The value hidden means the user or sign-in was not enabled for Azure AD Identity Protection. Note: Details for this property are only available for Azure AD Premium P2 customers. All other customers are returned hidden."
"SigninLogs","RiskState","string","The risk state of a risky user, sign-in, or a risk event. Possible values: none, confirmedSafe, remediated, dismissed, atRisk, or confirmedCompromised."
"SigninLogs","ServicePrincipalId","string","The application identifier used for sign-in. This field is populated when you are signing in using an application."
"SigninLogs","ServicePrincipalName","string","The application name used for sign-in. This field is populated when you are signing in using an application."
"SigninLogs","SessionId","string","Id of the session that was generated during the signIn."
"SigninLogs","SessionLifetimePolicies","string","Any conditional access session management policies that were applied during the sign-in event."
"SigninLogs","SignInIdentifier","string","The identification that the user provided to sign in. It may be the userPrincipalName but it's also populated when a user signs in using other identifiers."
"SigninLogs","SignInIdentifierType","string","The type of sign in identifier. Possible values are: userPrincipalName, phoneNumber, proxyAddress, qrCode, onPremisesUserPrincipalName."
"SigninLogs","SourceAppClientId","string","The Source App's Client ID for Target Identities."
"SigninLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"SigninLogs","Status","dynamic","The sign-in status. Includes the error code and description of the error (in case of a sign-in failure)."
"SigninLogs","TimeGenerated","datetime",""
"SigninLogs","TokenIssuerName","string","The name of the identity provider. For example, sts.microsoft.com."
"SigninLogs","TokenIssuerType","string","The type of identity provider. The possible values are: AzureAD, or ADFederationServices, AzureADBackupAuth, ADFederationServicesMFAAdapter, NPSExtension."
"SigninLogs","TokenProtectionStatusDetails","dynamic","Token protection creates a cryptographically secure tie between the token and the device it's issued to. This field indicates whether the signin token was bound to the device or not."
"SigninLogs","Type","string","The name of the table"
"SigninLogs","UniqueTokenIdentifier","string","A unique base64 encoded request identifier used to track tokens issued by Azure AD as they are redeemed at resource providers."
"SigninLogs","UserAgent","string","The user agent information related to sign-in."
"SigninLogs","UserDisplayName","string","The display name of the user."
"SigninLogs","UserId","string","The identifier of the user."
"SigninLogs","UserPrincipalName","string","The UPN of the user."
"SigninLogs","UserType","string","Identifies whether the user is a member or guest in the tenant. Possible values are: member and guest."
"SqlVulnerabilityAssessmentResult","ActualResult","string",""
"SqlVulnerabilityAssessmentResult","AgentId","string",""
"SqlVulnerabilityAssessmentResult","BenchmarkReferences","string",""
"SqlVulnerabilityAssessmentResult","_BilledSize","real","The record size in bytes"
"SqlVulnerabilityAssessmentResult","Category","string",""
"SqlVulnerabilityAssessmentResult","CheckId","string",""
"SqlVulnerabilityAssessmentResult","Computer","string",""
"SqlVulnerabilityAssessmentResult","DatabaseName","string",""
"SqlVulnerabilityAssessmentResult","Description","string",""
"SqlVulnerabilityAssessmentResult","Impact","string",""
"SqlVulnerabilityAssessmentResult","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"SqlVulnerabilityAssessmentResult","ManagementGroupName","string",""
"SqlVulnerabilityAssessmentResult","Query","string",""
"SqlVulnerabilityAssessmentResult","Remediation","string",""
"SqlVulnerabilityAssessmentResult","RemediationScripts","string",""
"SqlVulnerabilityAssessmentResult","ResourceGroup","string",""
"SqlVulnerabilityAssessmentResult","ResourceId","string",""
"SqlVulnerabilityAssessmentResult","ResourceProvider","string",""
"SqlVulnerabilityAssessmentResult","ResourceType","string",""
"SqlVulnerabilityAssessmentResult","Risk","string",""
"SqlVulnerabilityAssessmentResult","ScanId","string",""
"SqlVulnerabilityAssessmentResult","ServerInstanceName","string",""
"SqlVulnerabilityAssessmentResult","ServerInstanceType","string",""
"SqlVulnerabilityAssessmentResult","ServerVersion","string",""
"SqlVulnerabilityAssessmentResult","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"SqlVulnerabilityAssessmentResult","Status","string",""
"SqlVulnerabilityAssessmentResult","SubscriptionId","string",""
"SqlVulnerabilityAssessmentResult","TimeGenerated","datetime",""
"SqlVulnerabilityAssessmentResult","Title","string",""
"SqlVulnerabilityAssessmentResult","Type","string","The name of the table"
"StorageBlobLogs","AccessTier","string","The access tier of the storage account."
"StorageBlobLogs","AccountName","string","The name of the storage account."
"StorageBlobLogs","AuthenticationHash","string","The hash of authentication token."
"StorageBlobLogs","AuthenticationType","string","The type of authentication that was used to make the request."
"StorageBlobLogs","AuthorizationDetails","dynamic","Detailed policy information used to authorize the request."
"StorageBlobLogs","_BilledSize","real","The record size in bytes"
"StorageBlobLogs","CallerIpAddress","string","The IP address of the requester, including the port number."
"StorageBlobLogs","Category","string","The category of requested operation."
"StorageBlobLogs","ClientRequestId","string","The x-ms-client-request-id header value of the request."
"StorageBlobLogs","ConditionsUsed","string","A semicolon-separated list of key-value pairs that represent a condition."
"StorageBlobLogs","ContentLengthHeader","long","The value of the Content-Length header for the request sent to the storage service."
"StorageBlobLogs","CorrelationId","string","The ID that is used to correlate logs across resources."
"StorageBlobLogs","DestinationUri","string","Records the destination URI for operations."
"StorageBlobLogs","DurationMs","real","The total time, expressed in milliseconds, to perform the requested operation. This includes the time to read the incoming request, and to send the response to the requester."
"StorageBlobLogs","Etag","string","The ETag identifier for the returned object, in quotes."
"StorageBlobLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageBlobLogs","LastModifiedTime","datetime","The Last Modified Time (LMT) for the returned object. This field is empty for operations that can return multiple objects."
"StorageBlobLogs","Location","string","The location of storage account."
"StorageBlobLogs","MetricResponseType","string","Records the metric response for correlation between metrics and logs."
"StorageBlobLogs","ObjectKey","string","The key of the requested object, in quotes."
"StorageBlobLogs","OperationCount","int","The number of each logged operation that is involved in the request. This count starts with an index of 0. Some requests require more than one operation, such as a request to copy a blob. Most requests perform only one operation."
"StorageBlobLogs","OperationName","string","The type of REST operation that was performed."
"StorageBlobLogs","OperationVersion","string","The storage service version that was specified when the request was made. This is equivalent to the value of the x-ms-version header."
"StorageBlobLogs","Protocol","string","The protocol that is used in the operation."
"StorageBlobLogs","ReferrerHeader","string","The Referer header value."
"StorageBlobLogs","RehydratePriority","string","The priority used to rehydrate an archived blob."
"StorageBlobLogs","RequestBodySize","long","The size of the request packets, expressed in bytes, that are read by the storage service. If a request is unsuccessful, this value might be empty."
"StorageBlobLogs","RequesterAppId","string","The Open Authorization (OAuth) application ID that is used as the requester."
"StorageBlobLogs","RequesterAudience","string","The OAuth audience of the request."
"StorageBlobLogs","RequesterObjectId","string","The OAuth object ID of the requester."
"StorageBlobLogs","RequesterTenantId","string","The OAuth tenant ID of identity."
"StorageBlobLogs","RequesterTokenIssuer","string","The OAuth token issuer."
"StorageBlobLogs","RequesterUpn","string","The User Principal Names of requestor."
"StorageBlobLogs","RequestHeaderSize","long","The size of the request header expressed in bytes. If a request is unsuccessful, this value might be empty."
"StorageBlobLogs","RequestMd5","string","The value of either the Content-MD5 header or the x-ms-content-md5 header in the request. The MD5 hash value specified in this field represents the content in the request."
"StorageBlobLogs","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageBlobLogs","ResponseBodySize","long","The size of the response packets written by the storage service, in bytes. If a request is unsuccessful, this value may be empty."
"StorageBlobLogs","ResponseHeaderSize","long","The size of the response header expressed in bytes. If a request is unsuccessful, this value might be empty."
"StorageBlobLogs","ResponseMd5","string","The value of the MD5 hash calculated by the storage service."
"StorageBlobLogs","SasExpiryStatus","string","Records any violations in the request SAS token as per the SAS policy set in the storage account. Ex: longer SAS token duration specified than allowed per SAS policy"
"StorageBlobLogs","SchemaVersion","string","The schema version of the log."
"StorageBlobLogs","ServerLatencyMs","real","The total time expressed in milliseconds to perform the requested operation. This value doesn't include network latency (the time to read the incoming request and send the response to the requester)."
"StorageBlobLogs","ServiceType","string","The service associated with this request."
"StorageBlobLogs","SourceAccessTier","string","The source tier of the storage account."
"StorageBlobLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageBlobLogs","SourceUri","string","Records the source URI for operations."
"StorageBlobLogs","StatusCode","string","The HTTP status code for the request. If the request is interrupted, this value might be set to Unknown."
"StorageBlobLogs","StatusText","string","The status of the requested operation."
"StorageBlobLogs","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageBlobLogs","TenantId","string","The Log Analytics workspace ID"
"StorageBlobLogs","TimeGenerated","datetime","The Universal Time Coordinated (UTC) time when the request was received by storage."
"StorageBlobLogs","TlsVersion","string","The TLS version used in the connection of request."
"StorageBlobLogs","Type","string","The name of the table"
"StorageBlobLogs","Uri","string","Uniform resource identifier that is requested."
"StorageBlobLogs","UserAgentHeader","string","The User-Agent header value, in quotes."
"StorageCacheOperationEvents","_BilledSize","real","The record size in bytes"
"StorageCacheOperationEvents","CorrelationId","string","Unique identifier to be used to correlate logs, if available."
"StorageCacheOperationEvents","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageCacheOperationEvents","Location","string","The region of the resource associated with the event."
"StorageCacheOperationEvents","OperationName","string","The operation name for which the log entry was created."
"StorageCacheOperationEvents","PrimingJobName","string","Name of the priming job associated with the operation, if available."
"StorageCacheOperationEvents","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageCacheOperationEvents","ResponseCode","int","HTTP status of API request."
"StorageCacheOperationEvents","ResultDescription","string","Details about the result, if available."
"StorageCacheOperationEvents","ResultType","string","Result of the REST API request."
"StorageCacheOperationEvents","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageCacheOperationEvents","StorageTargetName","string","Name of the storage target associated with the operation, if available."
"StorageCacheOperationEvents","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageCacheOperationEvents","TenantId","string","The Log Analytics workspace ID"
"StorageCacheOperationEvents","TimeGenerated","datetime","Timestamp (UTC) when the log was created."
"StorageCacheOperationEvents","Type","string","The name of the table"
"StorageCacheUpgradeEvents","AvailableFirmwareVersion","string","The firmware version for upgrade, if available."
"StorageCacheUpgradeEvents","_BilledSize","real","The record size in bytes"
"StorageCacheUpgradeEvents","CorrelationId","string","Unique identifier to be used to correlate logs, if available."
"StorageCacheUpgradeEvents","CurrentFirmwareVersion","string","The firmware version currently running."
"StorageCacheUpgradeEvents","Description","string","The description of the upgrade event."
"StorageCacheUpgradeEvents","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageCacheUpgradeEvents","Location","string","The region of the resource associated with the event."
"StorageCacheUpgradeEvents","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageCacheUpgradeEvents","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageCacheUpgradeEvents","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageCacheUpgradeEvents","TenantId","string","The Log Analytics workspace ID"
"StorageCacheUpgradeEvents","TimeGenerated","datetime","Timestamp (UTC) when the log was created."
"StorageCacheUpgradeEvents","Type","string","The name of the table"
"StorageCacheWarningEvents","_BilledSize","real","The record size in bytes"
"StorageCacheWarningEvents","CorrelationId","string","Unique identifier to be used to correlate logs, if available."
"StorageCacheWarningEvents","Description","string","The description of the warning event."
"StorageCacheWarningEvents","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageCacheWarningEvents","Level","string","The severity level of the event: Informational, Warning, Error, or Critical."
"StorageCacheWarningEvents","Location","string","The region of the resource associated with the event."
"StorageCacheWarningEvents","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageCacheWarningEvents","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageCacheWarningEvents","State","string","The state of the warning: Active or Cleared."
"StorageCacheWarningEvents","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageCacheWarningEvents","TenantId","string","The Log Analytics workspace ID"
"StorageCacheWarningEvents","TimeGenerated","datetime","Timestamp (UTC) when the log was created."
"StorageCacheWarningEvents","Type","string","The name of the table"
"StorageFileLogs","AccountName","string","The name of the storage account."
"StorageFileLogs","AuthenticationHash","string","The hash of authentication token."
"StorageFileLogs","AuthenticationType","string","The type of authentication that was used to make the request."
"StorageFileLogs","AuthorizationDetails","dynamic","Detailed policy information used to authorize the request."
"StorageFileLogs","_BilledSize","real","The record size in bytes"
"StorageFileLogs","CallerIpAddress","string","The IP address of the requester, including the port number."
"StorageFileLogs","Category","string","The category of requested operation."
"StorageFileLogs","ClientRequestId","string","The x-ms-client-request-id header value of the request."
"StorageFileLogs","ConditionsUsed","string","A semicolon-separated list of key-value pairs that represent a condition."
"StorageFileLogs","ContentLengthHeader","long","The value of the Content-Length header for the request sent to the storage service."
"StorageFileLogs","CorrelationId","string","The ID that is used to correlate logs across resources."
"StorageFileLogs","DurationMs","real","The total time, expressed in milliseconds, to perform the requested operation. This includes the time to read the incoming request, and to send the response to the requester."
"StorageFileLogs","Etag","string","The ETag identifier for the returned object, in quotes."
"StorageFileLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageFileLogs","LastModifiedTime","datetime","The Last Modified Time (LMT) for the returned object. This field is empty for operations that can return multiple objects."
"StorageFileLogs","Location","string","The location of storage account."
"StorageFileLogs","MetricResponseType","string","Records the metric response for correlation between metrics and logs."
"StorageFileLogs","ObjectKey","string","The key of the requested object, in quotes."
"StorageFileLogs","OperationCount","int","The number of each logged operation that is involved in the request. This count starts with an index of 0. Some requests require more than one operation, such as a request to copy a blob. Most requests perform only one operation."
"StorageFileLogs","OperationName","string","The type of REST operation that was performed."
"StorageFileLogs","OperationVersion","string","The storage service version that was specified when the request was made. This is equivalent to the value of the x-ms-version header."
"StorageFileLogs","Protocol","string","The protocol that is used in the operation."
"StorageFileLogs","ReferrerHeader","string","The Referer header value."
"StorageFileLogs","RequestBodySize","long","The size of the request packets, expressed in bytes, that are read by the storage service. If a request is unsuccessful, this value might be empty."
"StorageFileLogs","RequesterAppId","string","The Open Authorization (OAuth) application ID that is used as the requester."
"StorageFileLogs","RequesterAudience","string","The OAuth audience of the request."
"StorageFileLogs","RequesterObjectId","string","The OAuth object ID of the requester."
"StorageFileLogs","RequesterTenantId","string","The OAuth tenant ID of identity."
"StorageFileLogs","RequesterTokenIssuer","string","The OAuth token issuer."
"StorageFileLogs","RequesterUpn","string","The User Principal Names of requester."
"StorageFileLogs","RequesterUserName","string","The user name of requester for SMB."
"StorageFileLogs","RequestHeaderSize","long","The size of the request header expressed in bytes. If a request is unsuccessful, this value might be empty."
"StorageFileLogs","RequestMd5","string","The value of either the Content-MD5 header or the x-ms-content-md5 header in the request. The MD5 hash value specified in this field represents the content in the request."
"StorageFileLogs","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageFileLogs","ResponseBodySize","long","The size of the response packets written by the storage service, in bytes. If a request is unsuccessful, this value may be empty."
"StorageFileLogs","ResponseHeaderSize","long","The size of the response header expressed in bytes. If a request is unsuccessful, this value might be empty."
"StorageFileLogs","ResponseMd5","string","The value of the MD5 hash calculated by the storage service."
"StorageFileLogs","SasExpiryStatus","string","Records any violations in the request SAS token as per the SAS policy set in the storage account. Ex: longer SAS token duration specified than allowed per SAS policy"
"StorageFileLogs","SchemaVersion","string","The schema version of the log."
"StorageFileLogs","ServerLatencyMs","real","The total time expressed in milliseconds to perform the requested operation. This value doesn't include network latency (the time to read the incoming request and send the response to the requester)."
"StorageFileLogs","ServiceType","string","The service associated with this request."
"StorageFileLogs","SmbCommandDetail","string","More information about this specific request rather than the general type of request."
"StorageFileLogs","SmbCommandMajor","int","Value in SMB2_HEADER.Command, and is currently a number between 0 and 18 inclusive."
"StorageFileLogs","SmbCommandMinor","string","The subclass of SmbCommandMajor, where appropriate."
"StorageFileLogs","SmbCreditsConsumed","int","The ingress or egress consumed by the request, in units of 64k."
"StorageFileLogs","SmbFileId","string","The FileId associated with file or directory. Roughly analogous to an NTFS FileId."
"StorageFileLogs","SmbMessageID","string","The connection relative MessageId."
"StorageFileLogs","SmbPersistentHandleID","string","Persistent HandleID from an SMB2 Create request that survives network reconnects. Referenced in [MS-SMB2] 2.2.14.1 as SMB2_FILEID.Persistent."
"StorageFileLogs","SmbPrimarySID","string","Security Identifier of Kerberos Authenticated request"
"StorageFileLogs","SmbSessionID","string","The SMB2 SessionId established at SessionSetup time."
"StorageFileLogs","SmbStatusCode","string","Status code for SMB in a hex format."
"StorageFileLogs","SmbTreeConnectID","string","The SMB TreeConnectID established at TreeConnect time."
"StorageFileLogs","SmbVolatileHandleID","string","Volatile HandleID from an SMB2 Create request that is recycled on network reconnects. Referenced in [MS-SMB2] 2.2.14.1 as SMB2_FILEID.Volatile."
"StorageFileLogs","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageFileLogs","StatusCode","string","The HTTP status code for the request. If the request is interrupted, this value might be set to Unknown."
"StorageFileLogs","StatusText","string","The status of the requested operation."
"StorageFileLogs","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageFileLogs","TenantId","string","The Log Analytics workspace ID"
"StorageFileLogs","TimeGenerated","datetime","The Universal Time Coordinated (UTC) time when the request was received by storage."
"StorageFileLogs","TlsVersion","string","The TLS version used in the connection of request."
"StorageFileLogs","Type","string","The name of the table"
"StorageFileLogs","Uri","string","Uniform resource identifier that is requested."
"StorageFileLogs","UserAgentHeader","string","The User-Agent header value, in quotes."
"StorageMalwareScanningResults","AggregatedScanId","string","If this object was scanned as part of an aggregated scan, this is the ID of that scan."
"StorageMalwareScanningResults","_BilledSize","real","The record size in bytes"
"StorageMalwareScanningResults","BlobEtag","string","The Etag of the scanned blob (Deprecated, use ScannedObjectEtag instead)."
"StorageMalwareScanningResults","BlobUri","string","The URI of the scanned blob (Deprecated, use ScannedObjectUri instead)."
"StorageMalwareScanningResults","CorrelationId","string","The ID of a specific scan."
"StorageMalwareScanningResults","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageMalwareScanningResults","OperationName","string","The operation associated with log record."
"StorageMalwareScanningResults","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageMalwareScanningResults","ScanFinishedTimeUtc","datetime","Scan finished time in UTC."
"StorageMalwareScanningResults","ScannedObjectEtag","string","The Etag of the scanned object (blob or file)."
"StorageMalwareScanningResults","ScannedObjectUri","string","The URI of the scanned object (blob or file)."
"StorageMalwareScanningResults","ScanResultDetails","dynamic","Information regarding the scan results."
"StorageMalwareScanningResults","ScanResultType","string","Type of the scan result (Malicious, Error, No Threat Found, Not Scanned)."
"StorageMalwareScanningResults","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageMalwareScanningResults","StorageAccountLocation","string","The location of the storage account."
"StorageMalwareScanningResults","StorageAccountName","string","The name of the storage account."
"StorageMalwareScanningResults","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageMalwareScanningResults","TenantId","string","The Log Analytics workspace ID"
"StorageMalwareScanningResults","TimeGenerated","datetime","The timestamp (UTC) when the log was generated."
"StorageMalwareScanningResults","Type","string","The name of the table"
"StorageMoverCopyLogsFailed","_BilledSize","real","The record size in bytes"
"StorageMoverCopyLogsFailed","Details","string","The error description and any additional details if available."
"StorageMoverCopyLogsFailed","FileSize","long","The file size in bytes (if available). Only applicable when item type is File."
"StorageMoverCopyLogsFailed","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageMoverCopyLogsFailed","ItemPath","string","Relative path of the item from the migration source, and target root directories."
"StorageMoverCopyLogsFailed","ItemType","string","Type of the item, either 'F' for file, or 'D' for directory."
"StorageMoverCopyLogsFailed","JobRunName","string","Unique name of the job run which generated this log."
"StorageMoverCopyLogsFailed","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageMoverCopyLogsFailed","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageMoverCopyLogsFailed","StatusCode","string","The storage mover status code."
"StorageMoverCopyLogsFailed","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageMoverCopyLogsFailed","TenantId","string","The Log Analytics workspace ID"
"StorageMoverCopyLogsFailed","TimeGenerated","datetime","Time in UTC when the log was generated on the Storage Mover agent."
"StorageMoverCopyLogsFailed","TransferResult","string","The final transfer result of the item. One of: Excluded, Failed, Transferred, NoCopyNecessary, Unsupported."
"StorageMoverCopyLogsFailed","Type","string","The name of the table"
"StorageMoverCopyLogsTransferred","_BilledSize","real","The record size in bytes"
"StorageMoverCopyLogsTransferred","Details","string","The error description and any additional details if available."
"StorageMoverCopyLogsTransferred","FileSize","long","The file size in bytes (if available). Only applicable when item type is File."
"StorageMoverCopyLogsTransferred","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageMoverCopyLogsTransferred","ItemPath","string","Relative path of the item from the migration source, and target root directories."
"StorageMoverCopyLogsTransferred","ItemType","string","Type of the item, either 'F' for file, or 'D' for directory."
"StorageMoverCopyLogsTransferred","JobRunName","string","Unique name of the job run which generated this log."
"StorageMoverCopyLogsTransferred","_ResourceId","string","A unique identifier for the resource that the record is associated with"
"StorageMoverCopyLogsTransferred","SourceSystem","string","The type of agent the event was collected by. For example,OpsManagerfor Windows agent, either direct connect or Operations Manager,Linuxfor all Linux agents, orAzurefor Azure Diagnostics"
"StorageMoverCopyLogsTransferred","StatusCode","string","The storage mover status code."
"StorageMoverCopyLogsTransferred","_SubscriptionId","string","A unique identifier for the subscription that the record is associated with"
"StorageMoverCopyLogsTransferred","TenantId","string","The Log Analytics workspace ID"
"StorageMoverCopyLogsTransferred","TimeGenerated","datetime","Time in UTC when the log was generated on the Storage Mover agent."
"StorageMoverCopyLogsTransferred","TransferResult","string","The final transfer result of the item. One of: Excluded, Failed, Transferred, NoCopyNecessary, Unsupported."
"StorageMoverCopyLogsTransferred","Type","string","The name of the table"
"StorageMoverJobRunLogs","_BilledSize","real","The record size in bytes"
"StorageMoverJobRunLogs","_IsBillable","string","Specifies whether ingesting the data is billable. When _IsBillable isfalseingestion isn't billed to your Azure account"
"StorageMoverJobRunLogs","JobRunName","string","JobRunName"
"StorageMoverJobRunLogs","Level","string","The log level. Can be Informational, Warning or Error."
"StorageMoverJobRunLogs","Message","string","Log message."
"StorageMoverJobRunLogs","_ResourceId","string","A unique identifier for the resource that the record is associated with"
