"solution_name","solution_folder","solution_github_url","solution_publisher_id","solution_offer_id","solution_first_publish_date","solution_last_publish_date","solution_version","solution_support_name","solution_support_tier","solution_support_link","solution_author_name","solution_categories","solution_readme_file","solution_logo_url","solution_description","solution_dependencies","has_connectors","is_deprecated","deprecation_date","is_published","marketplace_url","mp_is_published","mp_url","mp_display_name","mp_summary","mp_long_summary","mp_publisher_display_name","mp_is_preview","mp_is_stop_sell","mp_creation_date","mp_last_modified_date","mp_categories","mp_keywords","mp_popularity","mp_rating_average","mp_rating_count","mp_is_free","mp_is_byol","mp_is_microsoft_product","mp_last_checked"
"AWSAthena","AWSAthena","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AWSAthena","azuresentinel","azure-sentinel-solution-awsathena","2022-11-18","","3.0.1","Microsoft Corporation","Microsoft","https://support.microsoft.com/","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Solutions/AWSAthena/Playbooks/aws-logo.svg","[Amazon Athena](https://aws.amazon.com/athena/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc) is an interactive query service that makes it easy to analyze data in Amazon S3 using standard SQL. Athena is serverless, so there is no infrastructure to manage, and you pay only for the queries that you run. 

 **Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs:

 a. [Azure Functions](https://azure.microsoft.com/products/functions/#overview)","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awsathena","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awsathena","AWS Athena","AWS Athena","Amazon Athena is an interactive query service that makes it easy to analyze data in Amazon S3 using standard SQL.","Microsoft Sentinel, Microsoft Corporation","false","false","2024-02-27","2026-01-15","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft sentinel;f1de974b-f438-4719-b423-8bf704ba2aef ;AWS Athena;AWS Athena","0.653","0.0","0","false","false","true","2026-04-02"
"AWS_AccessLogs","AWS_AccessLogs","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AWS_AccessLogs","azuresentinel","azure-sentinel-solution-awsaccesslogs","2025-02-06","","3.0.0","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Aws.svg","The AWS S3 Server Access Logs connector for Microsoft Sentinel allows you to track and analyze access requests to your S3 buckets. It helps you monitor who is accessing your data, what actions they are performing, and any issues that arise.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awsaccesslogs","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-awsaccesslogs","AWS Access Logs","AWS Access Logs ","The AWS S3 Server Access Logs connector for Microsoft Sentinel allows you to track and analyze access requests to your S3 buckets. It helps you monitor who is accessing your data, what actions they are performing, and any issues that arise.","Microsoft Sentinel, Microsoft Corporation","false","false","2025-08-12","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;AWS Access Logs ;AWS Access Logs","0.433","0.0","0","false","false","true","2026-04-02"
"AWS_IAM","AWS_IAM","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AWS_IAM","azuresentinel","azure-sentinel-solution-amazonwebservicesiam","2022-09-28","","2.0.1","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Aws.svg","The [Amazon Web Services (AWS) Identity and Access Management (IAM)](https://aws.amazon.com/iam/) Solution for Microsoft Sentinel allows you to manage resources in AWS via playbooks thats use the [AWS IAM API](https://docs.aws.amazon.com/IAM/latest/APIReference/welcome.html). The Playbboks included in the solution allow Enriching Incident with user information add tag to a user in AWS and delete access keys for users.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservicesiam","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservicesiam","AWS IAM","AWS IAM","The Amazon Web Services (AWS) Identity and Access Management (IAM) Solution for Microsoft Sentinel allows you to manage resources in AWS via playbooks thats use the AWS IAM API.","Microsoft Sentinel, Microsoft Corporation","false","false","2023-05-30","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm;AzureSentinelSolution","Microsoft sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;AWS IAM;AWS IAM","0.969","0.0","0","false","false","true","2026-04-02"
"AbnormalSecurity","AbnormalSecurity","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AbnormalSecurity","abnormalsecuritycorporation1593011233180","fe1b4806-215b-4610-bf95-965a7a65579c","2021-10-20","","3.0.1","Abnormal Security","Partner","https://abnormalsecurity.com/contact","AbnormalSecurity - support@abnormalsecurity.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Solutions/AbnormalSecurity/Data%20Connectors/Logo/abnormalsecurity.svg","The Abnormal Security Events solution provides the capability to ingest threat and case logs into Microsoft Sentinel using the [Abnormal Security Rest API](https://app.swaggerhub.com/apis/abnormal-security/abx/). 
  
 **Underlying Microsoft Technologies used:**  
  
 This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs: 
  
 a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)  
  
 b. [Azure Functions](https://azure.microsoft.com/services/functions/#overview)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/abnormalsecuritycorporation1593011233180.fe1b4806-215b-4610-bf95-965a7a65579c","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/abnormalsecuritycorporation1593011233180.fe1b4806-215b-4610-bf95-965a7a65579c","Abnormal Security Events","Data Connector for Abnormal Security's REST API","The Abnormal Security data connector provides the capability to ingest threat and case logs into Azure Sentinel using the Abnormal Security Rest API","Abnormal Security Corporation","false","false","2023-04-03","2025-12-13","security;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;Abnormal Security Events","0.294","0.0","0","false","false","true","2026-04-02"
"AbuseIPDB","AbuseIPDB","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AbuseIPDB","azuresentinel","azure-sentinel-solution-abuseipdb","2022-05-23","","3.0.2","Microsoft Corporation","Microsoft","https://support.microsoft.com/","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","The [AbuseIPDB](https://www.abuseipdb.com/about) solution for Microsoft Sentinel allows you to check the reputation of IP addresses in log data and perform automated actions like enriching a Microsoft Sentinel incident by IP reputation information, add blacklisted IP addresses to ThreatIntelligenceIndicator table and reporting IPs to Abuse IPDB based on a user response in Teams.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-abuseipdb","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-abuseipdb","AbuseIPDB","AbuseIPDB","AbuseIPDB","Microsoft Sentinel, Microsoft Corporation","false","false","2023-11-22","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;AbuseIPDB;AbuseIPDB","0.129","1.0","3","false","false","true","2026-04-02"
"Acronis Cyber Protect Cloud","Acronis Cyber Protect Cloud","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Acronis%20Cyber%20Protect%20Cloud","acronisinternationalgmbh","azure-sentinel-solution-acronis-cyber-protect","2025-10-28","2025-10-28","3.0.0","Acronis International GmbH","Partner","https://www.acronis.com/en/support","Acronis - support@acronis.com","domains,verticals","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Acronis.svg","The Acronis Cyber Protect Cloud solution for Microsoft Sentinel enables companies to ingest Acronis alerts, events, and activities into Microsoft Sentinel. The data is initially stored on a device on the company network using the Acronis agent as a writer. [See Acronis SIEM Connector documentation here](https://www.acronis.com/en-us/support/documentation/CyberProtectionService/index.html#siem-plans.html) The integration includes custom Acronis detection rules and hunting queries to help companies proactively hunt for threats.","","false","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/acronisinternationalgmbh.azure-sentinel-solution-acronis-cyber-protect","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/acronisinternationalgmbh.azure-sentinel-solution-acronis-cyber-protect","Acronis Cyber Protect Cloud","Ingest Acronis alerts, events, and activities into Microsoft Sentinel","The Acronis Cyber Protect Cloud integration for Microsoft Sentinel enables companies to ingest Acronis alerts, events, and activities into Microsoft Sentinel. The integration includes custom Acronis detection rules and hunting queries.","Acronis","false","false","2025-11-04","2026-03-02","identity-and-access-management;information-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","f1de974b-f438-4719-b423-8bf704ba2aef;security;threat protection;Acronis Cyber Protect Cloud","0.0","0.0","0","false","false","true","2026-04-02"
"Agari","Agari","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Agari","agari","Agari_MSS","2022-05-02","","2.0.0","Agari","Partner","https://support.agari.com/hc/en-us/articles/360000645632-How-to-access-Agari-Support","Agari","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/agari_logo.svg","Agari Phishing Defense and Brand Protection Solution for Microsoft Azure Sentinel makes it easy to connect Agari email threat data to the Microsoft Sentinel SOAR, improving visibility into email threats, accelerating incident response, and driving SOC efficiency. The Agari Data Connector included in the solution supports every Agari product: [Agari Brand Protection](https://www.agari.com/insights/solution-briefs/agari-brand-protection/), [Agari Phishing Defense](https://www.agari.com/products/phishing-defense/), and [Agari Phishing Response](https://www.agari.com/products/phishing-response/). Leveraging Agari data to enrich and share threat intelligence across multiple applications helps safeguard your entire infrastructure against email threats. For more details about this solution refer to [https://www.agari.com/insights/solution-briefs/microsoft-azure-sentinel-integration/](https://www.agari.com/insights/solution-briefs/microsoft-azure-sentinel-integration/)

**Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs:
 a. [Azure Functions](https://azure.microsoft.com/services/functions/#overview)
  b. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)
c. [Microsoft Security Graph API](https://docs.microsoft.com/graph/api/resources/security-api-overview?view=graph-rest-1.0)","","true","false","","false","","false","","","","","","","","","","","","","","","","","","2026-04-02"
"AgileSec Analytics Connector","AgileSec Analytics Connector","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/AgileSec%20Analytics%20Connector","infosecglobal1632846037582","agilesec-analytics-connector","","","2.0.0","InfoSecGlobal","Partner","https://www.infosecglobal.com/","InfoSecGlobal","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Solutions/AgileSec%20Analytics%20Connector/Workbooks/Images/Logo/infosecglobal.svg","The AgileSec Analytics Connector solution provides the capability to ingest AgileSec Analytics Connector events into Microsoft Sentinel. 

**Underlying Microsoft Technologies used:**

 This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs: 

 a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infosecglobal1632846037582.agilesec-analytics-connector","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/infosecglobal1632846037582.agilesec-analytics-connector","AgileSec Analytics Connector","Uncover, analyse and monitor hidden cryptographic vulnerabilities across a digital footprint.  ","AgileSec Analytics automates the discovery and analysis of machines identities and cryptographic mechanisms deployed across a digital ecosystem. The connector allows exporting crypto findings to Azure Sentinel for further analysis. ","Infosec Global","false","false","2023-06-30","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Cryptography;Machine Identities;f1de974b-f438-4719-b423-8bf704ba2aef;AgileSec Analytics Connector","0.0","0.0","0","false","false","true","2026-04-02"
"Akamai Security Events","Akamai Security Events","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Akamai%20Security%20Events","azuresentinel","azure-sentinel-solution-akamai","2022-03-23","","3.0.2","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/akamai.svg","The Akamai Security Solution for Microsoft Sentinel enables ingestion of [Akamai Security Solutions](https://www.akamai.com/solutions/security) events using the Common Event Format (CEF) into Microsoft Sentinel for Security Monitoring. 

This solution is dependent on the Common Event Format solution containing the CEF via AMA connector to collect the logs. The CEF solution will be installed as part of this solution installation.

**NOTE:** Microsoft recommends installation of CEF via AMA Connector. The existing connectors are about to be deprecated by **Aug 31, 2024.**","azuresentinel.azure-sentinel-solution-commoneventformat","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-akamai","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-akamai","Akamai Security","Microsoft Sentinel Akamai Security Solutions","The Akamai Security Solution for Microsoft Sentinel enables ingestion of Akamai Security Solutions events using the Common Event Format (CEF) into Microsoft Sentinel for Security Monitoring.","Microsoft Sentinel, Microsoft Corporation","false","false","2023-03-21","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Akamai;Akamai Security","0.806","0.0","0","false","false","true","2026-04-02"
"Alibaba Cloud","Alibaba Cloud","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Alibaba%20Cloud","azuresentinel","azure-sentinel-solution-alibabacloud","2022-06-27","","3.0.0","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Azure_Sentinel.svg","The [Alibaba Cloud](https://www.alibabacloud.com/product/log-service) solution provides the capability to retrieve logs from cloud applications using the Cloud API and more events into Microsoft Sentinel through the [REST API](https://aliyun-log-python-sdk.readthedocs.io/api.html). 
 
 **Underlying Microsoft Technologies used:**

 This solution takes a dependency on the following technologies, and some of these dependencies either may be in [Preview](https://azure.microsoft.com/support/legal/preview-supplemental-terms/) state or might result in additional ingestion or operational costs: 
 
 a. [Azure Monitor HTTP Data Collector API](https://docs.microsoft.com/azure/azure-monitor/logs/data-collector-api) 
 
 b. [Azure Functions](https://azure.microsoft.com/services/functions/#overview)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-alibabacloud","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-alibabacloud","Alibaba Cloud","Alibaba Cloud","The Alibaba Cloud solution provides the capability to retrieve logs from cloud applications using the Cloud API and more events into Microsoft Sentinel through the REST API.","Microsoft Sentinel, Microsoft Corporation","false","false","2023-04-10","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Alibaba Cloud;Alibaba Cloud","0.059","0.0","0","false","false","true","2026-04-02"
"Alibaba Cloud ActionTrail","Alibaba Cloud ActionTrail","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Alibaba%20Cloud%20ActionTrail","azuresentinel","azure-sentinel-solution-alibabacloud-actiontrail","2025-07-03","","3.0.0","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft - support@microsoft.com","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Workbooks/Images/Logos/Azure_Sentinel.svg","The Microsoft Sentinel solution for Alibaba Cloud ActionTrail Logs enables seamless integration of Alibaba Cloud audit data into Sentinel. It empowers security teams to monitor user activity, detect threats, and investigate incidents across Alibaba Cloud environments—enhancing visibility and security posture in multi-cloud deployments.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-alibabacloud-actiontrail","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-alibabacloud-actiontrail","Alibaba Cloud Action Trail","Alibaba Cloud Action Trail","The Alibaba Cloud Action Trail solution provides the capability to retrieve logs from cloud applications using the Cloud API and more events into Microsoft Sentinel through the REST API.","Microsoft Sentinel, Microsoft Corporation","false","false","2025-07-08","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft sentinel;Alibaba Cloud Action Trail;f1de974b-f438-4719-b423-8bf704ba2aef;Alibaba Cloud Action Trail","0.058","0.0","0","false","false","true","2026-04-02"
"Alsid For AD","Alsid For AD","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Alsid%20For%20AD","alsid1603447574634","Alsid_For_AD_MSS","2022-05-06","","2.0.0","Alsid","Partner","https://www.alsid.com/contact-us/","Alsid","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Alsid.svg","Alsid for Active Directory connector allows to export Alsid Indicators of Exposures, trailflow and Indicators of Attacks logs to Microsoft Sentinel in real time.","","true","false","","false","","false","","","","","","","","","","","","","","","","","","2026-04-02"
"Amazon Web Services","Amazon Web Services","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Amazon%20Web%20Services","azuresentinel","azure-sentinel-solution-amazonwebservices","2022-05-26","","3.0.7","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Aws.svg","The Amazon Web Services solution for Microsoft Sentinel allows you to enable Security monitoring of AWS services by allowing ingestion of logs from the AWS CloudTrail platform, VPC Flow Logs, AWS GuardDuty and AWS CloudWatch. ","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservices","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservices","Amazon Web Services","Amazon Web Services","The Amazon Web Services solution for Microsoft Sentinel allows you to enable Security monitoring of AWS services by allowing ingestion of logs from the AWS CloudTrail platform, VPC Flow Logs, AWS GuardDuty and AWS CloudWatch.","Microsoft Sentinel, Microsoft Corporation","false","false","2023-02-24","2026-01-14","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm;AzureSentinelSolution","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Amazon Web Services;Amazon Web Services","0.893","0.0","0","false","false","true","2026-04-02"
"Amazon Web Services NetworkFirewall","Amazon Web Services NetworkFirewall","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Amazon%20Web%20Services%20NetworkFirewall","azuresentinel","azure-sentinel-solution-aws-networkfirewall","2025-03-20","","3.0.0","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Aws.svg","The Amazon Web Services Network Firewall for Microsoft Sentinel allows you to enable Security monitoring of AWS services by allowing ingestion of logs from the AWS S3Bucket, SQS Queue.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-aws-networkfirewall","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-aws-networkfirewall","Amazon Web Services Network Firewall","Amazon Web Services Network Firewall","The Amazon Web Services Network Firewall for Microsoft Sentinel allows you to enable Security monitoring of AWS services by allowing ingestion of logs from the AWS S3Bucket, SQS Queue.","Microsoft Sentinel, Microsoft Corporation","false","false","2025-07-04","2026-03-24","information-protection;threat-protection;security;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Amazon Web Services Network Firewall;Amazon Web Services Network Firewall","0.368","0.0","0","false","false","true","2026-04-02"
"Amazon Web Services Route 53","Amazon Web Services Route 53","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Amazon%20Web%20Services%20Route%2053","azuresentinel","azure-sentinel-solution-amazonwebservicesroute53","2025-03-21","","3.0.1","Microsoft Corporation","Microsoft","https://support.microsoft.com","Microsoft","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Aws.svg","Amazon Web Services Route 53 Solution for Microsoft Sentinel provides data connector to ingest AWS Route 53 DNS logs into Microsoft Sentinel.","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservicesroute53","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/azuresentinel.azure-sentinel-solution-amazonwebservicesroute53","Amazon Web Services Route 53","Amazon Web Services Route 53","Amazon Web Services Route 53 Solution for Microsoft Sentinel provides data connector to ingest AWS Route 53 DNS logs into Microsoft Sentinel.","Microsoft Sentinel, Microsoft Corporation","false","false","2025-05-28","2025-12-13","security;information-protection;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm","Microsoft Sentinel;f1de974b-f438-4719-b423-8bf704ba2aef;Amazon Web Services Route 53;Amazon Web Services Route 53","0.427","0.0","0","false","false","true","2026-04-02"
"Anvilogic","Anvilogic","https://github.com/Azure/Azure-Sentinel/blob/master/Solutions/Anvilogic","anvilogic1725900018831","azure-sentinel-solution-anvilogic","2025-06-20","","3.0.0","Anvilogic","Partner","https://www.anvilogic.com/","Anvilogic","domains","","https://raw.githubusercontent.com/Azure/Azure-Sentinel/master/Logos/Anvilogic.svg","The [Anvilogic](https://www.anvilogic.com/) solution for Microsoft Sentinel enables you to ingest Anvilogic Alerts into Microsoft Sentinel.

**Underlying Microsoft Technologies used:**

This solution takes a dependency on the following technologies, and some of these dependencies either may be in Preview state or might result in additional ingestion or operational costs:

a. [Codeless Connector Framework (CCF)](https://learn.microsoft.com/en-us/azure/sentinel/create-custom-connector)","","true","false","","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/anvilogic1725900018831.azure-sentinel-solution-anvilogic","true","https://azuremarketplace.microsoft.com/en-us/marketplace/apps/anvilogic1725900018831.azure-sentinel-solution-anvilogic","Anvilogic Connector for Microsoft Sentinel","Anvilogic integrates with Microsoft Sentinel to unify detection workflows and extend threat coverage","Connect Microsoft Sentinel with Anvilogic to automate detection workflows, enhance visibility, and strengthen threat coverage","Anvilogic","false","false","2025-09-26","2025-12-13","integration;security;threat-protection;azureCertified;fromPublishingPortal;multiResourceSolution;readonlytemplate;virtualMachine;virtualMachine-Arm;AzureSentinelSolution","Microsoft Sentinel Integration;Detection Engineering;f1de974b-f438-4719-b423-8bf704ba2aef;Anvilogic Connector for Microsoft Sentinel","0.0","0.0","0","false","false","true","2026-04-02"
