parser_name,equivalent_builtin,schema,schema_version,parser_type,parser_title,parser_version,parser_last_updated,product_name,description,tables,sub_parsers,parser_params,references,source_file,github_url
vimProcessCreateMicrosoftWindowsEvents,_Im_ProcessCreate_MicrosoftWindowsEvents,ProcessEvent,0.1.0,source,Process Create Event ASIM parser for WEF Security Events,0.3,May 1st 2023,Security Events,This ASIM parser supports filtering and normalizing Windows process create events (event 4688) collected using the WEF connector (WindowsEvent table) to the ASIM Process Event normalized schema.,WindowsEvent,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;hashes_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessCreateMicrosoftWindowsEvents.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessCreateMicrosoftWindowsEvents.yaml
vimProcessCreateSentinelOne,_Im_ProcessCreate_SentinelOne,ProcessEvent,0.1.4,source,Process Create ASIM parser for SentinelOne,0.1.0,"Sep 18, 2023",SentinelOne,"This ASIM parser supports normalizing SentinelOne logs to the ASIM Process Event normalized schema. SentinelOne events are captured through SentinelOne data connector which ingests SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API.",SentinelOne_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;hashes_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM ProcessEvent Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM);https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview,Parsers\ASimProcessEvent\Parsers\vimProcessCreateSentinelOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessCreateSentinelOne.yaml
vimProcessCreateTrendMicroVisionOne,_Im_ProcessCreate_TrendMicroVisionOne,ProcessEvent,0.1.0,source,Process Create ASIM parser,0.1.0,"Oct 10, 2023",Trend Micro Vision One,This ASIM parser supports normalizing Trend Micro Vision One logs to the ASIM Process Create normalized schema. Trend Micro Vision One events are captured through Trend Vision One data connector which ingests XDR logs into Microsoft Sentinel through the Trend Vision One API.,TrendMicro_XDR_OAT_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);hashes_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM);[Trend Micro Vision One documentation](https://docs.trendmicro.com/en-us/enterprise/trend-vision-one/xdr-part/search-app/data-mapping-intro/data-mapping-detecti.aspx https://docs.trendmicro.com/en-us/enterprise/trend-vision-one/xdr-part/search-app/data-mapping-intro/data-mapping-endpoin.aspx https://automation.trendmicro.com/xdr/api-v3#tag/Observed-Attack-Techniques-Pipeline/paths/~1v3.0~1oat~1dataPipelines~1%7Bid%7D~1packages~1%7BpackageId%7D/get https://automation.trendmicro.com/xdr/api-v3#tag/Observed-Attack-Techniques/paths/~1v3.0~1oat~1detections/get),Parsers\ASimProcessEvent\Parsers\vimProcessCreateTrendMicroVisionOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessCreateTrendMicroVisionOne.yaml
vimProcessCreateVMwareCarbonBlackCloud,_Im_ProcessCreate_VMwareCarbonBlackCloud,ProcessEvent,0.1.4,source,Process Create ASIM parser for VMware Carbon Black Cloud,0.1.1,"Dec 11, 2023",VMware Carbon Black Cloud,"This ASIM parser supports normalizing VMware Carbon Black Cloud logs to the ASIM Process Create normalized schema. VMware Carbon Black Cloud events are captured through VMware Carbon Black Cloud data connector which ingests Carbon Black Audit, Notification and Event data into Microsoft Sentinel through the REST API.",CarbonBlackEvents_CL;CarbonBlackNotifications_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);hashes_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM);[VMware Carbon Black Cloud documentation](https://developer.carbonblack.com/reference/carbon-black-cloud/data-forwarder/schema/latest/endpoint.event-1.0.0/ https://developer.carbonblack.com/reference/cb-threathunter/latest/event-search-fields/),Parsers\ASimProcessEvent\Parsers\vimProcessCreateVMwareCarbonBlackCloud.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessCreateVMwareCarbonBlackCloud.yaml
vimProcessEmpty,_Im_Process_Empty,ProcessEvent,0.1.0,empty,Process Event ASIM schema function,0.1.2,"Oct 08, 2023",Source Agnostic,This function returns an empty ASIM Process Event schema,,,,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessEmpty.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessEmpty.yaml
vimProcessEventMD4IoT,_Im_ProcessEvent_MD4IoT,ProcessEvent,0.1.0,source,Process Create Event ASIM parser for Microsoft Defender for IoT,0.2.0,"Feb 23, 2022",Microsoft Defender for IoT,This ASIM parser supports normalizing Microsoft Defender for IoT events to the ASIM Process Event normalized schema.,SecurityIoTRawEvent,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvcname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessEventMD4IoT.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessEventMD4IoT.yaml
vimProcessEventMicrosoft365D,_Im_ProcessEvent_Microsoft365D,ProcessEvent,0.1.0,source,Process Create Event ASIM parser for Microsoft 365 Defender for endpoint,0.2.0,"Apr 30, 2022",Microsoft 365 Defender for endpoint,This ASIM parser supports normalizing Microsoft 365 Defender for endpoint to the ASIM Process Event normalized schema.,DeviceProcessEvents,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;hashes_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessEventMicrosoft365D.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessEventMicrosoft365D.yaml
vimProcessEventNative,_Im_ProcessEvent_Native,ProcessEvent,0.1.4,source,Process Event ASIM filtering parser for Microsoft Sentinel native Process Event table,0.1.0,Nov 22 2023,Native,"This ASIM parser supports normalizing the native Process Event table (ASimProcessEventLogs) to the ASIM Process Event normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimProcessEventLogs,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);targetusername_has:string=*;actorusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;hashes_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessEventNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessEventNative.yaml
vimProcessTerminateLinuxSysmon,_Im_ProcessTerminate_LinuxSysmon,ProcessEvent,0.1.0,source,Process Terminate Event ASIM parser for Sysmon for Linux,0.2.0,"Feb 23, 2022",Sysmon for Linux,This ASIM parser supports filtering and normalizing Sysmon for Linux process terminate events (event 5) collected using the Syslog connector to the ASIM Process Event normalized schema.,Syslog,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvcname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateLinuxSysmon.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateLinuxSysmon.yaml
vimProcessTerminateMD4IoT,_Im_ProcessTerminate_MD4IoT,ProcessEvent,0.1.0,source,Process Terminate Event ASIM parser for Microsoft Defender for IoT,0.2.0,"Apr 30, 2022",Microsoft Defender for IoT,This ASIM parser supports filtering and normalizing Microsoft Defender for IoT events to the ASIM Process Event normalized schema.,SecurityIoTRawEvent,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvcname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateMD4IoT.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateMD4IoT.yaml
vimProcessTerminateMicrosoftSecurityEvents,_Im_ProcessTerminate_MicrosoftSecurityEvents,ProcessEvent,0.1.0,source,Process Terminate Event ASIM parser for Windows Security Events,0.3,May 1st 2023,Security Events,"This ASIM parser supports filtering and normalizing Windows process terminate events (event 4689) collected using the Security Events connectors, utilizing either the Log Analytics agent or the Azure Monitor Agent (AMA) and stored in the SecurityEvent table to the ASIM Process Event normalized schema.",SecurityEvent,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvcname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateMicrosoftSecurityEvents.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateMicrosoftSecurityEvents.yaml
vimProcessEventTerminateMicrosoftSysmon,_Im_ProcessTerminate_MicrosoftSysmon,ProcessEvent,0.1.4,source,Process Terminate Event ASIM parser for Microsoft Windows Security Events,0.4.1,"Jun 18, 2024",Microsoft Windows Events Sysmon,This ASIM parser supports normalizing Microsoft Windows Sysmon process terminate events (event 5) collected using the Event or WEF (WindowsEvent table) connectors logs ingested in 'Event' table to the ASIM Process Event normalized schema.,Event,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateMicrosoftSysmon.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateMicrosoftSysmon.yaml
vimProcessEventTerminateMicrosoftSysmonWindowsEvent,_Im_ProcessTerminate_MicrosoftSysmonWindowsEvent,ProcessEvent,0.1.4,source,Process Terminate Event ASIM parser for Microsoft Windows Security Events,0.4.1,"Jun 18, 2024",Microsoft Windows Events Sysmon,This ASIM parser supports normalizing Microsoft Windows Sysmon process terminate events (event 5) collected using the Event or WEF (WindowsEvent table) connectors logs ingested in 'WindowsEvent' table to the ASIM Process Event normalized schema.,WindowsEvent,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateMicrosoftSysmonWindowsEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateMicrosoftSysmonWindowsEvent.yaml
vimProcessTerminateMicrosoftWindowsEvents,_Im_ProcessTerminate_MicrosoftWindowsEvents,ProcessEvent,0.1.0,source,Process Terminate Event ASIM parser for WEF Security Events,0.3,May 1st 2023,Security Events,This ASIM parser supports filtering and normalizing Windows process terminate events (event 4689) collected using the WEF connector (WindowsEvent table) to the ASIM Process Event normalized schema.,WindowsEvent,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;hashes_has_any:dynamic=dynamic([]);disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateMicrosoftWindowsEvents.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateMicrosoftWindowsEvents.yaml
vimProcessTerminateVMwareCarbonBlackCloud,Im_ProcessTerminate_VMwareCarbonBlackCloud,ProcessEvent,0.1.4,source,Process Terminate ASIM parser for VMware Carbon Black Cloud,0.1.0,"Oct 03, 2023",VMware Carbon Black Cloud,"This ASIM parser supports normalizing VMware Carbon Black Cloud logs to the ASIM Process Terminate normalized schema. VMware Carbon Black Cloud events are captured through VMware Carbon Black Cloud data connector which ingests Carbon Black Audit, Notification and Event data into Microsoft Sentinel through the REST API.",CarbonBlackEvents_CL,,starttime:datetime=datetime(null);endtime:datetime=datetime(null);commandline_has_any:dynamic=dynamic([]);commandline_has_all:dynamic=dynamic([]);commandline_has_any_ip_prefix:dynamic=dynamic([]);actingprocess_has_any:dynamic=dynamic([]);targetprocess_has_any:dynamic=dynamic([]);parentprocess_has_any:dynamic=dynamic([]);actorusername_has:string=*;dvcipaddr_has_any_prefix:dynamic=dynamic([]);dvchostname_has_any:dynamic=dynamic([]);eventtype:string=*;disabled:bool=False,[ASIM Process Schema](https://aka.ms/ASimProcessEventDoc);[ASIM](https://aka.ms/AboutASIM);[VMware Carbon Black Cloud documentation](https://developer.carbonblack.com/reference/carbon-black-cloud/data-forwarder/schema/latest/endpoint.event-1.0.0/ https://developer.carbonblack.com/reference/cb-threathunter/latest/event-search-fields/),Parsers\ASimProcessEvent\Parsers\vimProcessTerminateVMwareCarbonBlackCloud.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimProcessEvent/Parsers/vimProcessTerminateVMwareCarbonBlackCloud.yaml
ASimRegistry,_ASim_RegistryEvent,RegistryEvent,0.1.2,union,Registry Event ASIM Parser,0.1.3,"Jun 3, 2024",Source Agnostic,This ASIM parser supports normalizing Registry Event logs from all supported sources to the ASIM Registry Event normalized schema.,,_Im_RegistryEvent_Empty;_ASim_RegistryEvent_Microsoft365D;_ASim_RegistryEvent_MicrosoftSysmon;_ASim_RegistryEvent_MicrosoftSysmonWindowsEvent;_ASim_RegistryEvent_MicrosoftWindowsEvent;_ASim_RegistryEvent_MicrosoftSecurityEvent;_ASim_RegistryEvent_SentinelOne;_ASim_RegistryEvent_Native;_ASim_RegistryEvent_TrendMicroVisionOne;_ASim_RegistryEvent_VMwareCarbonBlackCloud,pack:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEvent.yaml
ASimRegistryEventMicrosoft365D,_ASim_RegistryEvent_Microsoft365D,RegistryEvent,0.1.0,source,Registry Event ASIM parser for Microsoft 365 Defender for Endpoint,0.1.2,"Oct 10, 2023",Microsoft 365 Defender for Endpoint,"This ASIM parser supports normalizing Microsoft 365 Defender for endpoint logs, produced by the Microsoft Sentinel Microsoft 365 Defender connector, to the ASIM Registry Event normalized schema.",DeviceRegistryEvents,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventMicrosoft365D.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventMicrosoft365D.yaml
ASimRegistryEventMicrosoftSecurityEvent,_ASim_RegistryEvent_MicrosoftSecurityEvent,RegistryEvent,0.1.2,source,Registry Event ASIM parser for Microsoft Windows Events (registry creation event),0.3.1,"Jun 18, 2024",Security Events,"This ASIM parser supports normalizing Microsoft Windows events (event numbers 4657 and 4663), logs ingested in 'SecurityEvent' table to the ASIM Registry Event normalized schema.",SecurityEvent,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https://aka.ms/AboutASIM);[Reference for access rights](https://learn.microsoft.com/en-us/windows/win32/sysinfo/registry-key-security-and-access-rights),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventMicrosoftSecurityEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventMicrosoftSecurityEvent.yaml
ASimRegistryEventMicrosoftSysmon,_ASim_RegistryEvent_MicrosoftSysmon,RegistryEvent,0.1.2,source,Registry Event ASIM parser for Microsoft Sysmon (registry creation event),0.3.1,"Jun 18, 2024",Microsoft Sysmon,"This ASIM parser supports normalizing Microsoft Sysmon events (event number 12, 13, 14) logs ingested in 'Event' table to the ASIM Registry Event normalized schema.",Event,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventMicrosoftSysmon.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventMicrosoftSysmon.yaml
ASimRegistryEventMicrosoftSysmonWindowsEvent,_ASim_RegistryEvent_MicrosoftSysmonWindowsEvent,RegistryEvent,0.1.2,source,Registry Event ASIM parser for Microsoft Sysmon (registry creation event),0.3.1,"Jun 18, 2024",Microsoft Sysmon,"This ASIM parser supports normalizing Microsoft Sysmon events (event number 12, 13, 14) logs ingested in 'WindowsEvent' table to the ASIM Registry Event normalized schema.",WindowsEvent,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https://aka.ms/AboutASIM),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventMicrosoftSysmonWindowsEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventMicrosoftSysmonWindowsEvent.yaml
ASimRegistryEventMicrosoftWindowsEvent,_ASim_RegistryEvent_MicrosoftWindowsEvent,RegistryEvent,0.1.2,source,Registry Event ASIM parser for Microsoft Windows Events (registry creation event),0.2.1,"Jun 18, 2024",Security Events,"This ASIM parser supports normalizing Microsoft Windows events (event numbers 4657 and 4663), logs ingested in 'WindowsEvent' table to the ASIM Registry Event normalized schema.",WindowsEvent,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https://aka.ms/AboutASIM);[Reference for access rights](https://learn.microsoft.com/en-us/windows/win32/sysinfo/registry-key-security-and-access-rights),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventMicrosoftWindowsEvent.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventMicrosoftWindowsEvent.yaml
ASimRegistryEventNative,_ASim_RegistryEvent_Native,RegistryEvent,0.1.2,source,Registry Event ASIM parser for Microsoft Sentinel native Registry Event table,0.1.0,Nov 22 2023,Native,"This ASIM parser supports normalizing the native Registry Event table (ASimRegistryEventLogs) to the ASIM Registry Event normalized schema. While the native table is ASIM compliant, the parser is needed to add capabilities, such as aliases, available only at query time.",ASimRegistryEventLogs,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https:/aka.ms/AboutASIM),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventNative.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventNative.yaml
ASimRegistryEventSentinelOne,_ASim_RegistryEvent_SentinelOne,RegistryEvent,0.1.2,source,Registry Event ASIM Parser for SentinelOne,0.1.0,"Sep 20, 2023",SentinelOne,"This ASIM parser supports normalizing SentinelOne logs to the ASIM Registry Event normalized schema. SentinelOne events are captured through SentinelOne data connector which ingests SentinelOne server objects such as Threats, Agents, Applications, Activities, Policies, Groups, and more events into Microsoft Sentinel through the REST API.",SentinelOne_CL,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https:/aka.ms/AboutASIM);[SentinelOne documentation](https://<SOneInstanceDomain>.sentinelone.net/api-doc/overview),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventSentinelOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventSentinelOne.yaml
ASimRegistryEventTrendMicroVisionOne,_ASim_RegistryEvent_TrendMicroVisionOne,RegistryEvent,0.1.2,source,Registry Event ASIM Parser for Trend Micro Vision One,0.1.0,"Oct 12, 2023",Trend Micro Vision One,This ASIM parser supports normalizing Trend Micro Vision One logs to the ASIM Registry Event normalized schema. Trend Micro Vision One events are captured through Trend Vision One data connector which ingests XDR logs into Microsoft Sentinel through the Trend Vision One API.,TrendMicro_XDR_OAT_CL,,disabled:bool=False,[ASIM Registry Schema](https://aka.ms/ASimRegistryEventDoc);[ASIM](https:/aka.ms/AboutASIM);[Trend Micro Vision One documentation](https://docs.trendmicro.com/en-us/enterprise/trend-vision-one/xdr-part/search-app/data-mapping-intro/data-mapping-detecti.aspx https://automation.trendmicro.com/xdr/api-v3#tag/Observed-Attack-Techniques-Pipeline/paths/~1v3.0~1oat~1dataPipelines~1%7Bid%7D~1packages~1%7BpackageId%7D/get https://automation.trendmicro.com/xdr/api-v3#tag/Observed-Attack-Techniques/paths/~1v3.0~1oat~1detections/get),Parsers\ASimRegistryEvent\Parsers\ASimRegistryEventTrendMicroVisionOne.yaml,https://github.com/Azure/Azure-Sentinel/blob/master/Parsers/ASimRegistryEvent/Parsers/ASimRegistryEventTrendMicroVisionOne.yaml
