sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2854213,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query to a known command and control (CnC) domain used by mobile malware, indicating an attempt to establish a command and control channel.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise of a mobile device.","mobile,c2,dns,trojan"
2854214,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query for a known command and control (CnC) domain associated with mobile malware, indicating an attempt by the malware to establish communication with its operator.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a CnC domain associated with mobile malware, indicating a successful compromise attempt.","dns,c2,mobile,trojan"
2854215,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control (CnC) domain associated with mobile malware, indicating an attempt by the malware to communicate with its CnC server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise or ongoing malicious activity.","dns,mobile,trojan,c2"
2854216,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known backdoor malware, indicating an attempt to establish a command and control channel, which is characteristic of the Command and Control phase.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a specific backdoor domain associated with mobile malware, indicating a successful compromise attempt targeting mobile devices.","dns,backdoor,mobile,c2"
2045041,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control domain associated with mobile malware, indicating an active communication channel for malicious activities.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a command and control domain associated with a Trojan banker, indicating a successful compromise on mobile devices.","malware,dns,c2,mobile"
2051802,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects DNS queries related to a malware campaign targeting mobile devices, indicating that compromised applications may have been installed, which aligns with the Initial Access phase where attackers gain entry through malicious software.",ext to int,,,,,,7,Malware,"The rule detects a domain associated with a known malware campaign (ProxyLib) that compromises mobile devices, indicating a successful compromise rather than just a potential one.","dns,malware,proxy,mobile,ProxyLib**"
2051803,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects DNS queries for a domain associated with a malware campaign targeting mobile devices, indicating that the initial access may be achieved through compromised applications or services.",ext to int,,,,,,6,Malware,"The rule detects a domain associated with a malware campaign that compromises mobile devices, indicating a successful compromise scenario.","mobile,dns,proxy,malware,ProxyLib**"
2051804,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects TLS connections to a domain associated with a malware campaign targeting mobile devices, indicating initial access through compromised applications that configure users as proxies.",int to ext,,,,,,8,Malware,"The rule detects a successful compromise involving mobile malware that configures devices as proxies, indicating a significant security threat.","mobile,proxy,malware,tls,ProxyLib**"
2051805,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects traffic to a domain associated with malware that targets mobile devices, indicating that the initial access may occur through compromised applications, which is characteristic of drive-by compromise techniques.",int to ext,,,,,,7,Malware,"The rule detects traffic associated with a known malware campaign that compromises mobile devices, indicating a successful compromise.","mobile,proxy,malware,tls,ProxyLib**"
2854475,Command and Control,Command and Control,TA0011,Application Layer Protocol: HTTPS,T1071.001,"The rule detects a Trojan banker communicating with a command-and-control server over TLS, indicating potential malicious activity aimed at exfiltrating sensitive information from mobile devices.",int to ext,,,,,,7,Command and Control (C2),"The rule detects a Trojan banker domain in TLS SNI, indicating a successful compromise with potential data exfiltration or further malicious activity.","tls,banker,command,mobile,SSL_Malicious_Cert**"
2854476,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control domain associated with mobile malware, indicating an active communication channel used by the malware for further instructions or data exfiltration.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a known CnC domain associated with mobile malware, indicating a successful compromise attempt.","trojan,dns,mobile,malware"
2854477,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,The rule detects a DNS query associated with a known malicious domain that is indicative of a Command and Control (C2) communication attempt from a mobile malware trojan. This suggests that the malware is trying to establish a connection to receive commands or exfiltrate data.,ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query associated with a known Trojan dropper, indicating potential successful compromise of a mobile device.","trojan,dns,mobile,c2"
2854478,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS query associated with a known malware payload targeting mobile devices, indicating an attempt for initial access through compromised domains.",ext to int,,,,,,6,Malware,"The rule indicates a potential compromise involving mobile malware targeting Android devices, suggesting a successful intrusion attempt.","dns,malware,trojan,mobile"
2854479,Initial Access,Initial Access,TA0001,Malicious Link,T1203.001,"The rule detects TLS traffic indicating potential mobile malware targeting Android devices through a malicious domain, suggesting an attempt at initial access via compromised links.",ext to int,,,,,,8,Malware,"The rule indicates detection of a mobile malware domain associated with a trojan, suggesting a successful compromise targeting mobile clients.","mobile,trojan,tls,malicious,SSL_Malicious_Cert**"
2854480,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control (CnC) domain associated with mobile malware, indicating an attempt to establish a communication channel for remote control.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a known command and control domain associated with mobile malware, indicating a successful compromise.","malware,dns,trojan,mobile"
2854481,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a domain associated with mobile malware targeting Android devices, indicating an attempt to gain initial access through malicious payloads. The focus on TLS SNI suggests an evasion technique often used in phishing attacks.",ext to int,,,,,,7,Malware,"The rule detects a specific domain associated with mobile malware targeting Android devices, indicating a successful compromise.","mobile,trojan,tls,malicious,SSL_Malicious_Cert**"
2854482,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query to a known command and control (CnC) domain associated with mobile malware, indicating an attempt by the malware to communicate with its operator.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise targeting mobile clients.","dns,trojan,mobile,c2"
2854483,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS query associated with a known mobile malware, indicating an attempt to access a malicious payload that could lead to initial access on mobile devices.",ext to int,,,,,,6,Malware,"The rule indicates a potential detection of a mobile malware DNS query, which suggests a successful compromise targeting mobile devices.","dns,malware,spyware,mobile"
2854484,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a Trojan banker targeting mobile devices via a specific domain in TLS SNI, indicating an attempt to compromise the device upon visiting a malicious site, which aligns with the Initial Access phase.",ext to int,,,,,,7,Malware,"The rule detects a Trojan banker malware targeting mobile devices, indicating a successful compromise rather than a potential threat.","trojan,mobile,tls,malicious,SSL_Malicious_Cert**"
2854485,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a DNS lookup associated with a known mobile banking Trojan, indicating an attempt to gain initial access through malware delivery, likely facilitated by phishing or similar tactics targeting mobile users.",ext to int,,,,,,6,Malware,"The rule detects a specific DNS lookup associated with a known mobile banking Trojan, indicating a successful compromise of a mobile device.","trojan,dns,mobile,lookup"
2046131,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known command and control domain used by mobile malware, indicating an attempt to establish a command and control channel.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query associated with a known Trojan's command and control domain, indicating a potential successful compromise.","dns,c2,mobile,malware"
2046132,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for a known malicious domain associated with mobile malware, indicating an attempt to establish a command and control channel.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise.","dns,trojan,mobile,c2"
2046133,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control domain associated with mobile malware, indicating an ongoing command and control communication which is characteristic of the Command and Control phase.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise of mobile devices.","mobile,c2,dns,malware"
2046134,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known command and control domain used by mobile malware, indicating an active communication channel for malicious control and data exfiltration.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise of a mobile device.","dns,trojan,mobile,c2"
2046135,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query to a known command and control domain associated with mobile malware, indicating potential communication between the compromised mobile device and the attacker's infrastructure.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query to a known CnC domain associated with mobile malware, indicating a potential successful compromise.","dns,trojan,mobile,c2"
2046136,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for a known Command and Control (CnC) domain associated with mobile malware, indicating an attempt by the malware to communicate with its controller.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a known CnC domain associated with mobile malware, indicating a successful compromise of mobile devices.","mobile,dns,c2,trojan"
2046137,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects DNS queries related to a known Command and Control domain associated with mobile malware, indicating that the malware may be communicating with an external server for instructions or data exfiltration.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query associated with a known CnC domain linked to mobile malware, indicating a successful compromise or ongoing attack.","dns,trojan,mobile,c2"
2046138,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for a known command and control domain associated with mobile malware, indicating the presence of a potential command and control communication channel.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query related to a known CnC domain associated with mobile malware, indicating a successful compromise or active threat.","mobile,c2,dns,malware"
2046139,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control domain used by mobile malware, indicating an established connection for remote control or data exfiltration.",ext to int,,,,,,5,Command and Control (C2),"The rule detects a DNS query related to a known CnC domain for mobile malware, indicating potential compromise but not confirmed successful exploitation.","dns,trojan,c2,mobile"
2046140,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known Command and Control (CnC) domain associated with mobile malware, indicating that the malware may be attempting to communicate with its CnC server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential connection to a known CnC domain associated with mobile malware, indicating a successful compromise or ongoing threat.","domain,c2,mobile,trojan"
2046141,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control (CnC) domain associated with mobile malware, indicating an attempt to establish a communication channel with the attacker's infrastructure.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a domain associated with a known Trojan targeting iOS devices, indicating a successful compromise.","dns,trojan,c2,mobile"
2046142,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control domain used by mobile malware, indicating that the malware is attempting to communicate with its C2 infrastructure.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential command and control domain related to mobile malware, indicating a successful compromise of the mobile device.","mobile,dns,command,trojan"
2046143,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries associated with a known command and control (CnC) domain used by mobile malware, indicating a potential command and control communication phase in an attack.",ext to int,,,,,,6,Command and Control (C2),"The rule indicates a detected command and control (CnC) domain associated with mobile malware, suggesting a successful compromise of a mobile device.","dns,c2,mobile,trojan"
2046144,Command and Control,Command and Control,T1071,Application Layer Protocol,T1071.001,"The rule detects DNS queries associated with a known Command and Control domain for mobile malware, indicating an attempt to establish a communication channel between the compromised device and the attacker's server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a known CnC domain associated with mobile malware, indicating potential successful compromise.","dns,trojan,c2,mobile"
2046145,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control domain associated with mobile malware, indicating an attempt by the malware to communicate with its operator.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential Trojan Command and Control domain related to mobile malware, indicating a successful compromise on a mobile device.","dns,trojan,c2,mobile"
2854508,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control (CnC) domain associated with mobile malware, indicating potential communication between the compromised device and the attacker's infrastructure.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query associated with a known mobile malware CnC domain, indicating a potential successful compromise of mobile devices.","dns,c2,malware,mobile"
2854509,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a command-and-control communication attempt by identifying a specific TLS SNI (Server Name Indication) associated with mobile malware, indicating that the malware may be trying to connect to its C2 server.",ext to int,,,,,,6,Command and Control (C2),"The rule indicates a detected domain associated with mobile malware targeting Android devices, suggesting a potential successful compromise.","malware,command-control,mobile,tls,SSL_Malicious_Cert**"
2854510,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries for a domain associated with mobile malware, indicating an attempt by the malware to communicate with a command and control server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a command and control domain associated with mobile malware, indicating a successful compromise and potential ongoing malicious activity.","malware,dns,trojan,mobile"
2854511,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The rule detects malicious TLS traffic indicating an attempt to connect to a known malicious domain, which is often used for initial access to infect devices with mobile malware.",ext to int,,,,,,7,Malware,"The rule detects a specific malware domain associated with Android spyware, indicating a successful compromise of mobile devices.","mobile,trojan,tls,malicious,SSL_Malicious_Cert**"
2854512,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control domain associated with mobile malware, indicating an attempt to establish communication with an external server for malicious purposes.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise.","trojan,dns,mobile,c2"
2854513,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a specific Android malware communicating over TLS, indicating an attempt to exploit mobile devices for initial access through malicious payloads.",int to ext,,,,,,7,Malware,"The rule detects a successful attempt to communicate with a known mobile malware domain, indicating potential compromise of mobile devices.","trojan,mobile,tls,spyware,SSL_Malicious_Cert**"
2854514,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query associated with a known Command and Control (CnC) domain used by mobile malware, indicating a potential attempt to establish a connection with the attacker's infrastructure.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a CnC domain associated with a known mobile malware, indicating a successful compromise scenario.","trojan,dns,mobile,c2"
2854515,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a Trojan targeting mobile devices via TLS SNI, indicating an attempt to compromise a device during the initial access phase.",int to ext,,,,,,7,Malware,"The rule detects a specific malware (Trojan-Spy.AndroidOS.Realrat.l) in TLS traffic, indicating a successful compromise targeting mobile devices.","trojan,mobile,tls,spyware,SSL_Malicious_Cert**"
2854516,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a domain associated with mobile malware command and control, indicating an attempt by the malware to communicate with its operator.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a specific CnC domain associated with mobile malware, indicating a successful compromise and potential control over infected devices.","dns,trojan,mobile,c2"
2854518,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control domain associated with mobile malware, indicating that the malware may be attempting to communicate with its C2 server.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known CnC domain associated with mobile malware, indicating a successful compromise with potential data exfiltration or further malicious activity.","trojan,dns,mobile,command"
2854519,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query for a known command and control (CnC) domain associated with mobile malware, indicating an attempt to establish a communication channel with the attacker.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise of a mobile device.","trojan,dns,mobile,c2"
2854522,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries associated with a known command and control domain used by mobile malware, indicating that the malware may be attempting to communicate with its C2 server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS lookup related to a known Trojan banker, indicating potential successful communication with a command and control server, which suggests a successful compromise.","c2,mobile,trojan,dns"
2854523,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a Trojan banker targeting mobile devices that establishes a command and control channel using TLS, indicating a command and control phase of the attack.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a known Trojan banker domain in TLS SNI, indicating a successful compromise attempt involving malware targeting mobile devices.","mobile,trojan,command,tls,SSL_Malicious_Cert**"
2854524,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a TLS connection to a known malicious domain associated with mobile banking trojans, indicating an attempt to compromise the target device during the initial access phase.",ext to int,,,,,,8,Malware,"The rule detects a specific Trojan banker malware targeting mobile devices, indicating a successful compromise.","trojan,mobile,tls,malicious,SSL_Malicious_Cert**"
2854525,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS query related to a known mobile malware, indicating an attempt to access or compromise a mobile device, which aligns with the Initial Access phase of an attack.",ext to int,,,,,,6,Malware,"The rule detects a specific malware DNS lookup related to a known Trojan targeting mobile devices, indicating a successful compromise.","trojan,dns,mobile,spyware"
2854526,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule indicates a DNS lookup associated with a known mobile malware targeting Android devices, suggesting the potential for initial access through malicious domains.",ext to int,,,,,,6,Malware,The rule detects a DNS lookup associated with a known mobile malware that could indicate a successful compromise of a mobile device.,"trojan,dns,mobile,spyware"
2854527,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a mobile malware's command-and-control traffic, specifically targeting the TLS SNI for a known malicious domain, indicating that the malware is likely establishing communication with its command server.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a domain associated with a known mobile malware (Trojan-Spy.AndroidOS.Realrat.a) being contacted, indicating a successful compromise and potential data exfiltration.","trojan,command-and-control,mobile,tls,SSL_Malicious_Cert**"
2854528,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects communication with a known malicious domain associated with mobile malware, indicating that the malware may be establishing a command and control channel.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a known mobile malware communicating with a command-and-control server, indicating a successful compromise.","mobile,trojan,command,tls,SSL_Malicious_Cert**"
2854529,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries related to a known Command and Control (CnC) domain used by mobile malware, indicating an attempt to establish a communication channel for remote control or data exfiltration.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise of a device.","trojan,dns,mobile,c2"
2854530,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule detects a Trojan targeting mobile devices, indicating an attempt to gain initial access through malicious domains, which aligns with tactics used in phishing attacks.",ext to int,,,,,,7,Malware,"The rule detects a specific malware (Trojan-Spy.AndroidOS.SmsThief.ty) targeting mobile devices, indicating a successful compromise.","trojan,mobile,tls,spy,SSL_Malicious_Cert**"
2854643,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query for a known command and control domain associated with mobile malware, indicating that the malware may be communicating with its C2 server.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a connection to a known command and control domain associated with mobile malware, indicating a successful compromise of a mobile device.","trojan,dns,mobile,command"
2854646,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known command and control domain used by mobile malware, indicating an active connection attempt by the malware to communicate with its operator.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query related to a known mobile malware CnC domain, indicating a successful compromise attempt.","dns,trojan,mobile,malware"
2046300,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query for a known command and control domain associated with Android malware, indicating an attempt to establish a command and control channel.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a known CnC domain associated with Android malware, indicating a successful compromise of a mobile client.","dns,trojan,mobile,malware"
2046306,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a domain associated with mobile malware, indicating potential communication with a command and control server, which aligns with the Command and Control phase.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise attempt.","mobile,dns,trojan,c2"
2046307,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control (CnC) domain used by Android malware, indicating an attempt to establish communication with a remote server, which aligns with the Command and Control phase.",ext to int,,,,,,7,Command and Control (C2),The rule detects a DNS query related to known mobile malware (Predator) indicating a successful compromise for command and control communication.,"dns,trojan,mobile,command"
2046308,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries to a domain associated with mobile malware, indicating potential command and control activity, which aligns with acquiring infrastructure for malicious purposes.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a specific command and control domain associated with mobile malware, indicating a successful compromise of a device.","mobile,trojan,dns,command"
2046309,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known Command and Control domain associated with mobile malware, indicating an attempt to establish a remote connection for control and data exfiltration.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a DNS query related to Android malware with potential C2 functionality, indicating a successful compromise.","malware,dns,spyware,android"
2046310,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control (CnC) domain used by Android malware, indicating an attempt to establish communication with the attacker's infrastructure.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a potential command and control domain associated with Android malware, indicating a successful compromise of a device.","dns,trojan,mobile,command"
2046311,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries associated with a known Command and Control (CnC) domain used by mobile malware, indicating an attempt to establish communication with an external server for malicious purposes.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query related to a known mobile malware CnC domain, indicating a successful communication attempt with a potential threat actor.","mobile,trojan,dns,c2"
2046312,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known command and control domain used by mobile malware, indicating an attempt to establish a connection for malicious activities.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a potential Command and Control domain associated with Android malware, indicating a successful compromise could be in progress.","dns,trojan,mobile,command"
2046313,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known command and control domain associated with mobile malware, indicating an attempt to establish communication with a malicious server, which is characteristic of the Command and Control phase.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a DNS query for a known malicious domain associated with Android spyware, indicating a successful compromise attempt.","dns,malware,trojan,mobile"
2046314,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries associated with a known Command and Control (CnC) domain used by mobile malware, indicating an attempt to establish communication with the attacker's infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known CnC domain associated with mobile malware, indicating a successful compromise attempt.","mobile,dns,trojan,c2"
2046315,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known command and control domain associated with mobile malware, indicating an attempt to establish a connection for remote control or data exfiltration.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a domain associated with Android malware, indicating a successful compromise and potential malicious activity.","dns,trojan,mobile,malware"
2046316,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control domain for mobile malware, indicating potential infrastructure acquisition for malicious communication.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise attempt.","mobile,trojan,dns,c2"
2046317,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a domain associated with mobile malware (Predator), indicating potential command and control traffic, which is a key aspect of maintaining control over compromised devices.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known CnC domain associated with mobile malware, indicating a successful compromise of devices.","dns,trojan,mobile,command"
2046318,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries to a domain associated with mobile malware command and control, indicating that the malware may be attempting to establish communication with its infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known malicious domain associated with Android malware, indicating potential successful compromise.","dns,malware,trojan,mobile"
2046319,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries to a known command and control domain used by mobile malware, indicating potential ongoing command and control activity.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a specific CnC domain related to Android malware, indicating a successful compromise potential through malicious command and control communication.","malware,dns,command,mobile"
2046320,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known Command and Control (CnC) domain associated with mobile malware, indicating an attempt to establish a connection for further malicious activities.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a DNS query associated with a known Android malware command and control domain, indicating a successful compromise of a mobile device.","dns,trojan,mobile,command"
2046321,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known command and control domain associated with mobile malware, indicating an attempt to establish a C2 channel for further malicious activity.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a successful compromise may be in progress.","malware,dns,trojan,mobile"
2046322,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries to a known command and control domain associated with mobile malware, indicating an attempt to establish communication with the attacker after initial compromise.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS lookup for a known malicious domain associated with mobile malware, indicating a potential successful compromise of a device.","mobile,spyware,dns,trojan"
2046323,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries to a known Command and Control domain associated with mobile malware, indicating an attempt by the malware to establish communication with its infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query for a known CnC domain associated with mobile malware, indicating a potential successful compromise of a device.","trojan,dns,mobile,command"
2046324,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known CnC domain associated with mobile malware, indicating the establishment of a command and control channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise of the target device.","dns,trojan,mobile,command"
2046325,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries related to a known command and control domain used by mobile malware, indicating an attempt to establish communication with the attacker's infrastructure.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a DNS query related to a known malicious domain associated with Android malware, indicating a potential successful compromise.","mobile,trojan,dns,command"
2046326,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known Command and Control (CnC) domain associated with mobile malware, indicating an attempt to establish a connection for malicious activity.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a known malware CnC domain associated with Android spyware, indicating a successful compromise of the endpoint.","malware,dns,trojan,mobile"
2046327,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects DNS queries for a known malicious domain associated with mobile malware, indicating potential Command and Control (C2) activity where attackers acquire infrastructure to facilitate their operations.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a potential command and control domain associated with mobile malware, indicating a successful compromise of a device.","mobile,dns,trojan,command"
2046328,Command and Control,Resource Development,TA0042,Acquire Infrastructure,T1583,"The rule detects a DNS query for a known command and control domain associated with mobile malware, indicating an attempt to establish a connection for malicious activities.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a DNS query related to a known Android malware domain, indicating a potential successful compromise or ongoing malicious activity.","malware,dns,trojan,mobile"
