sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2828090,Discovery,Reconnaissance,TA0043,DNS Query,T1593,"The rule detects DNS queries to an external IP lookup service, which could indicate an attempt to gather information about the network or its external IP addresses, fitting within the Discovery phase of the attack lifecycle.",ext to int,,,,,,3,Phishing,"The rule alerts on a DNS query for an external IP lookup service, which indicates potential reconnaissance but does not confirm a successful compromise.","dns,anomaly,iplookup,external,IP_address_lookup_website**"
2828091,Discovery,Network Service Discovery,T1046,DNS Interactions,T1071.001,"The rule detects DNS queries to an external IP lookup service, which can indicate an actor's attempt to discover external IP addresses or identify network configurations, fitting within the Discovery phase.",ext to int,,,,,,2,Phishing,"The rule detects a DNS query for an IP lookup service, which is typically associated with benign user behavior. It does not indicate a successful compromise.","dns,lookup,external,anomaly,IP_address_lookup_website**"
2020189,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects DNS queries for a known I2P reseed domain, indicating potential use of external remote services for initial access, which is often a precursor to malicious activities.",ext to int,,,,,,2,Social Engineering,"The rule alerts on a DNS query for a known I2P reseed domain, indicating potential interest in anonymized networks, but does not indicate a successful compromise.","dns,anomaly,policy,lookup"
2020190,Initial Access,Domain Fronting,T1071.001,Application Layer Protocol,T1071,"The rule detects DNS queries for a specific domain associated with I2P, which is often used for anonymizing traffic and can be indicative of initial access attempts by threat actors leveraging obscure domains for command and control.",ext to int,,,,,,2,Malware,"The rule detects a DNS query for a known I2P reseed domain, which may indicate potential use of anonymity networks, but does not confirm a successful compromise.","dns,anomaly,policy,lookup"
2020191,Initial Access,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known I2P reseed domain, which is often used for establishing command and control channels, indicating potential initial access through non-standard protocols.",ext to int,,,,,,2,Phishing,"The rule detects a DNS query for a known I2P reseed domain, which could indicate potential malicious activity, but does not confirm a successful compromise.","dns,anomaly,policy,lookup"
2020192,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a specific domain associated with I2P, which is often used for anonymizing traffic and can be indicative of command and control communications.",ext to int,,,,,,2,Malware,"The rule detects a DNS query for a known reseed domain related to I2P, which may indicate potential malicious activity but does not confirm a successful compromise.","dns,anomaly,policy,lookup"
2020193,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known I2P reseed domain, which may indicate attempts to establish a command and control channel using application layer protocols for covert communication.",ext to int,,,,,,3,Phishing,"The rule detects a DNS query for a known reseed domain associated with I2P, indicating potential interest in anonymity networks, but does not confirm a successful compromise.","dns,anomaly,policy,lookup"
2020194,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule identifies DNS queries to a specific I2P reseed domain, which is commonly associated with command and control activities. This suggests an attempt to establish a covert communication channel, indicating the presence of potential malicious activity.",ext to int,,,,,,2,Malware,"The rule detects a DNS query for a reseed domain associated with I2P, which may indicate potential malicious activity but does not confirm a successful compromise.","dns,anomaly,policy,lookup"
2020617,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a known .onion domain, which may indicate the use of the Tor network for Command and Control purposes. This behavior could suggest that a compromised asset is attempting to communicate with an external malicious actor using a Tor proxy.",int to ext,,,,,,4,Command and Control (C2),"The rule detects DNS queries to a .onion domain, indicating potential use of TOR which could be associated with C2 activities. However, it does not confirm a successful compromise.","dns,tor,anomaly,policy,DNS_Onion_Query**"
2809384,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The detection of DNS queries to .onion domains suggests potential use of Tor for command and control purposes, indicating that the client may be attempting to establish a covert communication channel.",any to int,,,,,,3,Command and Control (C2),"The rule indicates a DNS query to a .onion domain, which may suggest potential use of Tor for C2. However, it does not confirm a successful compromise, hence a lower impact score.","dns,anomaly,policy,tor,DNS_Onion_Query**"
2023515,Discovery,Network Service Discovery,T1046,DNS Query,T1071.001,"The rule detects a DNS query to a specific domain associated with the Adups firmware, indicating potential reconnaissance activity as the firmware seeks to communicate with known servers. This aligns with the Discovery phase where attackers gather information about the network and services.",ext to int,,,,,,3,IoT Vulnerabilities,"The rule detects a DNS query related to Adups firmware, which may indicate potential vulnerabilities but does not confirm a successful compromise.","dns,android,anomaly,policy,Android**"
2023519,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a DNS query related to the Adups firmware, which may indicate communication with a potentially malicious domain, suggesting an established command and control channel.",ext to int,,,,,,3,IoT Vulnerabilities,"The rule detects a DNS query related to a known firmware vulnerability, but it does not indicate a successful compromise.","dns,anomaly,android,policy,Android**"
2821116,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to 'wtfismyip.com', a site often used by malware to identify its external IP address, indicating potential command and control activity.",ext to int,,,,,,3,Malware,"The rule detects a DNS query to a known IP address lookup service often used by malware. However, it does not indicate a successful compromise, hence a lower impact score.","dns,ip,lookup,anomaly,IP_address_lookup_website**"
2838409,Discovery,Network Discovery,T1016,Application Layer Protocol,T1047,"The rule detects an external IP lookup which is indicative of network discovery activities, where an attacker may be attempting to gather information about the network or external systems.",ext to int,,,,,,2,Phishing,"The rule detects an external IP lookup related to a domain known for providing IP information, which can be associated with phishing activities, but does not indicate a successful compromise.","ipcheck,http,anomaly,info"
2025275,Collection,Collection,TA0010,Data from Information Repositories,T1213,"The rule detects HTTP POST requests that submit USB metadata to Microsoft, indicating potential collection of device information, which aligns with the Collection phase of the attack lifecycle.",int to ext,,,,,,3,Miscellaneous,"The rule detects USB metadata submissions to Microsoft, which may indicate benign activity rather than a successful compromise.","anomaly,usb,http,metadata"
2809618,Discovery,Reconnaissance,TA0043,External IP Address Enumeration,T1046,"The rule detects HTTP requests to an external service for IP address lookup, indicating potential reconnaissance activity to gather information about external systems.",int to ext,,,,,,3,Social Engineering,"The rule detects an external IP lookup which may indicate reconnaissance or information gathering, but does not confirm a successful compromise.","ipcheck,http,anomaly,external"
2013055,Discovery,Reconnaissance,TA0043,Network Service Discovery,T1046,"The rule detects a specific user agent related to the Peach C++ Library, which could indicate reconnaissance activity as an attacker may use this information to understand the network services available before launching further attacks.",ext to int,,,,,,3,Advanced Persistent Threats (APTs),"The rule detects a user agent associated with a specific library that may be used in reconnaissance, but does not indicate a successful compromise.","recon,http,user_agent,anomaly"
2804217,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects a remote access tool (RAT) communication attempt, suggesting an initial access vector where an attacker may be trying to gain unauthorized access to a system via external services.",int to ext,,,,,,4,Command and Control (C2),"The rule detects a potential remote access tool, which may indicate anomalous behavior. However, it does not confirm a successful compromise, hence a lower impact score.","remote,access,anomaly,policy"
2014233,Discovery,Network Discovery,T1016,Network Service Scanning,T1046,"The rule identifies traffic that appears to be scanning for web services associated with asafaweb.com, which aligns with the discovery phase where attackers gather information about network services.",ext to int,,,,,,2,Malware,"The rule detects a specific User-Agent associated with a web scan, indicating potential reconnaissance but not a confirmed compromise.","scan,http,anomaly,user-agent"
2804732,Initial Access,Drive-by Compromise,T1189,Malicious File Execution,T1203,"The rule detects traffic indicative of potential software installation that may be initiated through a compromised web application, suggesting an initial access vector where malicious software could be executed on the victim's system.",int to ext,,,,,,4,Malware,The rule detects potential trojan activity but does not confirm a successful compromise.,"trojan,http,anomaly,report"
2013056,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects specific user agent strings associated with the Peach C++ Library, indicating potential reconnaissance activities as attackers may use this information to identify targets or gather information about the environment.",int to ext,,,,,,3,Advanced Persistent Threats (APTs),"The rule detects outbound traffic with a specific user agent that may indicate reconnaissance activity. However, it does not indicate a successful compromise, resulting in a low impact score.","anomaly,recon,http,useragent"
2839332,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific User-Agent associated with a potentially malicious application (iolo Download Manager) in HTTP traffic, indicating an attempt to establish a connection to an external network, which aligns with initial access tactics.",int to ext,,,,,,3,Social Engineering,"The rule indicates the presence of a specific user-agent associated with a potentially unwanted application, which may not necessarily indicate a successful compromise.","user-agent,anomaly,policy,client"
2839344,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects the User-Agent string of CCleaner Update Agent, which may indicate that a user executed a potentially malicious or unwanted software, thus falling under Initial Access.",int to ext,,,,,,3,Malware,"The rule indicates the observation of a user-agent related to CCleaner, which could be benign or indicative of potential misuse. However, it does not confirm a successful compromise.","anomaly,user-agent,client,info"
2031087,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects a specific user agent associated with the download of PCHunter, which could indicate an attempt to deliver potentially unwanted or malicious software to a client endpoint, aligning with initial access tactics.",int to ext,,,,,,3,Miscellaneous,"The rule detects a specific user agent related to PCHunter, which is not inherently malicious but may indicate potential misuse. It does not indicate a successful compromise.","info,anomaly,client,download"
2839153,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071.001,"The rule detects suspicious patterns in HTTP headers, indicating reconnaissance activity where an attacker may be probing for vulnerabilities or misconfigurations in web applications.",ext to int,,,,,,3,Malware,"The rule detects suspicious HTTP header values but does not indicate a successful compromise, thus a lower impact score.","http,anomaly,header,suspicious"
2840063,Initial Access,Phishing,TA0011,Malicious Link,T1566.001,"The rule detects HTTP requests related to OAuth authorization that could indicate phishing attempts targeting users to gain unauthorized access to their accounts, which is a common method for initial access.",ext to int,,,,,,4,Social Engineering,"The rule detects potential OAuth activity which could indicate social engineering attempts, but does not confirm a successful compromise.","oauth,anomaly,http,client"
2013499,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects a specific HTTP POST request that may indicate communication with a remote server, which is characteristic of command and control activities.",int to ext,,,,,,3,Malware,"The rule detects a specific HTTP POST request related to IncrediMail which may indicate a policy violation or benign callback, but does not indicate a successful compromise.","callback,http,policy,anomaly"
2013043,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a POST request related to the installation of a malicious application on Android devices, indicating potential initial access through a compromised application or service.",ext to int,,,,,,6,Malware,"The rule detects a successful installation of malware (Android.Plankton/Tonclank) through a POST request, indicating a compromise has occurred.","android,post,trojan,information"
2031188,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects traffic to an external API (api.myip.com) which could indicate command and control activity, as attackers often use legitimate services for communication with compromised hosts.",ext to int,,,,,,3,Social Engineering,"The rule detects a benign API call to myip.com, which is often used for legitimate purposes. It does not indicate a successful compromise.","anomaly,http,policy,monitoring"
2835929,Discovery,Network Discovery,T1046,Network Service Discovery,T1018,"The rule detects HTTP requests to an external IP address lookup service, which may indicate an attacker is gathering information about the network's external IP addresses, a common reconnaissance activity.",ext to int,,,,,,2,Social Engineering,The rule detects a benign external IP address lookup which does not indicate a successful compromise.,"ip_lookup,http_request,external,anomaly,IP_address_lookup_website**"
2845653,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic to a known tracking pixel, which could indicate an attempt to establish command and control communication or data exfiltration using application layer protocols.",int to ext,,,,,,2,Malware,"The rule detects a tracking pixel, which is often used for analytics or marketing, and does not indicate a successful compromise.","tracking,anomaly,http,pixel"
2847089,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071.001,"The rule detects HTTP traffic to a specific external IP lookup service, which may indicate an attempt to establish command and control through external communications, suggesting potential malicious activity.",int to ext,,,,,,2,Social Engineering,"The rule detects an external IP lookup which could indicate benign behavior or a user checking their public IP, rather than a confirmed compromise.","ipcheck,anomaly,http,external"
2026718,Initial Access,Reconnaissance,TA0043,External Remote Services,T1133,"The rule detects an outbound HTTP GET request to an external IP lookup service, indicating potential reconnaissance behavior as the attacker may be attempting to gather information about the network or external addresses.",int to ext,,,,,,2,Data Breach,"The rule detects an outbound HTTP request to a known external IP lookup service, indicating potential information leakage but not a confirmed compromise.","iplookup,http,anomaly,external,IP_address_lookup_website**"
2035203,Discovery,Network Service Discovery,T1046,Network Service Discovery,T1046,"The rule detects anomalies in TLS traffic related to Cloudflare certificates, which could indicate an attacker probing the network for services and configurations, typical of the Discovery phase.",ext to int,,,,,,2,Miscellaneous,"The rule detects a shared certificate from Cloudflare, which may indicate misconfiguration or benign activity rather than a successful compromise.","cloudflare,certificate,anomaly,informational"
2822354,Discovery,Network Service Discovery,T1046,DNS Query,T1071.001,"The rule detects a DNS query to a domain that does not resolve, indicating a potential misconfiguration or reconnaissance activity, which aligns with the Discovery phase of the attack lifecycle.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS query to a domain that does not resolve, indicating a possible misconfiguration rather than a confirmed compromise.","dns,anomaly,misconfiguration,informational"
2826546,Command and Control,Command and Control,TA0011,Dynamic Resolution,T1568,"The rule detects DNS queries to dynamic DNS domains, which are commonly used in malware and phishing campaigns to establish command and control channels. This indicates potential command and control activity.",ext to int,,,,,,3,Command and Control (C2),"The rule detects DNS queries for a domain associated with Dynamic DNS, which is often used in malware and phishing but does not confirm a successful compromise.","dns,dynamic,anomaly,command"
2806139,Discovery,Discovery,TA0007,Application Layer Protocol,T1071,"The rule is designed to detect specific HTTP POST requests related to a software update, indicating potential reconnaissance of software versions and configurations within the network, which aligns with the Discovery phase.",ext to int,,,,,,3,Malware,"The rule is informational and detects a software update request, which does not indicate a successful compromise.","http,update,anomaly,client"
2806528,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific User-Agent associated with a potentially malicious download manager, indicating possible initial access through a web application by exploiting HTTP/S traffic.",ext to int,,,,,,3,Miscellaneous,"The rule detects a specific User-Agent associated with a download manager, which may indicate benign or informational activity rather than a confirmed threat.","user-agent,anomaly,info,client"
2833899,Exfiltration,Exfiltration Over Command and Control Channel,TA0011,Exfiltration Over Web Service,T1041,"The rule detects HTTP POST requests with specific content that may indicate data being sent to an external server, which aligns with exfiltration activities.",ext to int,,,,,,2,Miscellaneous,"The rule detects an informational event related to a bug report submission, which does not indicate a successful compromise or a significant threat.","anomaly,http,report,info"
2816508,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects DNS queries for a specific .onion domain, which is often associated with accessing hidden services on the Tor network, indicative of initial access attempts to exploit external remote services.",ext to int,,,,,,2,Miscellaneous,"The rule detects a DNS query related to a .onion domain, which could indicate potential misuse of Tor for anonymous access, but does not confirm a successful compromise or malicious activity.","dns,anomaly,proxy,tor,TOR Proxy**"
2011719,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects a specific User-Agent associated with a potentially unwanted application (Sogou Updater), which may indicate that an attacker is trying to gain initial access through user execution of malicious software.",int to ext,,,,,,2,Miscellaneous,"The rule detects a benign user-agent string related to Sogou, which is not indicative of a successful compromise or a known threat.","user-agent,anomaly,info,http"
2024789,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects DNS queries related to a known Monero mining pool, indicating potential initial access through malicious software that may exploit external services for cryptocurrency mining.",ext to int,,,,,,3,Cryptojacking,"The rule detects a DNS query for a Monero mining pool, which indicates potential cryptojacking activity. However, it does not confirm a successful compromise, hence a lower impact score.","dns,anomaly,coin,info"
2803804,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects a specific User-Agent string associated with a potentially malicious installer (DDVInstall) used to execute unauthorized software, indicating a possible initial access vector through user interaction.",int to ext,,,,,,2,Miscellaneous,"The rule detects a specific User-Agent that may indicate benign or low-risk activity, not a confirmed compromise.","info,user-agent,anomaly,http"
2013190,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific User-Agent string associated with a potential installer, indicating possible initial access via a malicious application. This suggests that the traffic may be related to an attempt to deliver or execute a potentially unwanted program.",ext to int,,,,,,2,Miscellaneous,"The rule detects a benign user-agent string related to a known installer, which does not indicate a successful compromise.","user-agent,anomaly,info,network"
2015674,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic with a 3XX redirect to a data URL, which could indicate an application layer protocol being used for command and control, suggesting potential malicious activity.",ext to int,,,,,,3,Miscellaneous,"The rule detects a 3XX HTTP redirect to a data URL, indicating potential information disclosure but not a confirmed compromise. This results in a lower impact score.","redirect,http,anomaly,info"
2008238,Initial Access,Drive-by Compromise,T1189,Compromise Client Software,T1210,"The rule detects access to a specific URL associated with Hotmail, indicating potential initial access via compromised web services. This aligns with tactics used to exploit vulnerabilities in web applications to gain unauthorized access.",int to ext,,,,,,3,Social Engineering,"The rule detects access to a Hotmail inbox, which could indicate phishing or social engineering attempts, but does not confirm a successful compromise.","info,policy,http,anomaly"
2011125,Initial Access,Drive-by Compromise,T1189,Malicious File,T1203,"The rule detects a specific user agent associated with the Maxthon browser, which could indicate that a user is accessing a potentially compromised website or downloading malicious content, leading to initial access.",int to ext,,,,,,3,Malware,"The rule detects a user agent associated with a specific browser, which may indicate benign or non-malicious behavior. It does not indicate a successful compromise.","anomaly,user-agent,http,info"
2012735,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a specific User-Agent string associated with a translation application, which could indicate unauthorized access attempts or exploitation through web traffic, aligning with initial access techniques.",int to ext,,,,,,3,Malware,"The rule detects a specific User-Agent associated with a translation app that has been observed in malware. However, it does not indicate a successful compromise, leading to a lower impact score.","user-agent,anomaly,policy,info"
2013784,Discovery,Discovery,TA0007,Application Layer Protocol,T1071,"The rule detects a specific User-Agent string associated with Windows Mobile 7.0, indicating potential reconnaissance activity by identifying devices and their capabilities on the network.",ext to int,,,,,,2,Malware,"The rule detects a benign user-agent string associated with Windows Mobile 7.0, which does not indicate a successful compromise or a significant threat.","user-agent,anomaly,http,info"
2013882,Discovery,Reconnaissance,TA0043,Application Layer Protocol,T1071,"The rule detects specific HTTP traffic patterns related to a known update service, indicating potential reconnaissance activity by an attacker looking to gather information about the target's software environment.",int to ext,,,,,,2,Miscellaneous,"The rule detects a benign user-agent related to a Norton update, indicating informational activity rather than a successful compromise.","anomaly,http,user-agent,info"
2014519,Initial Access,Drive-by Compromise,T1189,Malicious File,T1203,"The rule detects HTTP responses that serve executable files, which could indicate a drive-by download attack, allowing initial access through malicious file delivery.",ext to int,,,,,,4,Malware,"The rule indicates potential delivery of an executable file via HTTP, but does not confirm a successful compromise.","http,anomaly,info,inline"
2015757,Initial Access,Initial Access,TA0001,User Execution,T1203,"The detection of a known Spyware User-Agent suggests that the client may have been compromised through social engineering techniques, leading to the installation of unwanted applications that often facilitate initial access.",int to ext,,,,,,4,Malware,The rule detects a known Spyware User-Agent which indicates potential unwanted software but does not confirm a successful compromise.,"spyware,user-agent,policy,anomaly,Spyware_User_Agent**"
2024240,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The rule detects HTTP requests for ARM file types using Wget, which is often exploited for downloading malicious payloads, indicating potential initial access attempts.",ext to int,,,,,,2,Miscellaneous,"The rule detects HTTP requests for ARM file types via WGET, indicating potential benign activity rather than a confirmed compromise.","http,wget,arm,anomaly"
2025149,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic to a known domain associated with remote access tools, indicating potential command and control communication.",ext to int,,,,,,2,Social Engineering,"The rule detects a known domain related to remote access tools, which could indicate potential phishing or social engineering attempts, but does not confirm a successful compromise.","info,anomaly,policy,http"
2803802,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: HTTP/S,T1071.001,"The rule detects a specific User-Agent string associated with PIPIWebPlayer, which could indicate the use of a potentially malicious application attempting to access external resources, thereby representing an initial access attempt.",int to ext,,,,,,2,Phishing,The rule detects a specific User-Agent string which may indicate benign or non-suspicious traffic. It does not indicate a successful compromise.,"user-agent,anomaly,http,info"
2803803,Discovery,Discovery,TA0007,Application Layer Protocol,T1071,"The rule is designed to detect a specific User-Agent in HTTP traffic, which may indicate reconnaissance or probing behavior by an attacker using a known application layer protocol.",int to ext,,,,,,3,Malware,"The rule detects a specific User-Agent that may indicate benign or non-malicious behavior. It does not indicate a successful compromise, thus a low impact score.","anomaly,http,user-agent,info"
2804286,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects a specific User-Agent string associated with a potentially malicious application (InstallChecker) during HTTP GET requests. This suggests an attempt to execute a payload or exploit via user interaction, fitting the Initial Access phase.",ext to int,,,,,,4,Social Engineering,"The rule detects a specific User-Agent string associated with a known tool, but does not confirm a successful compromise or malicious activity.","user-agent,policy,anomaly,http"
2804843,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects a specific User-Agent string associated with a potentially malicious tool (DownloadForcer), indicating that the traffic may be related to an initial access attempt, where a user is tricked into executing a malicious download.",ext to int,,,,,,3,Malware,The rule detects a specific User-Agent that may indicate a potential malicious tool but does not confirm a successful compromise.,"user-agent,anomaly,policy,info"
2805156,Initial Access,Initial Access,TA0001,User Execution,T1203,"The rule detects a specific User-Agent string associated with a potential downloader, indicating that it may be used to execute malicious payloads upon user interaction, which aligns with the Initial Access phase.",ext to int,,,,,,4,Malware,"The rule detects a specific User-Agent associated with a potential downloader, but does not indicate a successful compromise.","policy,anomaly,user-agent,info"
2805560,Initial Access,Application Layer Protocol,T1071,Application Layer Protocol: Web Protocols,T1071.001,"The rule detects a specific User-Agent string associated with Seetrol, which may indicate an attempt to access a service or resource on the network, suggesting initial access activity.",int to ext,,,,,,3,Malware,The rule detects a specific User-Agent that may be associated with a tool but does not indicate a successful compromise.,"anomaly,user-agent,policy,http"
2805607,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects specific HTTP requests associated with the Boss Media AB QuickLoader, which may indicate a malicious application being accessed, potentially leading to initial access through compromised web traffic.",int to ext,,,,,,6,Malware,"The rule indicates a specific trojan activity related to QuickLoader, suggesting a successful compromise rather than just potential indicators.","trojan,http,anomaly,poker"
2807411,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP requests to a geo IP lookup service, which may indicate an attacker attempting to gather information about the victim's network or to establish a command and control channel using application layer protocols.",int to ext,,,,,,3,Social Engineering,"The rule detects a lookup to a geo IP service, which could be used for benign purposes or reconnaissance but does not indicate a successful compromise.","info,anomaly,http,geo"
2807920,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule indicates a POST request to an external server with specific content patterns, suggesting potential communication with a command and control server, often used in malware check-ins.",ext to int,,,,,,4,Malware,"The rule detects a potential check-in from a known adware (InstallIQ), but does not confirm a successful compromise.","checkin,anomaly,policy,http"
2809057,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic that may indicate a command and control communication, specifically through the use of a geo-location service which could be used by attackers to gather information about the victim's environment.",int to ext,,,,,,3,Malware,"The rule detects potential anomalies related to IP checks and HTTP requests, but does not indicate a confirmed compromise.","info,anomaly,policy,http"
2833507,Initial Access,Initial Access,TA0001,Supply Chain Compromise,T1195,"The rule detects HTTP responses related to SentryPC, which is monitoring software that can be used for malicious purposes, indicating a potential initial access vector via compromised software.",ext to int,,,,,,6,Insider Threats,"The rule detects a configuration response from SentryPC, which can enable features like keylogging and screen capturing, indicating a potential successful compromise of user privacy and security.","monitoring,policy,anomaly,endpoint,Monitoring**"
2836940,Initial Access,Initial Access,TA0001,Malicious File,T1203,"The rule detects the download of PowerCat, which is a tool used for establishing reverse shells, indicating potential initial access to the system.",ext to int,,,,,,6,Command and Control (C2),"The rule detects a potential download of PowerCat, which is often associated with malicious PowerShell activity, indicating a successful compromise.","http,powercat,inbound,policy,PowerShell, T1086**"
2837961,Initial Access,Remote Access Software,T1219,Remote Access Software,T1219,"The rule detects HTTP responses from a server supporting ScreenConnect, which is a remote access tool. This suggests potential unauthorized access attempts, fitting into the Initial Access phase where attackers establish a foothold in the network.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a successful connection response from ScreenConnect, which may indicate unauthorized remote access, but does not confirm a successful compromise.","screenconnect,http,anomaly,policy,ScreenConnect**"
2014473,Initial Access,Exploit Public-Facing Application,T1190,Exploitation of Client Vulnerability,T1203,"The rule indicates the detection of a Java Archive (JAR) download by a potentially vulnerable client, suggesting an attempt to exploit a client-side vulnerability, which aligns with initial access tactics.",ext to int,,,,,,4,Malware,"The rule detects a potential Java Archive download by a vulnerable client, which indicates possible malicious activity but does not confirm a successful compromise.","anomaly,java,download,vulnerability"
2025150,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects HTTP traffic indicating potential communication with a known remote access tool (Ammyy), which is often used for Command and Control purposes.",ext to int,,,,,,3,Social Engineering,"The rule detects a benign IP check response that could indicate user interaction with potentially malicious software, but does not confirm a successful compromise.","info,anomaly,policy,response"
2026649,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects anomalous certificate content that may indicate a command and control communication mechanism using a non-standard application layer protocol, suggesting potential malicious activity.",ext to int,,,,,,4,Miscellaneous,The rule detects potentially anomalous certificate content but does not indicate a confirmed compromise.,"certificate,anomaly,info,client"
2026684,Initial Access,Initial Access,TA0001,Exploitation of Public-Facing Application,T1190,"The rule detects anomalies in certificate content, which could indicate an attempt to exploit vulnerabilities in public-facing applications during the initial access phase.",ext to int,,,,,,4,Malware,"The rule detects non-standard content in a certificate, which could indicate potential malicious activity but does not confirm a successful compromise.","certificate,anomaly,client,info"
2014313,Initial Access,Drive-by Compromise,T1189,Malicious File Download,T1203,"The rule detects executable downloads from Dropbox, which can indicate a method of delivering malicious files to a target system, aligning with the Initial Access phase.",ext to int,,,,,,4,Malware,The rule detects a potentially malicious executable download but does not confirm a successful compromise.,"download,anomaly,http,executable"
2809619,Discovery,Discovery,TA0007,Network Service Discovery,T1046,"The rule detects HTTP requests to an external IP lookup service, indicating potential reconnaissance activity to gather information about external systems.",int to ext,,,,,,3,Phishing,"The rule detects an external IP lookup related to a known service, but does not indicate a successful compromise.","ipcheck,http,anomaly,external"
2035475,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects HTTP requests to download a remote access tool, indicating potential initial access through external services, which aligns with the tactics and techniques used by attackers to gain entry into a network.",int to ext,,,,,,4,Miscellaneous,"The rule detects a known download path for a remote access tool, which may indicate potential malicious activity. However, it does not confirm a successful compromise or exploit.","remoteaccess,http,download,anomaly,RemoteAccessTool**"
2035554,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects HTTP responses indicating the presence of the testcookie-nginx-module, which is associated with phishing sites. This suggests an attempt to mitigate automated access, a common tactic used during initial access phases to protect malicious content from automated tools.",ext to int,,,,,,3,Phishing,"The rule detects an informational alert related to a module that is used to mitigate automated access to phishing sites, but does not indicate a successful compromise.","anomaly,http,phishing,robot"
2845611,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The rule detects POST requests related to the installation of Ammyy Admin, which is a remote desktop service often used for initial access by threat actors.",int to ext,,,,,,4,Command and Control (C2),"The rule detects potential installation activity of Ammyy Admin, which could be used for remote access, but does not indicate a successful compromise.","remote,desktop,anomaly,policy"
2836887,Initial Access,External Remote Services,T1133,External Remote Services,T1133.001,"The rule detects a specific HTTP request related to TrustViewer, a remote access tool, indicating potential initial access through external remote services.",int to ext,,,,,,3,Command and Control (C2),"The rule detects a request to a remote access tool, which is indicative of potential malicious activity but does not confirm a successful compromise.","remote,access,http,anomaly"
2830556,Initial Access,Drive-by Compromise,T1189,Malicious File Execution,T1203,"The rule detects a request for a .jar file with minimal HTTP headers, which is indicative of potentially malicious downloads often used in initial access scenarios, particularly from compromised documents or executables.",ext to int,,,,,,6,Malware,"The rule detects a potentially malicious .jar file download request, which may indicate a second stage of malware delivery.","http,download,anomaly,policy"
