2022-05-18 11:50:50.361 event=audit-configuration-change; audit-enabled; success=true; user=senitized@senitized; roles=admin;
2022-07-04 19:01:00.318 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:01:00.335 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-raw.xml; database=Meters; success=true;
2022-07-04 19:01:00.338 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:01:00.354 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:01:00.359 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-raw.xml; database=Meters; success=true;
2022-07-04 19:02:00.268 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986520/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:02:00.288 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986520/host-raw.xml; database=Meters; success=true;
2022-07-04 19:02:00.291 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986520/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:02:00.307 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986520/server-raw.xml; database=Meters; success=true;
2022-07-04 19:03:00.111 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986580/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:03:00.132 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986580/server-raw.xml; database=Meters; success=true;
2022-07-04 19:03:00.136 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986580/host-raw.xml; database=Meters; success=true;
2022-07-04 19:03:00.139 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986580/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:04:00.187 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986640/host-raw.xml; database=Meters; success=true;
2022-07-04 19:04:00.192 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986640/server-raw.xml; database=Meters; success=true;
2022-07-04 19:04:00.195 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986640/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:04:00.211 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986640/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:05:00.237 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986700/host-raw.xml; database=Meters; success=true;
2022-07-04 19:05:00.244 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986700/server-raw.xml; database=Meters; success=true;
2022-07-04 19:05:00.248 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986700/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:05:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986700/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:06:00.079 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986760/server-raw.xml; database=Meters; success=true;
2022-07-04 19:06:00.085 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986760/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:06:00.101 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986760/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:06:00.117 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986760/host-raw.xml; database=Meters; success=true;
2022-07-04 19:07:00.215 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986820/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:07:00.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 19:07:00.244 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 19:07:00.264 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986820/server-raw.xml; database=Meters; success=true;
2022-07-04 19:07:00.269 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/forest-hour.xml; database=Meters; success=true;
2022-07-04 19:07:00.287 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-hour.xml; database=Meters; success=true;
2022-07-04 19:07:00.292 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-hour.xml; database=Meters; success=true;
2022-07-04 19:07:00.295 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:07:00.313 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986820/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:07:00.330 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986820/host-raw.xml; database=Meters; success=true;
2022-07-04 19:07:00.333 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:07:00.337 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-hour.xml; database=Meters; success=true;
2022-07-04 19:08:00.120 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986880/server-raw.xml; database=Meters; success=true;
2022-07-04 19:08:00.126 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986880/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:08:00.142 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986880/host-raw.xml; database=Meters; success=true;
2022-07-04 19:08:00.145 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986880/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:09:00.183 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986940/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:09:00.203 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986940/host-raw.xml; database=Meters; success=true;
2022-07-04 19:09:00.206 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986940/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:09:00.222 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986940/server-raw.xml; database=Meters; success=true;
2022-07-04 19:10:00.241 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987000/host-raw.xml; database=Meters; success=true;
2022-07-04 19:10:00.246 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987000/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:10:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987000/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:10:00.279 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987000/server-raw.xml; database=Meters; success=true;
2022-07-04 19:11:00.248 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987060/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:11:00.267 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987060/host-raw.xml; database=Meters; success=true;
2022-07-04 19:11:00.270 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987060/server-raw.xml; database=Meters; success=true;
2022-07-04 19:11:00.274 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987060/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:12:00.117 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987120/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:12:00.136 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987120/host-raw.xml; database=Meters; success=true;
2022-07-04 19:12:00.139 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987120/server-raw.xml; database=Meters; success=true;
2022-07-04 19:12:00.143 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987120/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:13:00.074 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987180/server-raw.xml; database=Meters; success=true;
2022-07-04 19:13:00.080 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 19:13:00.084 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987180/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:13:00.100 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 19:13:00.117 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/forest-hour.xml; database=Meters; success=true;
2022-07-04 19:13:00.134 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-hour.xml; database=Meters; success=true;
2022-07-04 19:13:00.139 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-hour.xml; database=Meters; success=true;
2022-07-04 19:13:00.142 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:13:00.160 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:13:00.164 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987180/host-raw.xml; database=Meters; success=true;
2022-07-04 19:13:00.167 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-hour.xml; database=Meters; success=true;
2022-07-04 19:13:00.184 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987180/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:14:00.134 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987240/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:14:00.155 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987240/host-raw.xml; database=Meters; success=true;
2022-07-04 19:14:00.159 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987240/server-raw.xml; database=Meters; success=true;
2022-07-04 19:14:00.163 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987240/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:15:00.162 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987300/host-raw.xml; database=Meters; success=true;
2022-07-04 19:15:00.167 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987300/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:15:00.183 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987300/server-raw.xml; database=Meters; success=true;
2022-07-04 19:15:00.187 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987300/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:16:00.062 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987360/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:16:00.081 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987360/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:16:00.098 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987360/server-raw.xml; database=Meters; success=true;
2022-07-04 19:16:00.102 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987360/host-raw.xml; database=Meters; success=true;
2022-07-04 19:17:00.132 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987420/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:17:00.153 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987420/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:17:00.171 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987420/host-raw.xml; database=Meters; success=true;
2022-07-04 19:17:00.174 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987420/server-raw.xml; database=Meters; success=true;
2022-07-04 19:18:00.193 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-hour.xml; database=Meters; success=true;
2022-07-04 19:18:00.221 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 19:18:00.225 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 19:18:00.244 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/forest-hour.xml; database=Meters; success=true;
2022-07-04 19:18:00.263 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987480/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:18:00.280 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-hour.xml; database=Meters; success=true;
2022-07-04 19:18:00.285 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-hour.xml; database=Meters; success=true;
2022-07-04 19:18:00.288 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:18:00.309 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:18:00.314 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987480/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:18:00.332 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987480/host-raw.xml; database=Meters; success=true;
2022-07-04 19:18:00.336 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987480/server-raw.xml; database=Meters; success=true;
2022-07-04 19:19:00.088 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987540/host-raw.xml; database=Meters; success=true;
2022-07-04 19:19:00.094 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987540/server-raw.xml; database=Meters; success=true;
2022-07-04 19:19:00.098 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987540/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:19:00.114 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987540/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:20:00.174 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987600/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:20:00.195 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987600/host-raw.xml; database=Meters; success=true;
2022-07-04 19:20:00.199 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987600/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:20:00.220 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987600/server-raw.xml; database=Meters; success=true;
2022-07-04 19:21:00.097 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987660/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:21:00.115 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987660/host-raw.xml; database=Meters; success=true;
2022-07-04 19:21:00.118 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987660/server-raw.xml; database=Meters; success=true;
2022-07-04 19:21:00.122 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987660/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:22:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987720/host-raw.xml; database=Meters; success=true;
2022-07-04 19:22:00.179 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987720/server-raw.xml; database=Meters; success=true;
2022-07-04 19:22:00.183 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987720/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:22:00.200 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987720/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:23:00.066 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987780/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:23:00.085 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987780/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:23:00.101 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987780/server-raw.xml; database=Meters; success=true;
2022-07-04 19:23:00.105 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987780/host-raw.xml; database=Meters; success=true;
2022-07-04 19:24:00.216 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 19:24:00.226 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987840/host-raw.xml; database=Meters; success=true;
2022-07-04 19:24:00.230 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 19:24:00.254 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/forest-hour.xml; database=Meters; success=true;
2022-07-04 19:24:00.274 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987840/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:24:00.291 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-hour.xml; database=Meters; success=true;
2022-07-04 19:24:00.295 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-hour.xml; database=Meters; success=true;
2022-07-04 19:24:00.298 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:24:00.315 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:24:00.319 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-hour.xml; database=Meters; success=true;
2022-07-04 19:24:00.335 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987840/server-raw.xml; database=Meters; success=true;
2022-07-04 19:24:00.338 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987840/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:25:00.222 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987900/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:25:00.240 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987900/server-raw.xml; database=Meters; success=true;
2022-07-04 19:25:00.244 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987900/host-raw.xml; database=Meters; success=true;
2022-07-04 19:25:00.247 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987900/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:26:00.175 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987960/server-raw.xml; database=Meters; success=true;
2022-07-04 19:26:00.182 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987960/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:26:00.200 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987960/host-raw.xml; database=Meters; success=true;
2022-07-04 19:26:00.203 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656987960/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:27:00.259 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988020/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:27:00.280 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988020/host-raw.xml; database=Meters; success=true;
2022-07-04 19:27:00.283 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988020/server-raw.xml; database=Meters; success=true;
2022-07-04 19:27:00.290 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988020/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:28:00.207 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988080/server-raw.xml; database=Meters; success=true;
2022-07-04 19:28:00.214 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988080/host-raw.xml; database=Meters; success=true;
2022-07-04 19:28:00.217 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988080/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:28:00.233 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988080/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:29:00.283 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988140/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:29:00.302 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 19:29:00.305 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 19:29:00.323 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/forest-hour.xml; database=Meters; success=true;
2022-07-04 19:29:00.339 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988140/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:29:00.355 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-hour.xml; database=Meters; success=true;
2022-07-04 19:29:00.364 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-hour.xml; database=Meters; success=true;
2022-07-04 19:29:00.367 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:29:00.388 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:29:00.392 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988140/host-raw.xml; database=Meters; success=true;
2022-07-04 19:29:00.396 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-hour.xml; database=Meters; success=true;
2022-07-04 19:29:00.415 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988140/server-raw.xml; database=Meters; success=true;
2022-07-04 19:30:00.086 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988200/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:30:00.104 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988200/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:30:00.121 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988200/host-raw.xml; database=Meters; success=true;
2022-07-04 19:30:00.124 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988200/server-raw.xml; database=Meters; success=true;
2022-07-04 19:31:00.235 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988260/server-raw.xml; database=Meters; success=true;
2022-07-04 19:31:00.241 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988260/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:31:00.259 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988260/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:31:00.278 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988260/host-raw.xml; database=Meters; success=true;
2022-07-04 19:32:00.162 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988320/host-raw.xml; database=Meters; success=true;
2022-07-04 19:32:00.168 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988320/server-raw.xml; database=Meters; success=true;
2022-07-04 19:32:00.173 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988320/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:32:00.192 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988320/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:33:00.240 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988380/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:33:00.258 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988380/server-raw.xml; database=Meters; success=true;
2022-07-04 19:33:00.262 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988380/host-raw.xml; database=Meters; success=true;
2022-07-04 19:33:00.265 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988380/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:34:00.299 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/databases-hour.xml; database=Meters; success=true;
2022-07-04 19:34:00.318 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/host-day.xml; database=Meters; success=true;
2022-07-04 19:34:00.322 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/forest-day.xml; database=Meters; success=true;
2022-07-04 19:34:00.339 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/forest-hour.xml; database=Meters; success=true;
2022-07-04 19:34:00.358 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/server-hour.xml; database=Meters; success=true;
2022-07-04 19:34:00.363 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988440/server-raw.xml; database=Meters; success=true;
2022-07-04 19:34:00.367 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656986460/host-hour.xml; database=Meters; success=true;
2022-07-04 19:34:00.371 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/databases-day.xml; database=Meters; success=true;
2022-07-04 19:34:00.392 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656918060/server-day.xml; database=Meters; success=true;
2022-07-04 19:34:00.396 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988440/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:34:00.415 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988440/host-raw.xml; database=Meters; success=true;
2022-07-04 19:34:00.418 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988440/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:35:00.171 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988500/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:35:00.190 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988500/host-raw.xml; database=Meters; success=true;
2022-07-04 19:35:00.193 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988500/server-raw.xml; database=Meters; success=true;
2022-07-04 19:35:00.197 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988500/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:36:00.033 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988560/forest-raw.xml; database=Meters; success=true;
2022-07-04 19:36:00.051 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988560/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:36:00.068 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988560/server-raw.xml; database=Meters; success=true;
2022-07-04 19:36:00.071 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988560/host-raw.xml; database=Meters; success=true;
2022-07-04 19:37:00.107 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988620/databases-raw.xml; database=Meters; success=true;
2022-07-04 19:37:00.126 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1656988620/server-raw.xml; database=Meters; success=true;
