OperationName,Level,ActivityStatus,ActivitySubstatus,ResourceGroup,SubscriptionId,CorrelationId,Caller,CallerIpAddress,Category,HTTPRequest,Properties,EventSubmissionTimestamp [UTC],Authorization,ResourceId,OperationId,ResourceProvider,Resource,EventDataId,TimeGenerated [UTC]
List Trigger Callback URL,Informational,Succeeded,OK (HTTP Status Code: 200),ChiSentinel,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,f46a56cc-5ff1-4120-bbb4-fcfba1150659,ffe300b4-cb65-4eb4-9d60-477cee66dd5e,52.188.218.53,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.188.218.53"",
  ""method"": ""POST""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": ""westus2:a3170695-244b-4bce-9f55-200bac0a3629"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered"",
  ""message"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:47:10.225 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered,f46a56cc-5ff1-4120-bbb4-fcfba1150659,Microsoft.Logic,When_Azure_Sentinel_incident_creation_rule_was_triggered,b5db4c47-9f13-4285-9f9a-807686c2e344,"4/26/2021, 7:45:46.892 PM"
List Trigger Callback URL,Informational,Started,,ChiSentinel,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,f46a56cc-5ff1-4120-bbb4-fcfba1150659,ffe300b4-cb65-4eb4-9d60-477cee66dd5e,52.188.218.53,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.188.218.53"",
  ""method"": ""POST""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered"",
  ""message"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:47:10.224 PM","{
  ""action"": ""Microsoft.Logic/workflows/triggers/listCallbackUrl/action"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/ChiSentinel/providers/Microsoft.Logic/workflows/Send-Closure-Email/triggers/When_Azure_Sentinel_incident_creation_rule_was_triggered,f46a56cc-5ff1-4120-bbb4-fcfba1150659,Microsoft.Logic,When_Azure_Sentinel_incident_creation_rule_was_triggered,16242763-cf36-46f4-a095-ae203f4d9cbc,"4/26/2021, 7:45:46.717 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,1ccd32c0-de84-4520-aa74-ecc16b4aace2,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/79c73e46-d8bc-4250-a330-0c43b05bd5c7"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:28:32.103 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/79c73e46-d8bc-4250-a330-0c43b05bd5c7""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/79c73e46-d8bc-4250-a330-0c43b05bd5c7,1ccd32c0-de84-4520-aa74-ecc16b4aace2,Microsoft.SecurityInsights,79c73e46-d8bc-4250-a330-0c43b05bd5c7,e3c696c0-dc66-4b73-8940-347f739c5dfb,"4/26/2021, 8:27:58.652 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,1ccd32c0-de84-4520-aa74-ecc16b4aace2,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/79c73e46-d8bc-4250-a330-0c43b05bd5c7"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 8:28:32.103 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/79c73e46-d8bc-4250-a330-0c43b05bd5c7""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/79c73e46-d8bc-4250-a330-0c43b05bd5c7,1ccd32c0-de84-4520-aa74-ecc16b4aace2,Microsoft.SecurityInsights,79c73e46-d8bc-4250-a330-0c43b05bd5c7,3a507c10-cbb6-4730-bd02-7e3e225ecff8,"4/26/2021, 8:27:58.472 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,cdceb29d-f7cd-4278-b394-0ec5bb861d7d,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/4304dcbc-7179-4261-ae02-524a2b1389f9"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:14:18.159 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/4304dcbc-7179-4261-ae02-524a2b1389f9""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/4304dcbc-7179-4261-ae02-524a2b1389f9,cdceb29d-f7cd-4278-b394-0ec5bb861d7d,Microsoft.SecurityInsights,4304dcbc-7179-4261-ae02-524a2b1389f9,076a7424-25e8-48d6-b5d1-5b2f3f3c1546,"4/26/2021, 7:12:58.019 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,cdceb29d-f7cd-4278-b394-0ec5bb861d7d,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/4304dcbc-7179-4261-ae02-524a2b1389f9"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:14:18.159 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/4304dcbc-7179-4261-ae02-524a2b1389f9""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/4304dcbc-7179-4261-ae02-524a2b1389f9,cdceb29d-f7cd-4278-b394-0ec5bb861d7d,Microsoft.SecurityInsights,4304dcbc-7179-4261-ae02-524a2b1389f9,8c8cab94-9c8b-4324-9428-9951d5e44d5b,"4/26/2021, 7:12:57.834 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,4b51143d-ee5a-4407-a3a6-0979b5bb3bed,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/c7b22dd1-883b-48b5-af9b-d30a23a90917"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:24:03.227 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/c7b22dd1-883b-48b5-af9b-d30a23a90917""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/c7b22dd1-883b-48b5-af9b-d30a23a90917,4b51143d-ee5a-4407-a3a6-0979b5bb3bed,Microsoft.SecurityInsights,c7b22dd1-883b-48b5-af9b-d30a23a90917,4adaae92-be88-42fa-908b-9dd721afe810,"4/26/2021, 7:22:58.055 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,4b51143d-ee5a-4407-a3a6-0979b5bb3bed,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/c7b22dd1-883b-48b5-af9b-d30a23a90917"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:24:03.227 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/c7b22dd1-883b-48b5-af9b-d30a23a90917""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/c7b22dd1-883b-48b5-af9b-d30a23a90917,4b51143d-ee5a-4407-a3a6-0979b5bb3bed,Microsoft.SecurityInsights,c7b22dd1-883b-48b5-af9b-d30a23a90917,87143ddf-4540-46d0-b4b4-63ff262e0c8a,"4/26/2021, 7:22:57.860 PM"
Update Cases,Error,Failed,Conflict (HTTP Status Code: 409),cxejavier,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,0d1dbd53-8087-433a-b65a-c9f89a69b78a,jasorian@buildseccxpninja.onmicrosoft.com,40.71.249.205,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""40.71.249.205"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""Conflict"",
  ""serviceRequestId"": null,
  ""statusMessage"": ""{\""error\"":{\""code\"":\""Conflict\"",\""message\"":\""Newer version of resource '3c83cc64-6b9d-44dc-92d4-2c120731c72a' exists. Data was not saved\""}}"",
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a"",
  ""message"": ""Microsoft.SecurityInsights/cases/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:22:14.191 PM","{
  ""action"": ""Microsoft.SecurityInsights/cases/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a,0d1dbd53-8087-433a-b65a-c9f89a69b78a,Microsoft.SecurityInsights,3c83cc64-6b9d-44dc-92d4-2c120731c72a,e41cdd47-762f-4817-b6a7-d834eb8b6dd5,"4/26/2021, 7:20:08.605 PM"
Update Cases,Informational,Succeeded,OK (HTTP Status Code: 200),cxejavier,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,da2d4718-60db-41b7-b4be-1f854f8829e9,jasorian@buildseccxpninja.onmicrosoft.com,40.71.249.205,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""40.71.249.205"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a"",
  ""message"": ""Microsoft.SecurityInsights/cases/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:22:12.194 PM","{
  ""action"": ""Microsoft.SecurityInsights/cases/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a,da2d4718-60db-41b7-b4be-1f854f8829e9,Microsoft.SecurityInsights,3c83cc64-6b9d-44dc-92d4-2c120731c72a,8a7e821b-c854-4823-bd46-ab646d56756c,"4/26/2021, 7:20:08.459 PM"
Update Cases,Informational,Started,,cxejavier,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,0d1dbd53-8087-433a-b65a-c9f89a69b78a,jasorian@buildseccxpninja.onmicrosoft.com,40.71.249.205,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""40.71.249.205"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a"",
  ""message"": ""Microsoft.SecurityInsights/cases/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:22:14.191 PM","{
  ""action"": ""Microsoft.SecurityInsights/cases/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a,0d1dbd53-8087-433a-b65a-c9f89a69b78a,Microsoft.SecurityInsights,3c83cc64-6b9d-44dc-92d4-2c120731c72a,bf775f96-7fa6-4539-b4a8-64dd45c28f3b,"4/26/2021, 7:20:08.440 PM"
Update Cases,Informational,Started,,cxejavier,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,da2d4718-60db-41b7-b4be-1f854f8829e9,jasorian@buildseccxpninja.onmicrosoft.com,40.71.249.205,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""40.71.249.205"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a"",
  ""message"": ""Microsoft.SecurityInsights/cases/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:22:12.194 PM","{
  ""action"": ""Microsoft.SecurityInsights/cases/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/cxejavier/providers/Microsoft.OperationalInsights/workspaces/cxejavier/providers/Microsoft.SecurityInsights/cases/3c83cc64-6b9d-44dc-92d4-2c120731c72a,da2d4718-60db-41b7-b4be-1f854f8829e9,Microsoft.SecurityInsights,3c83cc64-6b9d-44dc-92d4-2c120731c72a,c913c3ab-b5ee-4fec-a138-dc80eec1d369,"4/26/2021, 7:20:08.284 PM"
Update Incidents,Informational,Succeeded,OK (HTTP Status Code: 200),cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,6758ab7b-0d24-4a43-8f75-6345e3f14761,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""statusCode"": ""OK"",
  ""serviceRequestId"": null,
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/ac51dde3-b7f1-4329-8b79-63ec8a00c257"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:54:16.129 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/ac51dde3-b7f1-4329-8b79-63ec8a00c257""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/ac51dde3-b7f1-4329-8b79-63ec8a00c257,6758ab7b-0d24-4a43-8f75-6345e3f14761,Microsoft.SecurityInsights,ac51dde3-b7f1-4329-8b79-63ec8a00c257,b9427c3b-a273-4124-a099-ab7fe1f2f684,"4/26/2021, 7:52:57.355 PM"
Update Incidents,Informational,Started,,cxe-yanivsh,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,6758ab7b-0d24-4a43-8f75-6345e3f14761,yanivsh@buildseccxpninja.onmicrosoft.com,52.232.188.154,Administrative,"{
  ""clientRequestId"": """",
  ""clientIpAddress"": ""52.232.188.154"",
  ""method"": ""PUT""
}","{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/ac51dde3-b7f1-4329-8b79-63ec8a00c257"",
  ""message"": ""Microsoft.SecurityInsights/incidents/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:54:16.129 PM","{
  ""action"": ""Microsoft.SecurityInsights/incidents/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/ac51dde3-b7f1-4329-8b79-63ec8a00c257""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/cxe-yanivsh/providers/Microsoft.OperationalInsights/workspaces/yanivsh-sentinel/providers/Microsoft.SecurityInsights/incidents/ac51dde3-b7f1-4329-8b79-63ec8a00c257,6758ab7b-0d24-4a43-8f75-6345e3f14761,Microsoft.SecurityInsights,ac51dde3-b7f1-4329-8b79-63ec8a00c257,3848cbbc-1e6e-44c3-9588-b0f0abe96e3d,"4/26/2021, 7:52:57.160 PM"
Creates or updates an Azure Firewall,Informational,Succeeded,,tobifwprem-rg,1c61ccbf-70b3-45a3-a1fb-848ce46d70a6,89f2d7af-86c4-4335-8164-4d942acf6567,olotolor@buildseccxpninja.onmicrosoft.com,,Administrative,,"{
  ""eventCategory"": ""Administrative"",
  ""entity"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA"",
  ""message"": ""Microsoft.Network/azureFirewalls/write"",
  ""hierarchy"": ""5f1060f2-d9a4-4f59-bf9c-1dd8f3604a4b/ContosoBuildMG/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6""
}","4/26/2021, 7:52:33.196 PM","{
  ""action"": ""Microsoft.Network/azureFirewalls/write"",
  ""scope"": ""/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourceGroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA""
}",/subscriptions/1c61ccbf-70b3-45a3-a1fb-848ce46d70a6/resourcegroups/tobifwprem-rg/providers/Microsoft.Network/azureFirewalls/azfwSEA,ab7150cd-4ac5-4a61-ab91-e6eaa41cf7d7,Microsoft.Network,azfwSEA,f7b38b6d-3320-4fb5-9f19-e1c2438a273a,"4/26/2021, 7:51:32.824 PM"
